,날짜,종목,종목코드,종가,수익률
145,2023-04-03,비지에프리테일,282330,180700.0,0.006685236768802172
146,2013-04-01,셀트리온,068270,44408.0,
147,2014-04-01,셀트리온,068270,37132.0,-0.16384435236894257
148,2015-04-01,셀트리온,068270,58040.0,0.5630722826672412
149,2016-04-01,셀트리온,068270,98502.0,0.6971399035148174
150,2017-04-03,셀트리온,068270,80865.0,-0.17905220198574645
151,2018-04-02,셀트리온,068270,264853.0,2.2752488715760837
152,2019-04-01,셀트리온,068270,161395.0,-0.3906242330651343
153,2020-04-01,셀트리온,068270,183829.0,0.13900058861798703
154,2021-04-01,셀트리온,068270,306795.0,0.6689151330856393
155,2022-04-01,셀트리온,068270,162794.0,-0.46937205625906553
156,2023-04-03,셀트리온,068270,150000.0,-0.07859012002899368
157,2013-04-01,신세계,004170,222500.0,
158,2014-04-01,신세계,004170,234000.0,0.051685393258426915
159,2015-04-01,신세계,004170,168000.0,-0.28205128205128205
160,2016-04-01,신세계,004170,203000.0,0.20833333333333326
161,2017-04-03,신세계,004170,198500.0,-0.022167487684729092
162,2018-04-02,신세계,004170,383500.0,0.9319899244332495
163,2019-04-01,신세계,004170,326000.0,-0.1499348109517601
164,2020-04-01,신세계,004170,210000.0,-0.35582822085889576
165,2021-04-01,신세계,004170,279000.0,0.3285714285714285
166,2022-04-01,신세계,004170,263000.0,-0.05734767025089604
167,2023-04-03,신세계,004170,214000.0,-0.18631178707224338
168,2013-04-01,신세계인터내셔날,031430,15060.0,
169,2014-04-01,신세계인터내셔날,031430,14900.0,-0.010624169986719778
170,2015-04-01,신세계인터내셔날,031430,16840.0,0.1302013422818793
171,2016-04-01,신세계인터내셔날,031430,17120.0,0.016627078384798155
172,2017-04-03,신세계인터내셔날,031430,14420.0,-0.15771028037383172
173,2018-04-02,신세계인터내셔날,031430,20800.0,0.44244105409153955
174,2019-04-01,신세계인터내셔날,031430,59900.0,1.8798076923076925
175,2020-04-01,신세계인터내셔날,031430,36600.0,-0.38898163606010017
176,2021-04-01,신세계인터내셔날,031430,40300.0,0.10109289617486339
177,2022-04-01,신세계인터내셔날,031430,33000.0,-0.18114143920595538
178,2023-04-03,신세계인터내셔날,031430,21450.0,-0.35
179,2013-04-01,아모레퍼시픽,090430,96225.0,
180,2014-04-01,아모레퍼시픽,090430,126533.0,0.3149701221096388
181,2015-04-01,아모레퍼시픽,090430,333786.0,1.637936348620518
182,2016-04-01,아모레퍼시픽,090430,390000.0,0.1684132947457353
183,2017-04-03,아모레퍼시픽,090430,280000.0,-0.28205128205128205
184,2018-04-02,아모레퍼시픽,090430,333000.0,0.18928571428571428
185,2019-04-01,아모레퍼시픽,090430,195000.0,-0.4144144144144144
