,회사명,종목코드,회계년도,종가,ROE,상장주식수,시가총액,수익률,PER,PBR,PCR,PSR,ROA,NEW,EY,수정종가
106,보령,3850,2021,14600.0,0.34503828463736697,68690000.0,1002874000000.0,10.17342395125381,0.19083689396035872,0.6946197163068376,-0.15081286433254612,-0.22165879403933444,0.3198883331059667,-0.284710870311845,-0.11782978386785475,17216.0
107,보령,3850,2022,9060.0,0.17257567982972583,68690000.0,622331400000.0,-2.4198420074349447,-0.32051215353724705,0.09522953728144956,0.05218266703070074,-0.32758780613310806,0.21809671861721758,0.17326300127469546,0.4282475393877222,13050.0
108,비지에프리테일,282330,2019,169500.0,1.6430032914361072,17283906.0,2929622067000.0,2.448377581120944,-0.23158797301938328,1.991441590629424,-0.4160073132884514,-0.373931748924134,0.6762415647414284,-0.10472381861861141,0.8492217011450298,211000.0
109,비지에프리테일,282330,2020,135500.0,1.0005596545697284,17283906.0,2341969263000.0,-3.957345971563981,-0.27948099622742956,0.7792919349052195,-0.4463790156386886,-0.38882801624982094,0.3141379317884757,0.11513050619740114,1.1576919365924523,127500.0
110,비지에프리테일,282330,2021,145500.0,0.971134755171268,17283906.0,2514808323000.0,2.7450980392156854,-0.28102141510254214,0.7458686907216476,-0.4365785621646504,-0.3871728754358557,0.4174067693710392,0.13787285648496203,1.2349323136719577,162500.0
111,비지에프리테일,282330,2022,210500.0,1.2653837491558693,17283906.0,3638262213000.0,1.0461538461538455,-0.3236630103272501,0.6210885791029797,-0.44346798985432084,-0.3880004458428383,0.5956353063388343,-0.058580149955535135,0.9475361637666116,179500.0
112,셀트리온,68270,2019,181000.0,0.41860053313351725,128337853.0,23229151393000.0,-3.9062423306513434,0.5797226408865125,3.7113571719904526,0.4733110638359071,1.5476867360894782,0.846275000034267,-0.8086128773486052,-0.8063913254895106,161395.0
113,셀트리온,68270,2020,359000.0,0.8755038321262728,134997805.0,48464211995000.0,1.3900058861798703,0.4458462368312719,3.7113571719904526,1.6824541404694728,1.3689315281812349,1.38383059216818,-0.8086128773486052,-0.8569181974461241,183829.0
114,셀트리온,68270,2021,198000.0,0.7913159255140119,137947128.0,27313531344000.0,6.689151330856394,0.42827145784703274,3.7113571719904526,0.4323626344691336,1.6383056956540736,1.3894898839757541,-0.8086128773486052,-0.6627592633190524,306795.0
115,셀트리온,68270,2022,160500.0,0.571446538342185,140805210.0,22599236205000.0,-4.693720562590656,0.13272109094474685,2.9317488603272444,5.044390056100404,0.6427384960539979,1.1287963060181123,-0.8086128773486052,-0.6384782626139416,162794.0
116,신세계,4170,2014,181000.0,-0.010512583094025963,9845181.0,1781977761000.0,0.5168539325842691,-0.3245032388045842,-0.6423100510360352,-0.4210530913146889,-0.3035882643306125,-0.2572490625024968,1.0409836829171537,0.04060794401254098,234000.0
