회사명,거래소코드,회계년도,종가,PER(최고)(IFRS),PER(최저)(IFRS),PBR(최고)(IFRS),PBR(최저)(IFRS),PCR(최고)(IFRS),PCR(최저)(IFRS),PSR(최고)(IFRS),PSR(최저)(IFRS),EV/EBITDA(IFRS),자기자본순이익률(IFRS),자산(*)(IFRS),당기순이익(손실)(IFRS),판매비와 관리비(물류원가 등 포함)(*)(IFRS),연구개발비(IFRS),매출액(수익)(*)(IFRS),* (정상)영업손익(보고서기재)(IFRS)
(주)이노션,214320,2020/12,59600,83.48,44.78,2.68,1.44,120.72,64.75,4.75,2.55,45.03,2.92,930503172,18447274,104651167,0,324397021,17319152
(주)이마트,139480,2015/12,189000,14.66,10.72,1.03,0.76,7.93,5.8,0.64,0.47,9.07,7.01,13247431259,488693382,2687949046,0,11148885582,629419697
(주)이마트,139480,2016/12,183000,14.23,11.03,0.71,0.55,7.47,5.8,0.47,0.36,8.54,5.19,13814601276,384004686,2870673793,0,11631228087,633213096
(주)이마트,139480,2017/12,271000,12.48,7.72,0.97,0.6,11.05,6.83,0.64,0.4,10.67,7.95,14346891084,640880089,3102408996,0,12450694738,638449082
(주)이마트,139480,2018/12,182500,24.91,13.78,1.11,0.61,13.95,7.72,0.69,0.38,9.33,4.36,14138571724,361994019,3320354768,0,13148336659,489337832
(주)이마트,139480,2019/12,127500,19.48,10.01,0.67,0.34,9.22,4.73,0.43,0.22,9.41,3.46,15251432103,291146048,3375990318,0,13154820006,251140472
(주)이마트,139480,2020/12,151500,8.4,4.84,0.52,0.3,5.37,3.09,0.33,0.19,8.45,6.33,15577108437,560701081,3454431616,0,14213755650,294969300
(주)이수페타시스,007660,2015/12,4615,13.83,7.95,1.47,0.84,7.25,4.17,1,0.57,6.62,10.76,373561011,22743480,21665256,0,315262580,31445469
(주)이수페타시스,007660,2016/12,4240,12.79,8.16,1.09,0.7,12.67,8.09,0.72,0.46,6.92,8.65,430621489,19871636,25308890,0,352939688,28101385
(주)이수페타시스,007660,2017/12,4225,0,0,1.33,0.98,20.59,15.12,0.75,0.55,11.73,-7.04,325207524,-14602362,25746761,0,301678449,11635335
(주)이수페타시스,007660,2018/12,6510,0,0,1.66,0.8,0,0,0.87,0.42,7.94,-4.1,344652900,-7297412,26623337,0,333095668,35421376
(주)이수페타시스,007660,2019/12,4085,0,0,3.17,1.56,5.84,2.87,0.94,0.46,9.05,-49.96,281171399,-69903126,26160837,0,318847404,18945306
(주)이수페타시스,007660,2020/12,3995,0,0,2.58,0.72,0,0,0.73,0.21,4.47,-3.71,259604806,-3667798,23908679,0,335067412,22168285
(주)이수화학,005950,2015/12,10300,0,0,0.38,0.23,3.31,2,0.19,0.12,40.98,-2.83,875332519,-15259520,40659613,1534290,1030109016,3123228
(주)이수화학,005950,2016/12,16300,12.58,5.59,0.57,0.25,6.84,3.04,0.34,0.15,12.92,4.49,918392473,24293350,38851847,1875100,899376613,30456685
(주)이수화학,005950,2017/12,15250,87.57,68.89,0.57,0.45,10.4,8.18,0.27,0.21,14.15,0.62,903700665,3271192,34704836,2359712,1049213930,25735870
(주)이수화학,005950,2018/12,10000,8.41,4.99,0.41,0.24,32938.97,19552.23,0.2,0.12,10.97,5.09,933601363,28334323,37233352,2777509,1215893736,25942690
(주)이수화학,005950,2019/12,10600,0,0,0.32,0.22,4.95,3.4,0.15,0.1,14.09,-0.75,976681272,-4431369,42551935,3110188,1212136492,18113676
(주)이수화학,005950,2020/12,13200,0,0,0.69,0.21,3.99,1.22,0.34,0.1,8.02,-28.81,869028965,-153108488,47978924,3575326,943467231,44596699
(주)이스타코,015020,2015/12,1460,94.01,42.67,2.65,1.2,0,0,20.53,9.32,0,2.8,112326751,1456331,3535332,0,6668262,-1503138
(주)이스타코,015020,2016/12,1755,0,0,2.33,0.99,35.25,14.92,20.19,8.54,0,-16.74,112206558,-8132299,3265046,0,5041829,-1776269
(주)이스타코,015020,2017/12,824,0,0,1.91,0.66,3.16,1.09,2.2,0.76,24.3,-0.88,82846688,-388879,3632406,0,37523201,2034422
(주)이스타코,015020,2018/12,625,0,0,1.84,0.64,0,0,10.87,3.8,0,-18.12,78340146,-7330422,3307227,0,6010263,-658998
(주)이스타코,015020,2019/12,708,3.25,1.93,0.75,0.45,2.12,1.26,1.49,0.89,8.13,25.56,78897625,10952190,3558381,0,23815644,3933073
(주)이스타코,015020,2020/12,677,0,0,0.77,0.34,0,0,6.21,2.76,41.38,-0.12,70696188,-57403,2716840,0,5892498,345326
(주)이아이디,093230,2015/12,958,0,0,4.11,0.89,0,0,4.17,0.9,0,-9.82,61997945,-2681317,3791283,287436,37541910,-3291891
(주)이아이디,093230,2016/12,711,0,0,4.17,1.72,0,0,3.22,1.33,0,-43.41,39304132,-14308759,3269394,0,36049633,-2756160
(주)이아이디,093230,2017/12,359,97.1,37.42,1.35,0.52,0,0,1.1,0.43,0,1.98,100695685,959318,5394446,133823,84380435,-4471871
(주)이아이디,093230,2018/12,194,0,0,1.04,0.3,0,0,0.63,0.18,0,-14.11,80902843,-10050104,4663193,420624,121292163,-3433077
(주)이아이디,093230,2019/12,224,0,0,2.2,0.51,0,0,4.41,1.02,0,-0.86,177395077,-916976,5314486,25517,69083727,-4599384
(주)이아이디,093230,2020/12,325,0,0,2.14,0.68,0,0,4.05,1.28,0,-14.08,156372668,-20190068,5083390,0,77994442,-2959284
(주)이엔플러스,074610,2015/12,3520,135.03,19.33,9.83,1.41,167.19,23.94,4.65,0.67,29.65,7.58,14290379,622114,2194231,8539,18074680,1835189
(주)이엔플러스,074610,2016/12,2640,28.03,14.07,4.34,2.18,28.16,14.14,1.58,0.79,9.52,19.13,21962243,2156132,4243332,0,38361918,4395468
(주)이엔플러스,074610,2017/12,6250,0,0,10.02,3.29,0,0,3.41,1.12,0,-62.99,46604430,-9255967,8077695,409547,44679960,-960651
(주)이엔플러스,074610,2018/12,5660,0,0,15.06,2.65,0,0,20.98,3.7,0,-4.4,85882034,-1232766,10176180,503574,28996470,-6253287
(주)이엔플러스,074610,2019/12,7790,0,0,9.33,2.3,0,0,13.04,3.22,0,-86.65,119189109,-39106141,11592821,317938,34245313,-10740049
(주)이엔플러스,074610,2020/12,3590,0,0,5.37,2.06,0,0,12.78,4.91,0,-22.2,94499519,-12292659,9025729,781612,25253145,-5243830
(주)이원,017940,2015/12,61400,6.74,5.23,0.45,0.35,2.73,2.12,0.14,0.11,10.2,6.68,2621966672,77688185,186190630,0,3822716363,100215384
(주)이원,017940,2016/12,62700,8.79,6.88,0.38,0.3,7.06,5.53,0.13,0.11,15.83,4.35,2915593553,52856110,190740310,0,3447722831,64785815
(주)이원,017940,2017/12,56900,7.17,5.78,0.36,0.29,0,0,0.12,0.09,12.27,5.08,2835776429,63939714,193352582,0,3912359398,87006745
(주)이원,017940,2018/12,55800,8.08,5.96,0.4,0.29,2.72,2,0.12,0.09,33.47,4.89,2940930983,63905827,147254458,0,4152465961,7701627
(주)이원,017940,2019/12,48300,30.98,20.07,0.38,0.25,5.15,3.34,0.12,0.08,6.24,1.22,3076559763,16232362,155295871,0,4173961091,123955268
(주)이원,017940,2020/12,44650,4.34,1.87,0.26,0.11,2.06,0.88,0.1,0.04,8.03,5.91,3134541095,81042797,158708385,0,3563455850,70089265
(주)이월드,084680,2015/12,2645,0,0,2.93,0.9,177.04,54.28,15.26,4.68,56.06,-2.23,218042328,-2436193,4177069,0,24275543,514315
(주)이월드,084680,2016/12,2485,158.87,74.1,2.58,1.2,53.35,24.88,11.12,5.18,32.19,1.63,220225975,2076548,3956254,0,29681289,4279695
(주)이월드,084680,2017/12,1735,63.33,39.85,1.81,1.14,28.52,17.95,6.8,4.28,20.23,2.89,233119097,3758538,4253067,0,35025026,6686653
(주)이월드,084680,2018/12,2490,29.95,15.34,1.7,0.87,48.09,24.63,8.29,4.25,33.88,6.29,263577737,9294040,4471849,0,33574123,4576440
(주)이월드,084680,2019/12,5340,70.69,21.77,2.69,0.83,49.74,15.32,4.96,1.53,19.3,4.67,481844100,12866243,58847408,0,183199029,17433450
(주)이월드,084680,2020/12,3190,0,0,2.75,1.04,647.64,244.19,6.58,2.48,0,-4.11,447853890,-15416352,54439719,0,131483805,-14087152
(주)인디에프,014990,2015/12,2620,0,0,3.5,1.01,74.87,21.72,1.53,0.45,0,-7.51,166980838,-5873378,77726258,0,171489493,-5016725
(주)인디에프,014990,2016/12,1760,0,0,4.19,1.35,34.9,11.27,1.35,0.44,0,-13.58,159552229,-9568848,108702894,0,202902322,-7031098
(주)인디에프,014990,2017/12,1045,180.49,82.57,1.93,0.89,65.07,29.77,0.64,0.29,14.55,1.08,141965625,710163,103667030,0,201081235,1583591
(주)인디에프,014990,2018/12,2270,1074.41,312.02,3.28,0.95,65.11,18.91,1.09,0.32,27.68,0.3,137928785,200208,101679998,0,197600473,1989310
(주)인디에프,014990,2019/12,2370,0,0,4.16,1.87,25.42,11.43,1.27,0.57,22.63,-5.09,148997828,-3269905,104011613,0,202190428,-1610475
(주)인디에프,014990,2020/12,1495,0,0,3.88,1.32,0,0,1.02,0.35,0,-41.91,138342885,-21679625,89889975,0,152427064,-20011147
(주)인바이오젠,101140,2015/12,1570,0,0,6.99,2.53,0,0,6.15,2.23,0,-95.37,14558906,-5686229,4592614,0,8864991,-4947476
(주)인바이오젠,101140,2016/12,2050,0,0,14.6,4.93,243.42,82.2,7.27,2.45,0,-33.29,12375563,-2255875,3761067,0,11545263,-2131835
(주)인바이오젠,101140,2017/12,2660,0,0,7.96,3.34,0,0,12.74,5.34,0,-14.18,13389537,-1210953,2026362,0,7076786,-1531488
(주)인바이오젠,101140,2018/12,4900,85.67,31.4,6.1,2.24,0,0,18.84,6.91,120.52,9.6,24320788,1664029,-113931,0,7566169,921474
(주)인바이오젠,101140,2019/12,2985,15.04,6.02,3,1.2,0,0,20.15,8.07,0,29.38,90919390,13123922,3320948,0,9795203,-2249168
(주)인바이오젠,101140,2020/12,5240,0,0,5.2,1.39,0,0,39.36,10.5,0,-62.65,96881140,-45077565,6071584,0,10217712,-5259525
(주)인스코비,006490,2015/12,1575,0,0,6.27,3.12,0,0,15.82,7.87,0,-89.22,48152463,-22014186,7675442,321126,9610387,-4835950
(주)인스코비,006490,2016/12,1705,0,0,9.55,3.56,0,0,20.35,7.58,0,-22.11,45472564,-6909975,9702428,1167682,14610084,-4273507
(주)인스코비,006490,2017/12,2250,0,0,6.22,3.21,0,0,9.76,5.05,0,-9.36,42730798,-3259796,9596939,695039,20826968,-3651583
(주)인스코비,006490,2018/12,4970,0,0,50.86,6.47,0,0,48.23,6.14,135.84,-24.25,48729695,-7830805,12067780,1412445,29321226,2388094
(주)인스코비,006490,2019/12,3060,0,0,24.15,6.68,45.3,12.52,12.76,3.53,44.43,-88.08,41240510,-23784371,12304379,1158892,46086598,5427285
(주)인스코비,006490,2020/12,2110,44.61,23.71,8.81,4.68,0,0,12.19,6.48,0,24.15,64364740,7872051,16927667,758491,28795940,-1740362
(주)인팩,023810,2015/12,6380,14.46,8.44,1.18,0.69,6.8,3.97,0.62,0.36,11.06,7.8,127141955,6030979,17236502,1407761,141431267,1436601
(주)인팩,023810,2016/12,6690,11.33,6.87,1.05,0.64,5.32,3.23,0.55,0.34,8.27,8.9,137226153,7273851,18504602,753614,148817345,3688257
(주)인팩,023810,2017/12,4545,17.02,10.5,0.89,0.55,73.66,45.46,0.49,0.3,9.9,4.89,134467338,4188712,18239907,1450056,145511560,620794
(주)인팩,023810,2018/12,3115,28.71,16.96,0.64,0.38,5.47,3.23,0.4,0.23,23.88,2.05,129484915,1786818,15801396,1042066,129070997,-3884850
(주)인팩,023810,2019/12,3720,0,0,0.75,0.37,13.25,6.62,0.47,0.24,83.09,-0.84,141490704,-720928,16220003,1387390,124799323,-5674090
(주)인팩,023810,2020/12,6090,8.24,2.97,0.75,0.27,11.99,4.32,0.35,0.13,9.09,8.7,170653665,7594578,17556353,1302046,177827741,3275979
(주)일신석재,007110,2015/12,1290,0,0,2.58,1.39,0,0,3.32,1.79,0,-4.81,80302650,-2587787,7956408,0,39677898,-2463066
(주)일신석재,007110,2016/12,1385,0,0,3.91,1.72,0,0,4.54,2,0,-4.37,78264674,-2242721,6708894,0,42050477,-2605704
(주)일신석재,007110,2017/12,1235,739.99,520.06,2.54,1.79,0,0,2.37,1.67,63.96,0.33,77760845,169046,7019632,0,52702961,973720
(주)일신석재,007110,2018/12,2285,661.6,207.1,5.49,1.72,515.4,161.34,5.05,1.58,86.33,0.81,80179667,413277,8439941,0,54141724,1445901
(주)일신석재,007110,2019/12,2420,356.91,170.79,6.4,3.06,1534.22,734.16,4.87,2.33,68.09,1.77,87279199,909320,8376032,0,66657756,1753513
(주)일신석재,007110,2020/12,1885,349.06,134.86,4.41,1.7,20.7,8,3.77,1.46,53.41,1.22,94043686,634642,8060854,0,58742052,1641325
(주)잇츠한불,226320,2015/12,153000,16.74,13.62,4.69,3.82,20.22,16.45,4.53,3.68,10.85,42.17,388088957,83736160,78311242,0,309561740,111822536
(주)잇츠한불,226320,2016/12,43000,57.75,11.6,10.36,2.08,158.09,31.74,12.61,2.53,8.99,17.78,368866961,58386785,90606437,0,267458828,73435931
(주)잇츠한불,226320,2017/12,45400,40.23,17.96,2.59,1.16,47.33,21.13,7.07,3.16,40.69,7.05,523135383,27499575,57193175,2187797,156534277,19027244
(주)잇츠한불,226320,2018/12,26850,186.34,57.17,3.79,1.16,0,0,11.49,3.53,68.97,2,474332073,8802619,72906961,1021980,142741565,2736021
(주)잇츠한불,226320,2019/12,19300,0,0,1.8,0.81,0,0,7.46,3.35,0,-0.71,467064071,-3099622,54715032,3822696,102894957,-9614751
(주)잇츠한불,226320,2020/12,26050,0,0,2.12,0.4,0,0,15.29,2.91,0,-3.53,429330875,-14958329,35548794,3404642,56565413,-19929936
(주)제이에스코퍼레이션,194370,2015/12,,0,0,0,0,0,0,0,0,-0.88,28.01,146724528,22555634,20680663,1712415,229513223,23840946
(주)제이에스코퍼레이션,194370,2016/12,16500,61.55,21.47,3.73,1.3,795.17,277.36,3.28,1.14,13.05,7.16,183509962,9421703,15686268,2454067,176870431,14712327
(주)제이에스코퍼레이션,194370,2017/12,12800,71.71,40.13,1.85,1.03,79.46,44.47,1.29,0.72,7.17,2.52,179359166,4054304,16204601,2530772,224903296,20226498
(주)제이에스코퍼레이션,194370,2018/12,11000,33.58,20.74,1.45,0.89,17.54,10.83,1.16,0.72,7.94,4.17,180144246,6751957,14342228,1441969,195063489,16617445
(주)제이에스코퍼레이션,194370,2019/12,12550,22.75,11.35,1.64,0.82,11.93,5.95,1.09,0.54,7.23,7.12,185510490,11636778,14097533,1723979,242832234,18172450
(주)제이에스코퍼레이션,194370,2020/12,7520,0,0,1.18,0.45,77.6,29.68,1.08,0.41,22.11,-3.12,278894536,-4963086,12565522,3667981,161122598,6698524
(주)제일기획,030000,2015/12,20700,109.97,69.27,5.59,3.52,70.29,44.28,3.56,2.25,45.48,4.04,1113192389,26572381,231349818,0,819850042,31568494
(주)제일기획,030000,2016/12,15750,52.2,33.65,4.78,3.08,97.52,62.88,2.56,1.65,21.63,8.4,1172119597,50248917,221159436,0,1022947827,63987895
(주)제일기획,030000,2017/12,21200,28.62,20.17,4.54,3.2,58.5,41.24,2.4,1.69,33.81,13.99,1202886604,89246140,224459437,0,1062990039,56602611
(주)제일기획,030000,2018/12,22500,35.19,25.61,4.92,3.58,14.82,10.79,2.33,1.69,37.27,11.87,1220020596,79285573,245982013,0,1198292622,54947129
(주)제일기획,030000,2019/12,24050,32.31,22.91,5.89,4.17,32.1,22.76,2.99,2.12,37.42,15.63,1226491626,106467467,238989635,0,1150057693,63730801
(주)제일기획,030000,2020/12,20600,23.35,11.24,4.47,2.15,17.95,8.64,3.17,1.53,26.61,16.61,1252632182,118262134,226539765,0,870684464,77559956
(주)제주항공,089590,2015/12,40100,25.06,17.79,5.63,4,16.38,11.63,1.94,1.38,15.25,30.24,477740961,47157170,70580382,0,608058585,51409779
(주)제주항공,089590,2016/12,25100,20,12.11,4.31,2.61,9.12,5.52,1.42,0.86,7.05,21.12,600436987,53209034,86949988,0,747613396,58662131
(주)제주항공,089590,2017/12,35350,13.83,8.23,3.59,2.14,6.07,3.61,1.07,0.64,6.97,25.58,799844746,77134651,120439040,0,996302034,101550189
(주)제주항공,089590,2018/12,33550,19.42,10.31,4,2.12,9.61,5.1,1.09,0.58,5.66,19.81,1024453309,70577029,141872879,0,1256645052,102277551
(주)제주항공,089590,2019/12,26800,0,0,4.2,1.98,15.51,7.33,0.9,0.43,9.75,-10.28,1458265885,-36169737,166879555,0,1376135272,-34799483
(주)제주항공,089590,2020/12,18350,0,0,3.61,1.45,0,0,1.92,0.77,0,-111.83,1156766841,-302250002,102424669,0,374030898,-331308530
(주)조비,001550,2015/12,12650,51.85,27.66,2.47,1.31,0,0,1.3,0.69,21.15,4.94,86659967,1476633,11270057,8916,58827842,3647822
(주)조비,001550,2016/12,12500,98.04,55.05,2.29,1.28,10.59,5.95,1.45,0.81,31.59,2.53,88744853,873515,11638971,5770,59058576,2338790
(주)조비,001550,2017/12,11500,67.25,48.41,1.53,1.1,10.91,7.85,1.18,0.85,33.44,2.5,93468380,1052116,12052603,14075,59947613,1613973
(주)조비,001550,2018/12,23200,649.39,176.39,4.43,1.2,54.71,14.86,3.52,0.96,48.78,0.69,94027701,328220,13023284,16091,60513162,1894999
(주)조비,001550,2019/12,15300,0,0,3.79,1.58,0,0,2.55,1.06,45.37,-0.27,91685510,-127820,13820954,6898,70897367,967630
(주)조비,001550,2020/12,18900,51.67,11.75,3.04,0.69,18.96,4.31,2.11,0.48,21.9,6.06,87855328,3004723,14174055,5397,73654579,3815673
(주)조흥,002600,2015/12,164000,29.47,8.88,1.87,0.56,54.73,16.49,1.73,0.52,11.82,6.37,148992933,6637659,7053004,0,113154402,6581863
(주)조흥,002600,2016/12,183000,16.26,10.35,1.2,0.77,18.5,11.77,1.02,0.65,8.65,7.38,163459253,8119809,10935027,0,129692616,11526984
(주)조흥,002600,2017/12,288000,21.24,9.16,2.06,0.89,26.54,11.45,1.48,0.64,11.12,9.67,168471957,11298260,11634888,0,162127274,14075159
(주)조흥,002600,2018/12,182500,21.43,12.13,1.42,0.8,13.04,7.39,1.02,0.58,9.36,6.54,195310138,8035646,10773727,0,168071249,11369420
(주)조흥,002600,2019/12,149500,17.97,11.09,1.13,0.69,45.37,28,0.72,0.45,8.25,6.15,218025805,7845407,11613743,0,195062613,12349895
(주)조흥,002600,2020/12,175000,16.08,8.94,0.94,0.52,0,0,0.54,0.3,10.36,5.72,248313869,7516524,13633860,0,222604296,11787348
(주)종근당,185750,2015/12,96100,0,0,3.69,1.74,148.8,70.13,1.83,0.86,15.54,-2.1,576286704,-6772741,253476239,57754938,592493474,42705086
(주)종근당,185750,2016/12,104500,42.74,20.45,5.29,2.53,30.29,14.49,2.1,1.01,12.75,12.24,641698870,40946103,273637096,67181698,831985530,61249545
(주)종근당,185750,2017/12,138500,25.52,17.03,3.61,2.41,17.06,11.39,1.55,1.03,13.49,14.19,664781406,53637065,281453880,65025490,884277078,78116736
(주)종근당,185750,2018/12,102000,36.44,19.89,3.83,2.09,34.29,18.72,1.62,0.89,10.62,10.25,698149449,42568672,301884119,76546154,955704717,78005020
(주)종근당,185750,2019/12,97000,21.36,15.01,2.57,1.8,14.24,10.01,1.07,0.75,10.32,11.94,780736005,53881646,326533203,98093836,1078617770,77025459
(주)종근당,185750,2020/12,226500,35.23,7.48,6.02,1.28,29.19,6.19,2.4,0.51,16.66,17.36,923716370,88684543,363019050,146504569,1300544358,126607800
(주)종근당바이오,063160,2015/12,27600,33.52,14.15,1.78,0.75,15.55,6.56,2.09,0.88,7.52,5.34,170642857,6653133,12474062,4055980,106690658,8042193
(주)종근당바이오,063160,2016/12,23550,18.98,11,1.35,0.78,11.56,6.7,1.58,0.92,5.78,7.19,180911872,9434615,14771752,5619958,113013402,11615924
(주)종근당바이오,063160,2017/12,21350,15.88,12.82,0.92,0.74,6.23,5.03,1.08,0.87,5.63,5.78,179483384,8016299,15853273,6669750,118187072,9032703
(주)종근당바이오,063160,2018/12,20750,18.47,11.31,1.02,0.62,9.46,5.79,1.18,0.72,6.36,5.49,184519529,7956187,16410816,7880824,124510019,7008984
(주)종근당바이오,063160,2019/12,29500,14.29,8.48,1.16,0.69,10.39,6.17,1.32,0.78,7,8.25,233618184,12644997,20382211,10704204,137184189,15791857
(주)종근당바이오,063160,2020/12,79900,79.4,13.88,3.91,0.68,85.98,15.03,5.25,0.92,23.72,4.98,285665193,8221964,18127231,9058219,124318896,9607115
(주)종근당홀딩스,001630,2015/12,111000,11.91,4.18,2.65,0.93,73.35,25.72,46.49,16.3,43.77,28.27,271888580,55166703,4470340,0,14135762,9665422
(주)종근당홀딩스,001630,2016/12,68900,65.68,27.5,2.24,0.94,0,0,51.48,21.56,34.34,3.65,315022666,10360187,4853854,0,13217615,8363761
(주)종근당홀딩스,001630,2017/12,72500,69.56,46.76,1.3,0.87,77.08,51.81,33.19,22.31,45.67,1.88,335052535,6042850,5099030,0,12665823,7566793
(주)종근당홀딩스,001630,2018/12,62500,25.32,16.5,1.21,0.79,44.55,29.02,20.51,13.36,21.66,4.75,346490425,16004984,5561625,0,19756209,14194584
(주)종근당홀딩스,001630,2019/12,101000,67.86,28.63,2.03,0.86,77.8,32.82,41.1,17.34,49.76,2.93,376342710,10114111,6359027,0,16700767,10163776
(주)종근당홀딩스,001630,2020/12,127500,54.87,28.88,2.28,1.2,71.64,37.7,33.17,17.46,46.62,4.06,393472386,14243986,8534181,0,23561264,13907013
(주)주연테크,044380,2015/12,991,0,0,3.59,1.04,65.24,18.98,1.35,0.39,0,-23.57,28466994,-5291995,11734134,0,52011825,-5429193
(주)주연테크,044380,2016/12,1270,113.35,46.42,3.4,1.39,0,0,2.09,0.86,125.46,3.48,50050716,915353,8549311,56435,49666359,470268
(주)주연테크,044380,2017/12,525,0,0,2.13,0.67,0,0,1.85,0.58,0,-13.2,53180600,-5295843,10905373,141485,52069370,-4138416
(주)주연테크,044380,2018/12,401,0,0,1.84,0.77,0,0,2.02,0.85,0,-9.39,58467036,-4278005,4976060,153268,38573526,-1496056
(주)주연테크,044380,2019/12,796,0,0,2.62,0.89,0,0,2.12,0.72,0,-10.86,51214333,-4526090,4680446,176912,47365721,-2485581
(주)주연테크,044380,2020/12,1075,0,0,2.44,0.59,23.38,5.64,1.39,0.33,52.35,-8.55,56740751,-3279084,5100348,196513,62660877,507806
(주)지누스,013890,2015/12,,,,,,,,,,,,,,,,,
(주)지누스,013890,2016/12,,,,,,,,,,,,,,,,,
(주)지누스,013890,2017/12,,0,0,0,0,0,0,0,0,0.25,25.43,203446956,25883878,16459474,1031317,299097493,41441833
(주)지누스,013890,2018/12,,0,0,0,0,0,0,0,0,1.07,11.4,320613133,12445916,19600623,813023,188105041,18525616
(주)지누스,013890,2019/12,92800,28.41,21.95,4.41,3.41,0,0,4.78,3.69,22.28,20.96,468555415,41411226,24972915,905377,246121950,57581429
(주)지누스,013890,2020/12,103000,19.77,6.7,4.67,1.58,99.95,33.89,8.13,2.76,21.76,26.11,553225336,83801685,29100726,1022658,203704518,66060710
(주)지에스,078930,2015/12,50700,53.11,36.93,1.1,0.76,45.8,31.84,28.44,19.77,39.5,2,5856373000,95395000,33744000,0,178162000,144418000
(주)지에스,078930,2016/12,54100,25.74,19.6,1.21,0.92,18.98,14.46,15.18,11.56,17.69,4.6,5850836000,220761000,38410000,0,374216000,335806000
(주)지에스,078930,2017/12,62200,19.46,12.66,1.5,0.98,17.38,11.31,14.91,9.7,15.13,7.62,6201620000,377728000,42867000,0,493029000,450162000
(주)지에스,078930,2018/12,51600,16.05,10.6,1.32,0.87,15.56,10.27,13.38,8.83,11.83,8.12,6236061000,421745000,36628000,0,506038000,469410000
(주)지에스,078930,2019/12,51600,18.84,15.39,1,0.82,19.09,15.59,14.31,11.69,17.59,5.17,6172968000,277528000,56304000,0,365336000,309032000
(주)지에스,078930,2020/12,37550,0,0,0.97,0.57,22.86,13.48,15.89,9.37,16.99,-1.01,5956881000,-53296000,64986000,0,306286000,241300000
(주)지에스글로벌,001250,2015/12,5490,0,0,1.07,0.62,0,0,0.11,0.06,13.89,-26.97,743616327,-63648743,47928008,0,1926449911,28747686
(주)지에스글로벌,001250,2016/12,3095,76.94,25.97,1,0.34,26.43,8.92,0.17,0.06,16.01,1.65,1023567791,4644272,49966543,0,2135564329,33184884
(주)지에스글로벌,001250,2017/12,2795,38.34,26.97,0.87,0.62,6.44,4.53,0.11,0.08,21.01,2.26,1112934373,8202101,64194359,0,2919489224,28031260
(주)지에스글로벌,001250,2018/12,2465,29.6,13.03,1.08,0.48,0,0,0.11,0.05,12.34,3.65,1037376749,13524382,58820281,0,3563767752,40003703
(주)지에스글로벌,001250,2019/12,2220,0,0,0.72,0.5,8.31,5.75,0.07,0.05,9.26,-7.32,889870020,-26385713,61407491,0,3306497673,45275488
(주)지에스글로벌,001250,2020/12,1940,0,0,0.7,0.3,1.77,0.75,0.08,0.04,7.15,-20.84,668712730,-64727575,59830412,0,2323734433,43716503
(주)지에스리테일,007070,2015/12,53800,33.17,11.51,3.41,1.18,12.18,4.23,0.87,0.3,12.41,9.29,3590748817,161577082,984906480,0,6189347698,215745795
(주)지에스리테일,007070,2016/12,47600,18.22,12.1,2.94,1.95,14.87,9.87,0.72,0.48,9.95,14.95,3486438265,282290101,1126125679,0,7186237962,208207527
(주)지에스리테일,007070,2017/12,40300,30.79,17.49,2.41,1.37,12.07,6.86,0.56,0.32,9.55,7.18,3882471359,144814544,1317861144,0,7946892573,154734673
(주)지에스리테일,007070,2018/12,40500,30.64,19.72,1.83,1.18,14.79,9.52,0.42,0.27,9.68,5.47,3911090432,113597721,1604880519,0,8354476258,139172633
(주)지에스리테일,007070,2019/12,39250,28.7,22.64,1.64,1.29,4.75,3.75,0.38,0.3,7.14,5.34,5581930140,114283684,1648362676,0,8621105977,180325417
(주)지에스리테일,007070,2020/12,34450,18.9,10.57,1.61,0.9,4.71,2.63,0.4,0.23,5.93,8.16,5609125811,182909672,1541448198,0,8569243340,259756725
(주)지투알,035000,2015/12,8800,65.9,36.77,2.23,1.25,0,0,9.34,5.21,38.74,3.2,99879541,2991641,14286229,0,21115191,2513443
(주)지투알,035000,2016/12,8170,726.37,561.49,1.95,1.51,53.26,41.17,7.02,5.43,44.25,0.24,96852015,223067,14003967,4000,23083693,1797973
(주)지투알,035000,2017/12,10300,19.76,13.15,2.17,1.45,13.98,9.31,6.69,4.46,16.16,10.5,103271138,9811131,14483159,0,28958174,9334286
(주)지투알,035000,2018/12,7530,314.54,198.15,1.99,1.25,46.42,29.24,9.96,6.27,54.81,0.58,98158988,545154,14600150,0,17217911,1163929
(주)지투알,035000,2019/12,6550,0,0,1.86,1.37,12.99,9.62,5.39,3.99,8.48,-3.6,106847186,-3211764,15837275,45000,26765282,10672022
(주)지투알,035000,2020/12,5700,61.01,24.86,1.69,0.69,0,0,3.79,1.54,4.94,2.36,97783269,1982483,14149540,94750,31903193,17749457
(주)진도,088790,2015/12,5000,26.73,11.36,1,0.43,6.37,2.71,0.72,0.31,16.33,3.95,151536706,3300999,45693449,0,121850734,5193282
(주)진도,088790,2016/12,5460,11.99,6.32,1.05,0.55,8.82,4.65,0.79,0.42,8.32,8.74,148839254,8120194,43759866,0,123053044,10745239
(주)진도,088790,2017/12,5350,8.25,6.28,0.8,0.61,0,0,0.62,0.47,8.13,9.73,157997847,9642813,46522722,0,128185894,11601630
(주)진도,088790,2018/12,4875,14.51,9.86,0.79,0.54,40.59,27.58,0.68,0.46,11.91,5.42,160381849,5625349,45841060,0,120062514,7342620
