회사명,거래소코드,회계년도,유동자산(*)(IFRS연결)(천원),자산(*)(IFRS연결)(천원),자본(*)(IFRS연결)(천원),매출액(수익)(*)(IFRS연결)(천원),부채(*)(IFRS연결)(천원),당기순이익(손실)(IFRS연결)(천원),유동부채(*)(IFRS연결)(천원),매출원가(*)(IFRS연결)(천원),재고자산(*)(IFRS연결)(천원),선급금(IFRS연결)(천원)
(주)현대바이오랜드,052260,2019/06,73744503,205388855,151603279,57129274,53785576,6463973,31925158,36563856,35739297,1218959
(주)현대바이오랜드,052260,2020/06,70033519,208879730,154128700,46598247,54751030,2959329,26521777,29888685,43400122,548387
(주)현대바이오랜드,052260,2021/06,60692648,190241590,143053590,53812954,47188000,6523626,39378750,33001045,27084959,1051879
(주)현대바이오랜드,052260,2022/06,67394428,174926860,131925549,55328390,43001311,7905686,42107993,35158130,30185945,1469390
(주)현대에버다임,041440,2018/06,216310514,298343857,189424617,153951010,108919240,8190614,99431313,128669560,137135814,2068622
(주)현대에버다임,041440,2019/06,203103508,291192208,192048721,124928528,99143487,2341806,87931984,107758704,118384112,848593
(주)현대에버다임,041440,2020/06,201501751,289969074,193572998,127439439,96396076,4548692,82577783,109164782,123067943,2188370
(주)현대에버다임,041440,2021/06,199155151,281634430,187381747,160334564,94252683,3914748,88473101,142536739,116202145,3652639
(주)현대에버다임,041440,2022/06,222322612,287500504,172399265,178703975,115101239,7363773,110982089,154421558,142137486,2970847
(주)홈센타홀딩스,060560,2018/06,73359765,349141689,161485566,114408741,187656123,-3770843,137143802,104977121,5769405,318338
(주)홈센타홀딩스,060560,2019/06,59297368,331200113,141309900,116730968,189890212,-1890995,132060223,106233179,6897716,3517708
(주)홈센타홀딩스,060560,2020/06,76553489,349718775,143243138,127563503,206475637,950033,152730271,113982010,4745746,3148702
(주)홈센타홀딩스,060560,2021/06,110643702,387254482,189450533,144457461,197803948,2755164,115021699,129695805,18765092,4417062
(주)홈센타홀딩스,060560,2022/06,119381228,396879470,197624118,196106653,199255353,7247954,125953920,175206032,17727196,3035192
