회사명,거래소코드,회계년도,매출액증가율(IFRS연결),총자본증가율(IFRS연결),자기자본증가율(IFRS연결),순이익증가율(IFRS연결),유형자산증가율(IFRS연결),비유동자산증가율(IFRS연결),유동자산증가율(IFRS연결),재고자산증가율(IFRS연결),유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),순운전자본비율(IFRS연결),부채비율(IFRS연결),자기자본배율(IFRS연결),비유동비율(IFRS연결),유동자산구성비율(IFRS연결),자기자본구성비율(IFRS연결),매출액총이익률(IFRS연결),매출액순이익률(IFRS연결),총자본사업이익률(IFRS연결),총자본순이익률(IFRS연결),자기자본순이익률(IFRS연결),1주당순이익(IFRS연결)(원),1주당매출액(IFRS연결)(원),총자본회전률(IFRS연결),자기자본회전률(IFRS연결),비유동자산회전률(IFRS연결),재고자산회전률(IFRS연결),매출채권회전률(IFRS연결),매입채무회전률(IFRS연결),매입채무회전기간(IFRS연결),재고자산회전기간(IFRS연결),매출채권회전기간(IFRS연결),1회전기간(IFRS연결),운전자본회전률(IFRS연결),순운전자본회전률(IFRS연결),유형자산회전율(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),부가가치(IFRS연결)(백만원),총자본투자효율(IFRS연결),설비투자효율(IFRS연결),기계투자효율(IFRS연결),부가가치율(IFRS연결),노동소득분배율(IFRS연결),자본분배율(IFRS연결),이윤분배율(IFRS연결),상장폐지일,소속코드,상장일
(주)대유에이피,290120,2021/12,4.14,26.17,30.89,44.05,27.34,-7.84,58.58,39.53,110.26,87.65,31.55,5.99,232.47,1144.54,118.49,64.36,30.08,16.57,4.61,6.84,4.22,14.39,743,15654.12,0.92,3.09,2.21,7.24,7.02,6.24,58.52,50.42,51.99,0.02,0.12,0.78,4.21,1.56,1.99,38610.4,17.69,129.89,515.43,21.58,51.3,48.7,21.36,,5,2018/12/07
(주)대유에이피,290120,2022/12,26.26,6.75,34.29,187.1,-26.86,35.66,-9.26,15.12,126.76,93.78,41.35,11.55,163.47,1489.44,119.33,54.71,37.96,20.9,10.56,10.71,10.58,31.1,2066,19402.63,1,2.93,2.47,7.29,9.06,7.86,46.44,50.04,40.31,0.02,0.12,0.91,5.48,1.69,2.19,64106.34,27.52,202.61,1052.22,28.37,36.73,63.27,37.22,,5,2018/12/07
(주)대창솔루션,096350,2018/12,20.79,10.17,-10.21,0,-2.98,-3.47,74.69,1.84,66.64,43.73,5.95,-13.85,199.67,465.04,216.78,27.66,33.37,-1.26,-21.5,-5.4,-7.7,-20.85,-116,2575.99,0.36,0.97,0.46,3.62,5.38,6.78,53.84,100.72,67.81,0.01,0.45,0.54,0.5,1.57,2.77,5885.77,3.89,5.76,45.63,11.39,158.86,-58.86,-188.77,,5,2007/12/17
(주)대창솔루션,096350,2019/12,26.18,3.46,31.13,0,-3.94,-3.64,22.04,37.75,69.85,42.74,7,-14.09,136.62,412.25,159.42,32.63,42.26,11.88,-7.43,0.92,-3.15,-8.25,-39,601.1,0.42,1.12,0.61,3.81,4.36,6.66,54.79,95.75,83.66,0.01,0.66,0.57,0.65,1.4,2.22,13682.76,8.74,13.89,128.79,20.99,77.83,22.17,-35.4,,5,2007/12/17
(주)대창솔루션,096350,2020/12,-27.08,-20.37,-35.3,0,-11.11,-12.5,-36.63,-29.76,50.75,28.92,0.94,-25.2,191.35,261.29,215.7,25.97,34.32,-9.93,-56.11,-7.8,-18.97,-48.93,-170,293.84,0.34,0.87,0.48,2.82,3.76,5.9,61.82,129.51,97.13,0.01,1.49,0.43,0.51,1.14,1.91,-6563.19,-5.27,-7.49,-264.33,-13.81,0,0,0,,5,2007/12/17
(주)대창솔루션,096350,2021/12,3.57,-4.08,-21.75,0,1.32,2.95,-24.13,-33.55,38.69,24.11,8.55,-32.55,224.43,204.46,257.8,20.54,30.82,-2.49,-30.46,-6.58,-12.28,-34.88,-84,300.65,0.4,1.24,0.53,4.25,7,7.62,47.88,85.89,52.16,0.01,0.28,0.53,0.56,1.73,2.92,-1272.4,-1.06,-1.43,-550.79,-2.58,0,0,0,,5,2007/12/17
(주)대창솔루션,096350,2022/12,7.15,3.86,-21.26,0,-1,-3.76,33.36,35.1,40.51,25.05,1.74,-38.72,329.07,160.99,315.92,26.37,23.31,4.26,-14.84,-3.76,-6.42,-23.35,-44,322.15,0.43,1.6,0.57,4.85,5.4,6.48,56.36,75.23,67.55,0.01,0.26,0.52,0.6,1.84,2.97,5786.16,4.66,6.58,3268.24,10.97,167.52,-67.52,-135.27,,5,2007/12/17
(주)대창스틸,140520,2018/12,-28.19,-16.51,-13.5,-757.37,-27.47,-18.42,-14.2,-43.6,83.16,58.47,0.91,-9.41,153.56,961.72,135.72,46.47,39.44,5.27,-8.57,1.04,-6.95,-11.14,-662,11419.81,0.81,1.98,1.49,4.65,3.86,8.59,42.49,78.42,94.61,0.01,0,0.86,2.14,1.77,2.86,14757.71,5.75,16.46,148.09,6.46,52.76,47.24,-132.64,,5,2014/12/05
(주)대창스틸,140520,2019/12,-13.47,-9.49,-2.58,0,-35.02,8.6,-30.33,-9.43,68.35,41.97,3.81,-16.56,133.57,936.92,150.01,35.77,42.81,6.32,0.01,1.81,0.01,-0.74,-35,9881.81,0.81,1.97,1.38,5.86,4.39,11.38,32.08,62.28,83.07,0.01,0,0.85,2.67,1.95,2.93,8538.06,3.68,14.65,105.93,4.32,74.95,25.05,0.33,,5,2014/12/05
(주)대창스틸,140520,2020/12,-13.31,-2.92,-9.23,0,-17.44,3.53,-14.52,-16.46,54.81,34.14,6.21,-25.97,148.93,850.44,170.51,31.5,40.17,6.35,-3.82,-0.63,-2.86,-7.1,-317,8566.62,0.75,1.8,1.13,5.83,4.75,10.76,33.92,62.66,76.86,0.01,0,0.85,3.22,2.22,3.6,3125.77,1.39,6.5,45.45,1.82,180.75,-80.75,-209.42,,5,2014/12/05
(주)대창스틸,140520,2021/12,72.88,17.67,18.65,0,1.77,-41.8,146.99,62.8,114.25,85.84,4.11,8.25,146.15,956.03,83.39,66.12,40.63,6.91,5.2,4.42,6.28,15.14,678,14031.92,1.21,2.99,2.43,8.42,6.21,12.16,30.02,43.35,58.75,0.01,0.4,1.12,6.1,2.41,3.37,27482.69,10.36,56.13,461.45,9.28,24.14,75.86,56.07,,5,2014/12/05
(주)대창스틸,140520,2022/12,34.54,-9.52,52.05,295.9,-3.52,-26.56,-0.79,67.68,270.48,156.83,20.68,45.7,43.76,1453.63,39.53,72.5,69.56,4.53,15.65,2.36,24.7,43.83,2641,18878.76,1.58,2.9,5.12,6.83,5.53,11.92,30.63,53.43,66.01,0.01,2.26,1.41,8.29,2.28,3.43,84004.27,35.01,177.84,1232.9,21.08,9.21,90.79,74.26,,5,2014/12/05
(주)대한과학,131220,2018/12,13.76,5.8,6.84,75.43,3.89,2.33,7.84,0.62,334.83,149.05,37.93,45.01,32.7,688.08,47.53,64.18,75.36,26.76,5.35,6.89,6.63,7.19,242,6312.38,1.24,1.7,3.4,3.4,8.87,9.71,37.6,107.5,41.17,0.01,0.39,1.46,3.83,1.95,4.58,12608.41,32.3,105.86,1431.98,26.79,60.5,39.5,19.96,,5,2011/10/11
(주)대한과학,131220,2019/12,17.23,13.86,10.12,-31.29,15.73,17.67,11.73,10.42,323.57,146.13,39.43,43.52,35.51,757.69,50.16,62.98,73.8,25.37,3.53,5.42,4.67,4.55,165,7400.28,1.32,1.77,3.63,3.77,11.21,10.78,33.85,96.77,32.56,0.01,0.24,1.59,4.08,2.08,4.64,13384.19,30.12,93.02,1934.58,24.26,65.08,34.92,14.57,,5,2011/10/11
(주)대한과학,131220,2020/12,11.5,1.17,3.47,39.35,-1.92,-2.38,3.25,-2.3,296.96,142.87,50.98,42.64,29.87,783.96,46.39,64.28,77,25.13,4.47,8.22,6.16,5.95,229,8251.16,1.38,1.82,3.78,4.05,12.32,12.63,28.91,90.04,29.63,0.01,0.27,1.63,4.29,2.16,4.63,14529.55,32.32,105.89,2276.76,23.62,63.32,36.68,18.94,,5,2011/10/11
(주)대한과학,131220,2021/12,0,0,0,0,0,0,0,0,272.27,127.35,42.42,41.81,41.11,875.32,47.87,66.08,70.87,27.83,7.57,10.8,9.13,11.55,524,8891.4,1.21,1.7,3.56,3.43,11.03,10.15,35.94,106.37,33.11,0.01,0.23,1.34,4.03,1.83,3.91,17832.69,32.47,132.88,2947.88,26.9,54.84,45.16,28.12,,5,2011/10/11
(주)대한과학,131220,2022/12,9.05,8.25,11.67,24.81,12.14,9.98,7.37,11.09,326.81,146.83,42.39,45.48,33.82,977.45,46.12,65.54,74.73,29.83,8.64,12.84,10.92,13.62,657,9696.13,1.26,1.73,3.7,3.55,12.21,12.73,28.68,102.95,29.88,0.01,0.33,1.44,4.14,1.92,4.19,20511.53,34.5,112.36,3929.27,28.38,53.14,46.86,30.43,,5,2011/10/11
(주)대호특수강,021040,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1996/08/27
(주)대호특수강,021040,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1996/08/27
(주)대호특수강,021040,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1996/08/27
(주)대호특수강,021040,2021/12,0,0,0,0,0,0,0,0,113.9,66.14,5.05,7.32,292.28,131.53,156.87,60.01,25.49,10.38,3.59,3.55,3.47,13.93,0,2664.6,0.97,3.8,2.42,3.85,3.11,4.46,81.76,94.92,117.38,0.01,0.4,0.86,2.87,1.61,2.78,37418.33,17.06,51.33,220.81,17.63,60.04,39.96,20.36,,5,1996/08/27
(주)대호특수강,021040,2022/12,44.59,-0.61,-9.7,0,-3.2,-5.88,2.91,-10.06,109.02,69.07,7.26,5.14,313.24,118.77,156.48,62.13,24.2,4.93,-1.37,0.43,-1.93,-9.46,-632,3852.86,1.4,5.65,3.61,5.85,4.58,7.31,49.93,62.34,79.76,0.01,0.32,1.21,4.21,2.3,3.78,35866.26,16.46,51.08,239.33,11.69,72.41,27.59,-11.76,,5,1996/08/27
(주)더 미동,161570,2018/12,-30.38,-27.82,-27.67,0,52.24,-40.46,-24.14,54.29,1505.73,1479.98,723.41,75.99,5.71,465.94,19.67,81.39,94.59,5.64,-63.97,-4.94,-30.95,-32.76,-922,1421.35,0.48,0.51,2.31,50.3,7.04,19.5,18.72,7.26,51.83,0.02,0.03,0.57,159.54,0.61,0.62,-11342.99,-33.39,-7647.49,-205451.78,-57.86,0,0,0,,5,2013/11/13
(주)더 미동,161570,2019/12,26.94,3.37,-10.5,0,4369,190.17,-39.33,260.37,251.82,226.23,121.3,28.8,23.41,417.01,64.46,47.76,81.03,5.11,-13.41,-7.71,-9.66,-10.73,-240,1804.2,0.72,0.82,2.02,22.86,7.73,19.76,18.47,15.97,47.21,0.02,0.09,0.94,7.34,1.12,1.18,-1501.67,-4.28,-578.81,-5855.62,-6.03,0,0,0,,5,2013/11/13
(주)더 미동,161570,2020/12,8.48,-37.12,-37.84,0,19.62,-51.42,-21.49,-18.86,313.38,280.47,125.92,40.61,23.51,259.22,49.84,59.64,80.97,5.94,-25.62,-14.86,-24.19,-29.66,-509,1957.26,0.94,1.17,1.98,17.49,12.21,13.68,26.69,20.87,29.89,0.04,0.06,1.32,3.71,1.8,2.01,-4534.81,-20.54,-2944.79,-2099448.32,-16.8,0,0,0,,5,2013/11/13
(주)더 미동,161570,2021/12,-61.01,54.33,2.72,0,190.27,165.73,-21.05,-44.15,66.17,61.26,37.58,-15.6,85.55,235.67,128.94,30.51,53.89,9.81,-41.54,-9.97,-15.57,-24.13,-285,677.28,0.37,0.58,0.65,9.77,23.3,7.8,46.8,37.37,15.66,0.16,0.04,0.48,0.68,0.89,0.98,-1561.78,-4.58,-1108.65,-52059496,-14.84,0,0,0,,5,2013/11/13
(주)더 미동,161570,2022/12,-28.35,-9.3,-28.13,0,0.01,6.94,-46.27,1.37,47.96,41.23,22.44,-19.61,60.48,169.38,131.48,18.07,62.31,4.73,-69.42,-6.34,-16.11,-33.21,-341,483.89,0.23,0.4,0.31,9.7,13.77,11.2,32.59,37.64,26.51,0.03,0.08,0.35,0.33,0.94,1.05,-1887.97,-6.11,-1481.52,-62932463,-25.04,0,0,0,,5,2013/11/13
(주)더네이쳐홀딩스,298540,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2020/07/27
(주)더네이쳐홀딩스,298540,2019/12,0,0,0,0,0,0,0,0,218.96,117.7,64.21,45.08,77.01,2439.98,30.12,82.98,56.49,65.06,6.86,29.87,12.09,21.41,3167,38066.96,1.76,3.12,10.36,4.59,10.18,12.55,29.08,79.48,35.85,0.01,0.45,1.46,16.84,2.12,3.95,39619.61,29.67,298.3,790.41,16.83,16.36,83.64,40.74,,5,2020/07/27
(주)더네이쳐홀딩스,298540,2020/12,23.6,93.54,118.3,150.16,448.39,277.15,55.89,18,297.04,193.05,146.53,44.34,56.97,4528.24,52.06,66.84,63.71,68.06,13.88,28.23,20.61,33.66,6069,47050.43,1.48,2.42,5.36,5.21,12.22,21.92,16.65,70.1,29.87,0.01,0,1.48,6.42,2.05,3.39,82662.35,31.98,119.43,991.5,28.42,15.47,84.53,48.86,,5,2020/07/27
(주)더네이쳐홀딩스,298540,2021/12,27.31,46.27,33.67,44.34,111.07,107.98,15.65,36.25,172.11,101.13,49.81,22.14,71.77,3026.4,81,52.85,58.22,69.31,15.74,21.75,18.32,30.31,4009,25461.13,1.16,1.93,2.81,5.18,13.17,25.73,14.19,70.41,27.72,0.01,0,1.35,3.11,1.99,3.22,116106.92,30.71,90.44,667.29,31.35,19.04,80.96,50.22,,5,2020/07/27
(주)더네이쳐홀딩스,298540,2022/12,34.44,50.02,30.35,17.66,17.72,79.72,23.51,66.46,110.49,49.08,12.83,4.13,77.51,3945.04,100.27,43.51,56.34,67.96,13.92,19.35,14.66,27.07,4717,34229.24,1.05,1.85,2,4.54,11.67,21.79,16.75,80.48,31.28,0.01,0,1.27,2.83,2.23,4.39,146698.07,25.87,83.02,791.08,29.47,18.67,81.33,47.23,,5,2020/07/27
(주)더블유에스아이,299170,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2018/09/21
(주)더블유에스아이,299170,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2018/09/21
(주)더블유에스아이,299170,2020/12,0,0,0,0,0,0,0,0,956.57,831.07,166.62,84.54,15.8,851.15,6.47,94.41,86.36,34.56,-6.22,19.57,-5.69,-6.59,-67,902.46,0.92,1.06,16.39,7.39,2.63,27.23,13.4,49.38,138.62,0.01,0,0.88,50.97,0.97,1.12,1925.04,6.68,371.89,1776.13,7.3,107.27,-7.27,-85.2,,5,2018/09/21
(주)더블유에스아이,299170,2021/12,5.27,81.79,33.35,0,540.94,195.66,75.05,6.03,264.6,243.57,138.39,56.55,57.17,1105.16,14.28,90.91,63.62,36.66,25.81,15.21,17.66,24.71,245,949.98,0.68,0.95,8.72,7.55,2.8,29.79,12.25,48.32,130.52,0.01,0,0.58,14.48,0.74,0.82,12578.41,24.01,379.13,3706.79,45.29,18.89,81.11,57,,5,2018/09/21
(주)더블유에스아이,299170,2022/12,-2.33,9.69,13.91,-39.12,350.62,244.02,-13.73,7.71,234.73,211.44,77.2,41.04,50.89,1258.86,43.01,71.5,66.27,36.64,15.9,7.76,7.85,12.31,145,903.45,0.49,0.76,2.57,6.9,2.95,38.18,9.56,52.89,123.63,0.01,0,0.44,2.97,0.61,0.67,9660.78,16.81,282.61,2182.94,35.61,40.51,59.49,44.65,,5,2018/09/21
(주)더코디,224060,2018/12,-50.23,54.08,1.86,0,88.21,59.16,48.08,-53.25,110.6,104.93,50.58,4.23,66.48,397.65,93.07,44.1,60.07,-2.56,-33.2,-13.47,-15.69,-21.71,-89,266.68,0.47,0.66,0.86,10.98,4.84,21.81,16.73,33.25,75.37,0.01,0,0.65,6.08,1.05,1.17,-2704.98,-2.88,-34.5,-559.65,-7.39,0,0,0,,5,2015/12/29
(주)더코디,224060,2019/12,-67.78,24.62,16.37,0,-27.54,79.2,-44.57,144.49,53.18,41.15,16.66,-17.27,78.37,448.26,143.39,19.61,56.06,15.93,51.42,-3.64,5.75,9.95,41,81.21,0.11,0.19,0.16,3.22,2.6,4.7,77.69,113.27,140.21,0.01,0.89,0.16,1.74,0.37,0.41,12952.96,11.07,227.59,3327.05,109.91,40.36,59.64,46.79,,5,2015/12/29
(주)더코디,224060,2020/12,137.91,6.84,22.02,0,25.56,-35.23,179.23,797.07,135.37,37.01,15.25,13.39,64.96,303.65,80.4,51.26,60.62,1.94,-58.94,-7,-13.65,-17.72,-66,137.07,0.23,0.4,0.36,1.08,7.82,6.15,59.34,336.91,46.65,0,0.36,0.32,4.37,0.64,1.59,-6361.58,-5.09,-132.9,-2276.99,-22.69,0,0,0,,5,2015/12/29
(주)더코디,224060,2021/12,61.78,-2.03,-30.32,0,-6.83,-40.72,34.75,5.19,134.14,58.05,7.75,17.94,118.42,203.44,64.42,70.51,45.78,0.02,-49.79,-4.94,-18.25,-39.98,-101,165.69,0.37,0.69,0.93,0.95,12.92,8.55,42.67,384.46,28.25,0,0.19,0.35,6.57,0.6,1.65,-7858.75,-6.42,-123.74,-360.61,-17.33,0,0,0,,5,2015/12/29
(주)더코디,224060,2022/12,-55.66,-23.56,-15.66,0,-42.57,-72.83,-2.94,0.61,352.36,145.18,60.7,64.11,146.62,2921.84,25.85,89.52,40.55,-0.63,-116.83,-7.84,-21.74,-27.48,-4853,68.1,0.19,0.43,0.88,0.41,6,6.99,52.19,891.75,60.85,0,0,0.16,3.84,0.24,0.56,-13194.2,-14.09,-345.08,-1872.8,-65.6,0,0,0,,5,2015/12/29
(주)덕산테코피아,317330,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2019/08/02
(주)덕산테코피아,317330,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2019/08/02
(주)덕산테코피아,317330,2020/12,0,0,0,0,0,0,0,0,674.49,509.85,65.96,32.11,7.87,1711.21,67.2,37.7,92.71,37.59,16.12,8.87,7.41,8.11,695,4264.97,0.46,0.5,0.74,5,9.36,34.6,10.55,73.05,39,0.01,0,1.06,0.95,1.22,1.61,34184.02,20.06,45.82,99.36,43.61,38.11,61.89,36.96,,5,2019/08/02
(주)덕산테코피아,317330,2021/12,43.38,43.35,9.59,39.86,39.03,32.1,61.94,68.6,591.44,441.12,246.27,35.39,41.25,1875.34,81.09,42.59,70.8,35.62,15.46,11.01,8.38,10.82,977,6115.28,0.54,0.68,0.91,5.33,12.98,51.34,7.11,68.42,28.11,0.01,0,1.15,1.14,1.34,1.78,46090.79,18.86,62.56,148.88,41.01,38.6,61.4,37.71,,5,2019/08/02
(주)덕산테코피아,317330,2022/12,-1.23,22.18,9.33,-9.9,65.65,61.89,-31.35,0.49,415.33,260.8,161.42,18.17,46.85,2050.22,111.71,23.93,68.1,31.55,13.56,3.63,5.54,8.91,885,6040.3,0.41,0.59,0.6,4.19,11.21,59.64,6.12,87.18,32.56,0.01,0,1.06,0.73,1.27,1.81,47690.76,15.98,39.42,82.57,42.96,48.38,51.62,31.56,,5,2019/08/02
(주)덕신하우징,090410,2018/12,7.53,10.46,15.65,-1.67,-2.16,3.05,18.27,0.93,178.77,132.71,26.01,22.96,63.37,1799.54,78.24,52.11,61.21,16.75,6.33,9.71,7.64,12.75,223,3379.02,1.21,2.01,2.44,8.6,4.61,27.31,13.36,42.44,79.12,0.01,0,1.43,2.88,2.39,3.31,28886.92,24.53,68.06,332.15,21.34,53.49,46.51,29.66,,5,2014/08/01
(주)덕신하우징,090410,2019/12,10.08,-0.2,0.79,-82.66,19.67,19.5,-18.3,15.9,128.84,81.75,18.64,9.55,61.76,1813.77,92.75,42.66,61.82,12.37,1,2.49,1.26,2.05,39,3719.59,1.27,2.06,2.41,8.73,6.03,21.14,17.27,41.82,60.55,0.01,0,1.61,2.92,2.67,3.85,22843.36,19.44,53.38,299.75,15.33,75.73,24.27,6.51,,5,2014/08/01
(주)덕신하우징,090410,2020/12,-17.33,5.84,-1.13,0,4.01,2.69,10.07,-48.75,153.07,127.02,26.16,15.38,73.17,1558.78,96.34,44.37,57.75,3.82,-6.4,-6.69,-6.52,-10.92,-188,2810.77,1.02,1.71,1.8,8.89,5.51,16.62,21.96,41.07,66.21,0.01,0,1.37,2.17,2.34,3.17,9575.18,7.7,16.59,124.88,7.77,132.66,-32.66,-82.38,,5,2014/08/01
(주)덕신하우징,090410,2021/12,24.11,21.63,12.83,0,-4.37,-3.45,53.08,257.3,140.95,84.96,8.15,16.22,86.68,1758.79,82.44,55.84,53.57,9.76,2.3,3.31,2.55,4.61,78,3317.5,1.11,2,2.25,7.12,5.6,18.56,19.66,51.27,65.2,0.01,0,1.3,2.7,2.19,3.16,19371.59,12.8,35.24,338.01,12.67,59.51,40.49,18.18,,5,2014/08/01
(주)덕신하우징,090410,2022/12,31.87,-8.06,12.11,188.42,-0.05,-0.87,-13.75,-44.85,175.98,131.29,29.14,22.62,53.1,1971.74,72.9,52.38,65.32,16.54,5.04,14.13,6.99,11.81,220,4374.79,1.39,2.35,3.03,7.74,5.87,33.67,10.84,47.13,62.17,0.01,0,1.56,3.65,2.56,3.83,30068.94,21.61,57.94,700.49,14.91,45.79,54.21,33.77,,5,2014/08/01
(주)데이타솔루션,263800,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2017/08/03
(주)데이타솔루션,263800,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2017/08/03
(주)데이타솔루션,263800,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2017/08/03
(주)데이타솔루션,263800,2021/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2017/08/03
(주)데이타솔루션,263800,2022/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2017/08/03
(주)데코앤이,017680,2018/12,10.19,18.73,4.16,0,-2.51,-18.19,48.74,-6.48,130.31,93.29,12.6,16.07,121.53,51.48,68.44,69.1,45.14,47.08,-20.49,-9.99,-17.26,-35.94,-107,523.57,0.84,1.75,2.26,3.82,10.07,13.37,27.3,95.57,36.26,0.01,1.94,0.75,32.65,1.34,2.07,6663.78,10.02,426.95,1840.14,12.91,115.78,-15.78,-158.73,2019/11/20,4,1993/09/03
(주)덱스터스튜디오,206560,2018/12,54.8,-9.74,54.69,0,-18.03,-45.87,27.22,0,370.03,370.03,139.55,50.85,27.82,512.86,38.76,69.68,78.23,28.28,7.19,3.06,3.31,5.4,121,1656.46,0.46,0.75,1.12,0,2.99,2534.73,0.14,0,122.06,0.01,0,0.51,5.71,0.78,0.78,25764.17,31.88,416.05,833.93,65.7,67.06,32.94,10.94,,5,2015/12/22
(주)덱스터스튜디오,206560,2019/12,41.48,-17.68,-12.5,-374.62,-17.76,40.67,-43.07,0,412.56,412.56,105.27,36.51,20.23,448.36,62.3,48.19,83.17,0,-13.89,-7.01,-10.46,-13.02,-318,2250.84,0.75,0.94,1.88,0,6.87,2546.1,0.14,0,53.11,0.02,0,1,9.83,1.26,1.26,23600.47,35.48,463.43,590.83,42.54,86.69,13.31,-32.66,,5,2015/12/22
(주)덱스터스튜디오,206560,2020/12,-52.55,3.07,3.56,0,-28.44,-20.07,27.95,0,425.45,425.45,151.35,45.76,19.68,451.65,48.09,59.82,83.56,0,-11.56,0.54,-4.5,-5.4,-122,1042.59,0.39,0.47,0.85,0,8.94,4166.33,0.09,0,40.85,0.02,0,0.58,6.03,0.72,0.72,19594.47,28.58,537.67,607.14,74.42,75.99,24.01,-15.53,,5,2015/12/22
(주)덱스터스튜디오,206560,2021/12,63.41,38.15,2.24,0,320.78,75.41,13.11,0,186.51,186.51,53.37,22.72,51.99,460.79,77.54,48.98,65.8,0,-1.04,0.02,-0.55,-1.63,-38,1697.38,0.53,0.72,1.13,0,4.26,0,0,0,85.65,0.01,0.23,0.71,4.53,0.98,0.98,21349.44,22.54,156.41,305.68,49.62,80.05,19.95,-2.09,,5,2015/12/22
(주)덱스터스튜디오,206560,2022/12,53.18,-2.96,-8.77,0,1.59,-14.73,9.29,0,204.96,204.96,107.76,28.25,59.49,420.2,71.5,55.17,62.7,0,-9.37,-2.41,-6.62,-11.74,-261,2593.9,0.71,1.1,1.47,0,3.33,0,0,0,109.74,0.01,0.3,0.9,4.26,1.36,1.36,26492.16,28.82,171.36,358.35,40.2,88.9,11.1,-23.3,,5,2015/12/22
(주)덴티스,261200,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2017/06/26
(주)덴티스,261200,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2017/06/26
(주)덴티스,261200,2020/12,0,0,0,0,0,0,0,0,96.83,68.17,8.16,-1.81,227.67,362.97,146.3,55.35,30.52,43.14,-29.18,-13.19,-15.06,-49.48,-191,633.12,0.52,1.69,1.16,3.15,2.08,20.2,18.07,115.9,175.15,0,0,0.46,1.45,0.93,1.32,6282.79,6.94,20.8,115.6,13.45,285.32,-185.32,-216.99,,5,2017/06/26
(주)덴티스,261200,2021/12,40.72,28.03,17.44,0,19.91,13.38,39.85,11.91,130.59,99.66,11.28,14.16,258.5,426.27,141.74,60.46,27.89,46.95,0.19,0.48,0.12,2.08,43,4454.61,0.64,2.19,1.52,4.18,2.57,28.3,12.9,87.26,142.06,0,0,0.58,1.85,1.09,1.48,26005.81,22.43,67.45,409.97,39.56,80.46,19.54,0.47,,5,2017/06/26
(주)덴티스,261200,2022/12,32.47,13.06,-6.23,102.57,7.78,14.7,11.98,33.8,93.84,67.29,9.43,-3.93,306.42,399.7,163.02,59.89,24.61,52.23,0.35,4.57,0.25,4.03,86,5901.06,0.71,2.7,1.77,4.49,2.76,20.77,17.57,81.33,132.26,0.01,0,0.61,2.17,1.17,1.59,33946.86,25.9,84.68,427.67,38.98,75.9,24.1,0.89,,5,2017/06/26
(주)동구바이오제약,006620,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2018/02/13
(주)동구바이오제약,006620,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2018/02/13
(주)동구바이오제약,006620,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2018/02/13
(주)동구바이오제약,006620,2021/12,0,0,0,0,0,0,0,0,147.6,97.69,39.1,15.38,54.59,703.49,80.85,47.7,64.69,59.58,6.01,5.63,6.03,9.32,330,5450.53,1,1.55,1.92,6.22,9.85,13.39,27.27,58.73,37.07,0.01,0.37,1.25,3.99,2.1,3.17,35524.78,22.95,93.55,623.52,22.9,56.41,43.59,26.25,,5,2018/02/13
(주)동구바이오제약,006620,2022/12,25.68,11.16,1.98,-29.09,-1.13,4.56,18.4,25.89,132.36,84.78,18.95,12.42,68.51,717.41,82.9,50.81,59.34,60.5,3.39,11.21,4.05,6.54,238,6850.09,1.19,1.93,2.35,6.92,11.38,15.06,24.23,52.78,32.07,0.02,0.31,1.41,5.05,2.42,3.72,37239.83,21.64,100.73,707.21,19.1,66.78,33.22,17.76,,5,2018/02/13
