회사명,거래소코드,회계년도,매출액증가율(IFRS연결),총자본증가율(IFRS연결),자기자본증가율(IFRS연결),순이익증가율(IFRS연결),유형자산증가율(IFRS연결),비유동자산증가율(IFRS연결),유동자산증가율(IFRS연결),재고자산증가율(IFRS연결),유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),순운전자본비율(IFRS연결),부채비율(IFRS연결),자기자본배율(IFRS연결),비유동비율(IFRS연결),유동자산구성비율(IFRS연결),자기자본구성비율(IFRS연결),매출액총이익률(IFRS연결),매출액순이익률(IFRS연결),총자본사업이익률(IFRS연결),총자본순이익률(IFRS연결),자기자본순이익률(IFRS연결),1주당순이익(IFRS연결)(원),1주당매출액(IFRS연결)(원),총자본회전률(IFRS연결),자기자본회전률(IFRS연결),비유동자산회전률(IFRS연결),재고자산회전률(IFRS연결),매출채권회전률(IFRS연결),매입채무회전률(IFRS연결),매입채무회전기간(IFRS연결),재고자산회전기간(IFRS연결),매출채권회전기간(IFRS연결),1회전기간(IFRS연결),운전자본회전률(IFRS연결),순운전자본회전률(IFRS연결),유형자산회전율(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),부가가치(IFRS연결)(백만원),총자본투자효율(IFRS연결),설비투자효율(IFRS연결),기계투자효율(IFRS연결),부가가치율(IFRS연결),노동소득분배율(IFRS연결),자본분배율(IFRS연결),이윤분배율(IFRS연결),상장폐지일,소속코드,상장일
동양이엔피(주),079960,2022/12,7.78,8.32,6.12,29.62,0.14,0.86,13.16,5.35,270.37,199.01,34.52,39.95,38.56,7090.63,50.72,63.39,72.17,12.26,4.1,7.79,6.18,8.48,2921,71222.81,1.51,2.07,3.98,8.89,9.15,9.79,37.27,41.05,39.9,0.02,0.12,1.78,5.4,2.43,3.34,91576.57,23.72,99.18,211.39,16.36,50.51,49.49,25.07,,5,2005/02/01
동양파일(주),228340,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2016/04/06
동양파일(주),228340,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2016/04/06
동양파일(주),228340,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2016/04/06
동양파일(주),228340,2021/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2016/04/06
동양파일(주),228340,2022/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2016/04/06
동일금속(주),109860,2018/12,34.81,7.3,8.21,151.83,-8.32,4.22,14.46,17.33,230.03,151.97,24.15,18.15,18.5,3137.96,80.45,32.11,84.39,14.9,9.86,9.81,7.49,8.93,1466,13720.8,0.76,0.9,1.1,7.27,12.01,18.39,19.85,50.2,30.39,0.02,1.12,1.68,3.73,2.44,3.67,18254.23,13.94,74.65,438.3,19.01,33.33,66.67,51.85,,5,2009/07/28
동일금속(주),109860,2019/12,-9.83,8.97,13.09,65.1,25.41,17.15,-8.35,-6.31,261.73,170.95,25.25,16.69,14.13,3548.59,83.31,27.01,87.62,20.13,18.12,11.33,11.47,13.31,2420,12371.38,0.63,0.74,0.9,6.27,11.65,18.91,19.3,58.21,31.32,0.01,0,1.53,3.12,2.15,3.27,25535.48,17.9,84.27,439.35,29.49,25.1,74.9,61.45,,5,2009/07/28
동일금속(주),109860,2020/12,-32.32,-0.95,3.46,-57.34,-8.64,3.31,-12.47,-22.63,381.85,264.79,73.64,17.62,9.32,3671.38,83.23,23.87,91.48,13.04,11.33,4.61,4.68,5.26,1032,8373.15,0.41,0.46,0.55,4.95,10.29,17.83,20.48,73.79,35.46,0.01,0,1.22,1.99,1.62,2.41,13386.83,9.48,48.41,307.09,22.84,43.66,56.34,49.58,,5,2009/07/28
동일금속(주),109860,2021/12,18.38,15.06,9.82,127.46,7.44,4.21,49.64,79.94,349.86,220.89,39.95,22.17,14.63,3101.38,79.05,31.04,87.24,10.8,21.71,3.62,9.92,11.21,1783,9911.86,0.46,0.51,0.63,4.8,8.99,16.58,22.02,76.11,40.61,0.01,0,1.29,2.37,1.65,2.51,24021.46,14.78,81.9,708.9,34.62,24.5,75.5,62.72,,5,2009/07/28
동일금속(주),109860,2022/12,60.61,9,8.27,-7.91,-3.17,-11.5,54.52,16.4,401.73,290.18,69.39,33.05,15.36,3357.89,64.6,44,86.69,18.46,12.59,10.69,8.26,9.47,1646,12246.06,0.66,0.75,1.05,5.54,10.16,17.15,21.28,65.92,35.93,0.01,0,1.37,3.74,1.74,2.53,22525.97,12.71,77.46,708.82,20.21,29.22,70.78,62.28,,5,2009/07/28
동일철강(주),023790,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1994/11/07
동일철강(주),023790,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1994/11/07
동일철강(주),023790,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1994/11/07
동일철강(주),023790,2021/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1994/11/07
동일철강(주),023790,2022/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1994/11/07
동화기업(주),025900,2018/12,-2.42,0.46,7.05,2.49,-2.2,-0.09,2.36,6.76,74.48,53.95,6.35,-7.88,81.25,6724.77,139.55,23.01,55.17,23.3,6.71,6.99,4.15,7.02,3006,52934.73,0.62,1.14,0.8,10.06,7.07,12.35,29.55,36.27,51.65,0.02,0.21,1.19,1.01,2.72,3.72,212445.43,17.27,28.89,86.11,27.95,42.89,57.11,23.99,,5,1995/08/07
동화기업(주),025900,2019/12,-5.6,17.15,2.59,-21.02,5.99,17.83,14.84,27.66,84.62,58.69,5.62,-4.1,112.58,4997.8,164.64,22.55,47.04,22.46,6.05,4.65,3.25,5.3,1581,35517.98,0.54,1.06,0.7,8.08,7.66,13.66,26.72,45.16,47.66,0.02,0.48,1.05,0.93,2.36,3.33,217513.57,15.1,28.83,90.44,30.32,48.78,51.22,19.96,,5,1995/08/07
동화기업(주),025900,2020/12,3.83,10.12,4.83,-15.26,12.84,9.34,12.79,-5.61,82.16,61.09,10.47,-5.02,126.28,5239.01,174.01,23.1,44.19,23.95,5.41,4.66,2.66,4.33,1306,36878.1,0.49,1.08,0.64,7.7,8.29,16.8,21.73,47.41,44.02,0.01,0,0.98,0.89,2.15,2.99,225366.26,14.21,29.75,101.63,30.26,47.09,52.91,17.88,,5,1995/08/07
동화기업(주),025900,2021/12,25.17,11.63,12.99,68.22,11.18,7.98,23.76,41.32,87.98,62.22,6.07,-3.5,120.18,5918.67,163.79,25.61,45.42,25.18,6.01,6.54,3.34,6.68,2161,46156.53,0.56,1.24,0.73,8.22,9.74,15.24,23.95,44.38,37.49,0.02,0.37,1.05,0.99,2.27,3.14,270099.03,15.25,28.14,79.69,28.97,46.73,53.27,20.74,,5,1995/08/07
동화기업(주),025900,2022/12,18.02,4.25,6.12,-2.83,1.29,8.16,-7.12,54.52,70.4,36.11,5.21,-9.59,139.34,6279.9,184.73,22.82,41.78,19.72,3.94,4.32,2.39,5.93,2099,54469.61,0.61,1.4,0.8,6.51,10.48,17.23,21.18,56.05,34.84,0.01,0,1.11,1.1,2.52,4.1,275258.17,14.91,28.99,85.87,25.01,47.62,52.38,15.73,,5,1995/08/07
디아이티(주),110990,2018/12,-10.61,41.64,32.97,-31.94,19.17,10.35,48.55,76.88,187.29,105.55,20.15,40.03,85.43,8619.3,26.15,85.9,53.93,19.04,9.83,2.98,2.93,5.29,455,4618.13,0.3,0.54,1.89,0.87,8.41,7.92,46.1,420.88,43.38,0,0.73,0.23,2.67,0.35,0.6,34763.43,11.51,111.29,19830.37,45.22,74.9,25.1,21.73,,5,2018/08/07
디아이티(주),110990,2019/12,54.49,-4.11,5.81,74.29,-2.09,0.28,-4.83,-12.36,211.4,126.43,29.88,44.93,68.04,9120.38,24.78,85.25,59.51,18.89,11.09,5.27,4.45,7.85,713,6283.63,0.4,0.71,2.78,1.12,19.28,12.32,29.63,326.56,18.93,0,0.12,0.31,3.84,0.47,0.81,44898.06,15.5,146.58,47065.91,37.81,64.2,35.8,29.32,,5,2018/08/07
디아이티(주),110990,2020/12,-75.92,16.66,-1.65,-88.76,-2.03,6.08,18.49,44.95,174.31,88.6,19.95,36.91,99.33,8969.78,26.73,86.59,50.17,15.95,5.17,-0.12,0.47,0.87,81,1512.85,0.09,0.17,0.65,0.24,2.81,5.61,65.11,1551.81,129.96,0,0,0.07,0.94,0.11,0.19,20253.57,5.99,67.5,21997.78,70.83,107.24,-7.24,7.3,,5,2018/08/07
디아이티(주),110990,2021/12,166.12,-5.57,-0.75,0,-5.65,6.29,-7.41,-9.99,180.45,94.2,14.75,37.85,89.65,8902.14,28.62,84.91,52.73,3.3,-1.91,-1.46,-0.44,-0.86,-80,4026.04,0.23,0.45,1.63,0.56,5.44,11.94,30.58,655.64,67.13,0,0,0.17,2.61,0.27,0.52,19724.36,6.18,69.67,13144.06,25.92,106.92,-6.92,-7.38,,5,2018/08/07
디아이티(주),110990,2022/12,74.62,-20.14,5.67,0,-25.26,13.24,-26.07,-52.38,262.9,181.96,20.35,48.7,43.35,9406.45,30.67,78.6,69.76,12.89,6.98,2.75,3.23,5.36,508,7030.42,0.46,0.77,2.59,1.39,11.21,24.74,14.76,262.56,32.56,0,0,0.38,5.37,0.56,0.95,33625.55,13.19,158.9,23554.89,25.31,61.62,38.38,27.57,,5,2018/08/07
디에스티(주),033430,2018/12,-16.76,-4.57,9.58,-198.38,-67.28,-34.63,25.17,12.52,96.62,76.74,4.4,-2.31,224.81,338.14,110.64,65.94,30.79,45.52,-6.1,3.42,-2.89,-9.76,0,2768.94,0.47,2.82,1.12,3.78,3.14,10.2,35.77,96.63,116.33,0.01,0,0.34,3.99,0.82,1.04,2211.07,3.88,64.76,229.56,8.01,197.12,-97.12,-76.18,2021/09/02,4,1998/05/25
디에스티(주),033430,2019/12,-24.6,-4.36,-76.57,0,339.47,58.49,-36.84,-98.24,48.4,48.13,2.11,-46.42,1312.06,64.37,797.13,43.55,7.08,43.91,-86.4,-4.03,-32.24,-164.98,0,324.18,0.37,1.94,0.83,5.29,3.17,10.11,36.12,69.04,115.22,0.01,0,0.28,2.26,0.68,0.78,-7526.7,-13.8,-50.16,-1842.49,-36.17,0,0,0,2021/09/02,4,1998/05/25
디에스티(주),033430,2020/12,-13.09,2.56,-17.45,0,-1.51,-1.92,8.37,-9.74,52.63,52.38,0.53,-41.42,1692.1,50.97,967.46,46.02,5.58,37.66,-14.71,-1.97,-4.82,-70.01,0,270.24,0.33,5.18,0.59,139.94,4.15,7.68,47.53,2.61,87.93,0.02,0.01,0.25,1.21,0.73,0.73,10401.2,18.6,70.38,3177.97,57.51,45.93,54.07,-25.58,2021/09/02,4,1998/05/25
디엑스앤브이엑스(주),180400,2018/12,0,0,0,0,0,0,0,0,110.34,107.4,42.72,3.14,151.28,251.93,167.02,33.53,39.8,-15.68,-213.9,-12.4,-18.54,-46.6,-607,250.82,0.09,0.22,0.13,9.72,9.72,11.36,32.12,37.56,37.55,0.02,0.12,0.14,0.61,0.26,0.27,-1571.01,-2.57,-17.95,-41.32,-29.61,0,0,0,,6,2015/11/20
디엑스앤브이엑스(주),180400,2019/12,8.44,-50.9,0.32,0,6.89,-40.01,-72.49,84.72,91.83,75.43,44.76,-1.67,27.55,220.79,103.59,18.79,78.4,13.3,-299.36,-14.91,-37.75,-70.05,-782,272.62,0.13,0.24,0.18,7.4,9.89,11.57,31.56,49.31,36.91,0.02,0.17,0.23,0.64,0.44,0.47,-11178.24,-37.2,-119.49,-281.28,-194.3,0,0,0,,6,2015/11/20
디엑스앤브이엑스(주),180400,2020/12,33.78,1.9,5.23,0,-4.31,-1.86,18.12,66.95,161.44,120.68,74.41,8.29,24.2,222.79,97.16,21.78,80.51,7.9,-93.27,-19.25,-23.67,-25.54,-281,346.42,0.25,0.32,0.32,5.72,6.79,20.41,17.88,63.83,53.75,0.01,0,0.68,0.84,1.25,1.6,-2721.34,-8.89,-30.79,-74.38,-35.36,0,0,0,,6,2015/11/20
디엑스앤브이엑스(주),180400,2021/12,0,0,0,0,0,0,0,0,102.22,79.04,30.48,0.3,22.14,247.01,105.11,13.94,81.88,8.84,-105.55,-11.25,-19.11,-20.51,-298,323.68,0.18,0.22,0.21,5.73,4.89,47.89,7.62,63.72,74.62,0.01,0,0.66,0.91,1.3,1.68,-3070.48,-7.44,-37.85,-101.31,-41.1,0,0,0,,6,2015/11/20
디엑스앤브이엑스(주),180400,2022/12,330.86,108.34,-4.13,0,123.45,33.18,572.39,87.45,122.11,114.39,79.87,8.15,150.22,236.81,137.66,44.99,39.97,31.27,-3.01,4.49,-1.52,-2.25,-27,1121.69,0.51,0.94,0.78,17.17,6.14,23.92,15.26,21.26,59.41,0.02,0,0.79,2.42,1.45,1.58,4921.66,5.73,26.78,95.6,15.29,104.74,-4.74,-19.7,,6,2015/11/20
디와이씨(주),310870,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2018/12/20
디와이씨(주),310870,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2018/12/20
디와이씨(주),310870,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2018/12/20
디와이씨(주),310870,2021/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2018/12/20
디와이씨(주),310870,2022/12,0,0,0,0,0,0,0,0,129.93,45.48,13.05,13.04,153.89,2246.9,110.15,56.61,39.39,30.1,3.56,8.15,3.64,9.24,210,5832.22,1.02,2.6,2.36,2.78,8.52,7.94,45.95,131.38,42.83,0.01,0.3,1.02,2.85,1.81,5.16,26778.58,22.69,63.37,197.74,22.19,53.69,46.31,16.03,,5,2018/12/20
디와이피엔에프(주),104460,2018/12,17.47,41.96,-8.68,0,187.31,48.52,38.86,43.97,114.19,113.88,16.99,8.26,179.38,912.68,93.72,66.45,35.79,22.66,8.93,12.03,8.83,20.26,1056,10461.37,0.99,2.23,3,553.16,4.4,6.59,55.42,0.66,82.94,0.04,0,0.83,4.39,1.47,1.48,27550.42,20.69,82.39,2474.73,24.58,42.43,57.57,36.35,,5,2009/12/22
디와이피엔에프(주),104460,2019/12,47.74,18.88,40.3,103.77,9.73,13.96,21.36,874.24,129.1,126.3,25.69,15.29,135.23,1280.46,75.64,67.84,42.51,23.63,12.73,19.65,14.46,36,2212,15456.03,1.14,2.88,3.47,128.92,5.31,9.57,38.16,2.83,68.72,0.03,0.01,0.93,4.17,1.69,1.71,45636.03,28.83,110.07,2051.41,27.56,30.96,69.04,46.17,,5,2009/12/22
디와이피엔에프(주),104460,2020/12,28.19,-3.15,32.97,22.76,20.73,21.14,-14.67,-65.8,192.17,190.5,65.82,28.67,70.44,1702.63,68.56,59.78,58.67,22.36,12.25,21.52,16.69,32.49,2716,19813.52,1.36,2.7,3.77,135.79,7.82,13.02,28.03,2.69,46.67,0.05,0.01,1.29,4.62,2.13,2.17,77821.9,50.77,187.33,3152.29,36.66,48.76,51.24,33.4,,5,2009/12/22
디와이피엔에프(주),104460,2021/12,-53.06,10.31,5.34,-81.61,48.44,55.84,-20.33,1281.44,202.83,172.25,45.51,21.89,76,1793.49,100.02,43.17,56.82,17.94,4.65,2.49,2.87,5.1,499,9299.62,0.62,1.07,1.26,16.88,5.01,9.98,36.57,21.62,72.86,0.02,0.08,0.8,1.6,1.21,1.3,34007.56,20.11,46.95,1171.19,34.13,66.68,33.32,13.61,,5,2009/12/22
디와이피엔에프(주),104460,2022/12,13.53,24.35,11.24,0,55.11,41.63,1.62,-70.49,120.85,115.56,28.92,6.09,96.74,1995.11,127.33,35.28,50.83,2.24,-9.9,-6.11,-5.91,-11.04,-1159,10558.01,0.6,1.11,0.97,15.87,4.92,7.13,51.17,23,74.2,0.02,0.07,0.93,1.19,1.54,1.7,12330.16,5.86,11.13,506.33,10.9,162.13,-62.13,-90.84,,5,2009/12/22
디젠스(주),113810,2018/12,-11.74,-16.57,-16.01,0,-19.33,-28.67,-1.03,-12.26,83.91,67.46,25.98,-9.96,246.4,135.15,166.54,51.92,28.87,12.47,-10.29,-2.36,-11.35,-40.95,-358,3428.27,1.1,3.85,2.1,11.13,5.81,5.66,64.5,32.79,62.85,0.03,0.09,1.03,2.5,2.32,2.94,19033.98,24.28,62.54,181.01,20.03,105.56,-5.56,-51.38,,5,2012/11/22
디젠스(주),113810,2019/12,-16.54,0.84,-11.63,0,-6.92,1.16,0.55,-9.82,82.31,67.84,22.52,-11.12,305.75,119.43,195.69,51.77,24.65,15.66,-3.72,-2.91,-3.75,-14.22,-91,2431.3,1.01,3.77,2.09,10.45,4.91,5.66,64.54,34.92,74.41,0.02,0.1,0.88,2.42,1.94,2.39,19853.37,25.11,63.23,165.82,25.03,79.07,20.93,-14.88,,5,2012/11/22
디젠스(주),113810,2020/12,3.2,-17.54,-33.38,0,-47.07,-36.36,0,-16.93,98.41,84.03,26.55,-1.02,402.26,79.56,186.94,62.78,19.91,15.9,-7.43,1.76,-8.43,-37.46,-187,2509.04,1.14,5.04,2.62,12.42,4.36,5.64,64.77,29.38,83.69,0.02,0.09,0.95,3.39,2,2.38,16913.56,25.94,102.56,515,20.66,89.3,10.7,-35.95,,5,2012/11/22
디젠스(주),113810,2021/12,-14.73,-0.7,30.23,0,-6.63,-2.8,0.55,26.79,116.77,95.26,42.59,9.13,282.96,103.61,139.52,63.57,26.11,16.82,5.39,5.61,5.79,25.18,115,2139.42,1.07,4.67,2.92,10.29,4.35,5.86,62.23,35.46,83.84,0.02,0.11,0.88,4.31,1.7,2.04,20900.47,32.29,135.32,729.87,29.94,68.37,31.63,18,,5,2012/11/22
디젠스(주),113810,2022/12,-6.95,-14.23,-3.63,0,-8.4,-6.03,-18.93,-2.81,100.69,78.45,34.52,0.41,240.85,99.85,136.05,60.08,29.34,13.2,-3.23,0.5,-3.49,-12.65,-65,1990.68,1.08,3.91,2.84,8.69,5.5,7.75,47.11,42.01,66.37,0.02,0.16,0.91,4.34,1.74,2.18,18119.97,32.64,130.34,1069.59,27.9,76.64,23.36,-11.59,,5,2012/11/22
디케이락(주),105740,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2010/11/12
디케이락(주),105740,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2010/11/12
디케이락(주),105740,2020/12,0,0,0,0,0,0,0,0,206.48,132.62,56.92,25.53,60.35,2162.84,80.96,49.51,62.36,20.81,-0.17,1.77,-0.08,-0.13,-14,8425.05,0.49,0.78,0.96,2.74,3.28,9.31,39.22,133.05,111.2,0,0,0.66,1.36,0.98,1.53,16703.99,11.4,31.85,140.9,23.46,86.93,13.07,-0.72,,5,2010/11/12
디케이락(주),105740,2021/12,20.17,4.71,8.27,0,-0.6,10.78,-1.48,21.73,240.64,134.28,32.77,27.22,55.07,2341.76,82.83,46.58,64.49,26.91,10.52,5.59,6,9.46,1065,10124.02,0.57,0.9,1.1,2.97,3.63,9.09,40.16,122.75,100.44,0.01,0,0.82,1.63,1.19,1.98,31302.71,20.4,60.61,224.51,36.59,53.12,46.88,28.75,,5,2010/11/12
디케이락(주),105740,2022/12,28.51,12.67,13.94,-35.04,-1.2,2.47,24.36,18.68,163.37,94.46,9.21,19.94,53.33,2462,74.5,51.42,65.22,27.55,5.32,7.08,3.58,5.52,685,12966.43,0.67,1.04,1.33,3.18,3.52,7.98,45.76,114.67,103.73,0.01,0,0.9,2.12,1.37,2.41,31403.58,18.17,61.46,201.09,28.56,59.94,40.06,18.61,,5,2010/11/12
라온시큐어(주),042510,2018/12,15.86,34.78,23.47,10.83,51.4,6.49,48.17,0,314.37,314.37,87.92,50.88,35.16,122.64,34.31,74.61,73.99,57.97,15.38,17.45,15.86,21.09,117,773.68,1.03,1.36,3.65,0,3.41,7.68,47.53,0,106.91,0.02,0,1.11,29.49,1.44,1.44,12180.24,44.44,1211.64,2205.41,49.49,58.27,41.73,31.08,,5,2001/01/03
라온시큐어(주),042510,2019/12,23.7,86.5,11.21,-43.84,252.62,75.89,90.12,0,327.05,327.05,198.08,52.8,123.65,136.39,53.55,76.06,44.71,59.63,8.32,6,6.45,10.15,66,957.05,0.78,1.41,3.17,0,3.11,6.4,56.99,0,117.52,0.02,0,0.78,13.38,1.03,1.03,14009.74,27.41,395.22,2648.95,46.02,68.13,31.87,18.08,,5,2001/01/03
라온시큐어(주),042510,2020/12,22.03,-0.17,44.1,0,-1.98,20.59,-6.71,0,239.16,239.16,118.56,41.36,48.89,167.2,43.06,71.08,67.16,53.86,-23.58,-6.2,-17.15,-38.05,-310,1167.93,0.73,1.3,2.75,0,3.69,7.1,51.41,0,98.91,0.02,0,0.73,10.59,0.99,0.99,6652.73,13.04,191.47,1311.96,17.91,197.92,-97.92,-131.69,,5,2001/01/03
라온시큐어(주),042510,2021/12,16.68,45.59,-0.4,0,133.73,19.39,56.26,0,458.48,458.48,297.78,59.64,105.8,161.04,48.81,76.28,48.59,56.71,-11.36,-1.3,-7.86,-21.04,-171,1121.12,0.69,1.23,2.68,0,4.61,7.12,51.27,0,79.15,0.04,0,0.72,7.48,0.93,0.93,11169.77,15.03,137.54,1751.73,25.77,121.13,-21.13,-44.11,,5,2001/01/03
라온시큐어(주),042510,2022/12,8.01,3.49,22.06,0,-74.11,14.88,-0.05,0,180.11,179.2,64.63,32.77,70.51,196.56,44.89,73.67,58.65,64.29,17.74,6.85,10.99,19.29,172,1210.95,0.62,1.15,2.47,325.27,5.53,7.17,50.9,1.12,66.03,0.06,0,0.6,9.16,0.83,0.83,26958.71,35.06,1282.35,5915.35,57.58,61.02,38.98,30.81,,5,2001/01/03
라온피플(주),300120,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2019/10/18
라온피플(주),300120,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2019/10/18
라온피플(주),300120,2020/12,0,0,0,0,0,0,0,0,1285.16,1195.55,523.95,87.36,9.51,1093.91,5.77,94.73,91.32,65.75,-26.78,-6.09,-6.41,-7.02,-389,1432.91,0.24,0.26,4.54,3.62,7.14,19.87,18.37,100.77,51.15,0.01,0,0.23,44.22,0.25,0.27,5640.12,8.97,1658.17,15174.27,37.5,172.62,-72.62,-71.42,,5,2019/10/18
라온피플(주),300120,2021/12,31.31,36.21,-9.5,0,915.08,126.99,31.16,10.56,1121.06,1055.17,175.56,83.08,64.82,984.67,14.48,91.22,60.67,55.85,-31.27,-8.58,-8.32,-11.29,-589,1878.93,0.27,0.36,3.65,4.52,7.17,17,21.47,80.79,50.92,0.01,0,0.26,10.42,0.29,0.31,5572.82,6.51,1698.52,0,28.21,216.27,-116.27,-110.82,,5,2019/10/18
라온피플(주),300120,2022/12,34.11,2.82,4.6,0,197.62,105.5,-7.06,8.61,221.05,205.86,20.8,45.15,60.77,518.91,28.22,82.45,62.2,59.44,-1.91,4.46,-0.58,-0.85,-22,1268.59,0.3,0.5,2.31,5.53,8.33,17.78,20.53,65.99,43.83,0.01,0,0.28,3.86,0.35,0.38,11553.14,13.12,2642.03,0,43.61,91.33,8.67,-4.39,,5,2019/10/18
램테크놀러지(주),171010,2018/12,33.53,-0.48,7.21,62.05,-5.55,-2.74,7.23,4.98,50.58,19.95,7.15,-23.9,154.46,330.08,192.2,24.47,39.3,15.72,4.6,4.41,3.11,8.2,131,2859.23,0.68,1.78,0.88,4.69,15.76,52.88,6.9,77.91,23.17,0.01,0,0.94,0.95,2.87,7.38,8490.71,17.64,25.79,121.36,26.03,42.01,57.99,17.66,,5,2013/11/18
