회사명,거래소코드,회계년도,유동자산(*)(IFRS연결)(천원),자산(*)(IFRS연결)(천원),자본(*)(IFRS연결)(천원),매출액(수익)(*)(IFRS연결)(천원),부채(*)(IFRS연결)(천원),당기순이익(손실)(IFRS연결)(천원),유동부채(*)(IFRS연결)(천원),매출원가(*)(IFRS연결)(천원),재고자산(*)(IFRS연결)(천원),선급금(IFRS연결)(천원)
(주)MH에탄올,023150,2019/09,29206782,456325284,83785482,59261934,372539803,-5094346,268191429,41161657,7431374,116606
(주)MH에탄올,023150,2020/09,37825508,450066832,75512245,69769898,374554586,-1586283,147029331,45602314,8425634,119706
(주)MH에탄올,023150,2021/09,44115577,448393863,83900746,74555958,364493117,5753235,280330182,41435409,11116448,867641
(주)MH에탄올,023150,2022/09,50906410,447156669,91035775,82437750,356120895,8637403,184716434,49964462,8124000,100601
(주)SH에너지화학,002360,2018/09,87008551,123981026,106589000,140843921,17392026,2979713,7171391,129619582,21819424,0
(주)SH에너지화학,002360,2019/09,85865829,125679589,102216620,109751022,23462970,-766931,7578318,104044598,15996061,0
(주)SH에너지화학,002360,2020/09,73566056,118427183,90977675,66278770,27449509,-6527039,6977597,67021617,8632704,0
(주)SH에너지화학,002360,2021/09,77166274,119287500,90894209,99226175,28393291,515195,12610670,92197225,10150911,0
(주)SH에너지화학,002360,2022/09,83124547,126448924,94861303,127547666,31587621,3117778,10959863,118891657,22992917,0
(주)SNT홀딩스,036530,2018/09,1153470179,2097533577,1496493826,996675662,601039751,48267718,425423078,870494388,240972950,56151630
(주)SNT홀딩스,036530,2019/09,1233375623,2182472584,1578108356,1093999444,604364229,104026202,377043493,923313674,263318286,36696274
(주)SNT홀딩스,036530,2020/09,1352615450,2322551313,1632332040,1021185053,690219273,76574724,491023991,873311868,245710862,29259405
(주)SNT홀딩스,036530,2021/09,1334198380,2379697068,1760519761,1021370713,619177307,144151322,426802362,861274348,258097354,12251535
(주)SNT홀딩스,036530,2022/09,1458127550,2517536921,1826132577,1086009010,691404344,124898635,525076057,918839032,338304409,23179142
(주)STX,011810,2018/09,401101000,536914000,60017000,1143408000,476897000,4024000,442205000,1127858000,147476000,30449000
(주)STX,011810,2019/09,417872000,586729000,73378000,1113654000,513351000,-16699000,466604000,1065029000,116513000,33359000
(주)STX,011810,2020/09,249312000,457050000,50388000,819241000,406662000,-895000,362483000,783772000,53381000,21115000
(주)STX,011810,2021/09,367905000,657373000,108790000,648611000,548583000,-11685000,454179000,613319000,103835000,18312000
(주)STX,011810,2022/09,473167000,760105000,122961000,881036000,637144000,187000,524411000,845049000,116869000,24615000
(주)TCC스틸,002710,2018/09,144087554,293783748,106927168,302685938,186856580,6024372,164421302,279824118,62619355,24225
(주)TCC스틸,002710,2019/09,159740740,319348885,115912643,328005598,203436242,4741423,99904628,301536587,77128802,2527
(주)TCC스틸,002710,2020/09,158431863,321229494,116716033,324692203,204513461,72299,180803986,308751410,67709817,7544
(주)TCC스틸,002710,2021/09,198508381,382407243,142392268,384717427,240014975,11794275,166545250,352173415,92291837,264762
(주)TCC스틸,002710,2022/09,277854780,484696956,187283658,512117666,297413298,12418966,216152807,451877481,117924779,598385
(주)가비아,079940,2018/09,77208816,144538538,108431744,91683885,36106794,10018716,29551629,48067267,2941785,5298520
(주)가비아,079940,2019/09,82584719,193824450,126932316,102709164,66892134,12937366,43317959,53177038,3901995,973559
(주)가비아,079940,2020/09,123892000,244791642,164525928,120882912,80265714,15444197,53236297,61716770,4192172,1139885
(주)가비아,079940,2021/09,139956873,275830542,191310182,142203117,84520360,18333582,49207810,74341461,5896217,3171392
(주)가비아,079940,2022/09,169640866,326778234,232761484,171227727,94016749,31507877,59633725,89227621,9514315,1786416
(주)강스템바이오텍,217730,2018/09,54272355,89978060,66023886,6737734,23954174,3525442,8511399,6094993,1367559,217278
(주)강스템바이오텍,217730,2019/09,61383595,121393777,79666449,3569393,41727328,-15760068,20507678,3962464,1419168,709499
(주)강스템바이오텍,217730,2020/09,39099759,87224550,54859563,6172609,32364987,-14155597,11305435,5555795,355773,995947
(주)강스템바이오텍,217730,2021/09,32240652,70866693,34908063,7746819,35958630,-14411537,20937809,6747781,577420,1206441
(주)강스템바이오텍,217730,2022/09,49956598,85719933,51541272,10765400,34178662,-15482780,20153604,7751001,683365,1179299
(주)강원랜드,035250,2018/09,1877799774,4193816773,3586920274,1086190985,606896499,278269270,599096209,504405668,1109068,16978476
(주)강원랜드,035250,2019/09,1843626107,4169769036,3691688108,1147242936,478080928,282033223,460316017,503763599,2459500,15009267
(주)강원랜드,035250,2020/09,1411774433,3743434789,3287480626,347256664,455954163,-242533474,350051338,391332540,3192904,7791004
(주)강원랜드,035250,2021/09,1683143228,3724282581,3246466944,546295566,477815637,422220,390529009,499789507,2856104,3344606
(주)강원랜드,035250,2022/09,1362564660,3968529538,3357178021,935944112,611351517,106397425,533966927,650087756,3885417,3170725
(주)경농,002100,2018/09,207865913,382461382,215388988,192958124,167072393,18229176,146585277,123830386,80156217,686978
(주)경농,002100,2019/09,214496883,403244017,208446345,203741379,194797672,10302984,140903890,135067110,86061701,616014
(주)경농,002100,2020/09,228498486,413522005,215466028,219719281,198055977,17509973,158923067,146843433,91723691,241471
(주)경농,002100,2021/09,254685899,437767040,244280358,235067074,193486682,21873157,167917225,159485406,96705144,621006
(주)경농,002100,2022/09,297927107,485487312,260146381,305115280,225340931,31307494,182103225,209462663,121812483,1594961
(주)경동나비엔,009450,2018/09,336222996,635834838,274860304,475644621,360974534,16285313,327348621,311915219,197596245,0
(주)경동나비엔,009450,2019/09,324120128,634485495,296881158,507070491,337604337,19474395,304963792,336149090,167358379,0
(주)경동나비엔,009450,2020/09,365049880,726603027,327643582,562253839,398959445,30320830,342763871,346202417,206131543,0
(주)경동나비엔,009450,2021/09,477058721,869734028,422885136,741597740,446848893,75939919,390614632,475853829,256208036,0
(주)경동나비엔,009450,2022/09,622859237,1102403392,511084655,823612930,591318737,60836107,473970376,494960990,373753064,14890993
(주)파워넷,037030,2018/09,69082669,85274731,45874383,89437178,39400348,2697386,22669273,76878194,12821353,219051
(주)파워넷,037030,2019/09,56809810,111811704,50977298,98482348,60834406,3489823,40163934,83332888,14581189,891685
(주)파워넷,037030,2020/09,66724655,127401281,65258150,107586451,62143131,1671597,48309477,90619282,19237241,565251
(주)파워넷,037030,2021/09,89032739,155126628,76900725,153481665,78225903,1090475,53283187,133686357,31441354,675234
(주)파워넷,037030,2022/09,93327220,157630064,87203882,169605980,70426182,1163668,57660388,151852494,32915202,228636
(주)헥토이노베이션,214180,2018/09,130594865,236462524,153851131,77297029,82611392,15426684,68249094,0,0,650448
(주)헥토이노베이션,214180,2019/09,191967815,302890897,218541417,91373952,84349481,19009211,70579178,0,56711,742451
(주)헥토이노베이션,214180,2020/09,254568357,379398888,229016060,122887655,150382828,19578053,134738642,0,8340747,722110
(주)헥토이노베이션,214180,2021/09,282703094,420427639,263569347,161523903,156858292,23593645,141413168,0,9549987,1197092
(주)헥토이노베이션,214180,2022/09,377344451,522388179,277053880,194151080,245334300,21127320,214856672,0,11263152,12466406
(주)헬릭스미스,084990,2018/09,181038539,289667975,160633329,2250754,129034646,-10217510,55945180,325864,2687365,775716
(주)헬릭스미스,084990,2019/09,229361463,433760429,288752586,2776728,145007843,-14307347,13773230,4489332,3265442,1651568
(주)헬릭스미스,084990,2020/09,193418013,331623752,139681754,3289542,191941999,-66860326,105944418,1172923,3436379,1395720
(주)헬릭스미스,084990,2021/09,188056170,307730604,247166908,1471686,60563696,-30312576,56908407,770947,1456771,6010774
(주)헬릭스미스,084990,2022/09,132409292,250867110,192543503,2047929,58323607,-32429332,33508774,1076368,926900,4430112
(주)현대공업,170030,2018/09,94472006,136395535,95020695,109681250,41374839,-1340665,37390251,106038072,8452671,8181264
(주)현대공업,170030,2019/09,93535335,134866357,100615089,121500020,34251268,3181449,30169880,112541671,9277041,7041018
(주)현대공업,170030,2020/09,109382450,153795348,108584842,147549390,45210507,7620992,42545013,132837324,7959947,9533340
(주)현대공업,170030,2021/09,105332474,161464062,121016084,176553573,40447979,8443569,37372195,159213776,8817260,12162304
(주)현대공업,170030,2022/09,115586216,185367418,132904779,197874828,52462638,7346837,49501332,180258328,9240434,4614772
(주)현대바이오랜드,052260,2018/09,67111268,185617745,144556216,74329984,41061529,10722684,17524639,44735157,32111917,313229
(주)현대바이오랜드,052260,2019/09,72332951,208179451,152800665,80214407,55378786,7583690,32152020,51043415,39420760,1409205
(주)현대바이오랜드,052260,2020/09,69495970,208943153,153621858,67978366,55321294,2255318,27629542,44749202,42977388,354598
(주)현대바이오랜드,052260,2021/09,62184049,191093001,146503729,79265890,44589272,9149527,36912616,48641620,26867695,960740
(주)현대바이오랜드,052260,2022/09,71140054,179326767,135253845,79264438,44072921,11527040,43108818,49407593,33431812,0
(주)현대에버다임,041440,2018/09,214837498,297163353,189854907,218176009,107308446,8601258,97252515,182898306,141425158,3080877
(주)현대에버다임,041440,2019/09,206996985,296098284,194485051,189312134,101613232,4723715,89948759,162138956,121220401,758156
(주)현대에버다임,041440,2020/09,187209387,273910192,193216773,190943479,80693419,3726385,66622277,165758890,119683680,2393920
(주)현대에버다임,041440,2021/09,204884243,288644978,189197275,236134123,99447704,6375606,94219935,210122030,128588581,2282053
(주)현대에버다임,041440,2022/09,247885293,318389302,177834553,270779377,140554749,13015693,135724217,232535978,155538875,4304732
(주)홈센타홀딩스,060560,2018/09,63247567,335804892,156727637,173578806,179077255,-8555500,134683379,160348399,6414880,488041
(주)홈센타홀딩스,060560,2019/09,57602475,324768546,140355419,182432464,184413127,-2760276,132543549,166139298,5953167,2930893
(주)홈센타홀딩스,060560,2020/09,74954417,347782191,144294740,185190675,203487451,-125962,125544115,166970160,4597569,4955122
(주)홈센타홀딩스,060560,2021/09,117388955,389538554,192347132,228406158,197191422,6957361,117495144,203026532,19804186,3361063
(주)홈센타홀딩스,060560,2022/09,120381015,403528775,201581434,312684421,201947341,12305839,134030708,279523423,18406832,3128012
