회사명,거래소코드,회계년도,영업이익증가율,순이익증가율,EPS(Earning Per Share)(원),부채비율,매출액영업이익률,PER(Price earnings ratio)(최고),PER(Price earnings ratio)(최저),PBR(Price book-value ratio)(최고),PBR(Price book-value ratio)(최저),PCR(Price cash-flow ratio)(최고),PCR(Price cash-flow ratio)(최저)
(주)더메디팜,118000,2019/12,0,0,-205,70.17,-5.08,0,0,2.65,1.25,0,0
(주)더메디팜,118000,2020/12,0,0,234,69.95,-24.57,25.73,6.1,3.4,0.81,0,0
(주)더메디팜,118000,2021/12,0,-15.08,127,45.15,-13.37,22.96,10.99,1.81,0.86,0,0
(주)더메디팜,118000,2022/12,0,0,-553,31.05,-0.35,0,0,1.88,0.57,0,0
(주)더블유게임즈,192080,2014/12,,,,,,,,,,,
(주)더블유게임즈,192080,2015/12,0,0,2527,3.88,26.05,0,0,0,0,0,0
(주)더블유게임즈,192080,2016/12,41.83,42.97,2952,3.85,29.16,0,0,0,0,0,0
(주)더블유게임즈,192080,2017/12,31.48,-27.59,2204,3.74,36.9,0,0,0,0,0,0
(주)더블유게임즈,192080,2018/12,28.82,148.16,5279,4.22,39.69,0,0,0,0,0,0
(주)더블유게임즈,192080,2019/12,2.3,25.67,6541,6.94,39.14,12.95,7.47,2.23,1.28,19.13,11.03
(주)더블유게임즈,192080,2020/12,22.07,20.51,7851,6.1,40.06,11.83,4.88,2.27,0.94,18.38,7.58
(주)더블유게임즈,192080,2021/12,-21.13,-5.7,7383,15.75,35.37,12.67,7.62,1.86,1.12,23.19,13.96
(주)더블유게임즈,192080,2022/12,-24.51,0,-427,12.63,27.54,0,0,1.74,1.06,26.25,16
(주)더존비즈온,012510,2003/12,0,0,76,115.95,2.33,,,,,,
(주)더존비즈온,012510,2004/12,0,0,-118,77.93,-1.5,,,,,,
(주)더존비즈온,012510,2005/12,0,0,-449,79.16,-36.83,,,,,,
(주)더존비즈온,012510,2006/12,0,0,-2553,107.88,-1.2,,,,,,
(주)더존비즈온,012510,2007/12,0,0,124,133.78,11.34,25.95,13.34,6.34,3.26,18.44,9.48
(주)더존비즈온,012510,2008/12,-32.13,0,-99,195.53,6.55,0,0,4.77,1.07,8.37,1.88
(주)더존비즈온,012510,2009/12,36.23,0,89,72.8,34.52,179.93,7.58,9.93,0.42,55.35,2.33
(주)더존비즈온,012510,2010/12,431.95,1006.33,906,64.2,25.98,32.05,14.53,13.59,6.16,38.48,17.44
(주)더존비즈온,012510,2011/12,-43.34,-78.77,193,137.43,15.37,97.24,29.75,9.47,2.9,18.2,5.57
(주)더존비즈온,012510,2012/12,36.48,228.05,642,119.76,19.17,21.08,10.56,5.64,2.83,19.45,9.75
(주)더존비즈온,012510,2013/12,-22.18,-21.64,503,102.28,14.32,34.29,19.08,6.43,3.58,20.86,11.61
(주)더존비즈온,012510,2014/12,20.61,-26.28,364,76.33,16.92,37.07,19.65,4.88,2.59,10.76,5.71
(주)더존비즈온,012510,2015/12,27.52,103,698,59.93,18.38,33.94,12.66,7.37,2.75,16.78,6.26
(주)더존비즈온,012510,2016/12,36.99,37.09,957,54.23,22.34,27.95,17.08,6.68,4.08,16.01,9.78
(주)더존비즈온,012510,2017/12,30.67,37.19,1313,48.19,25.04,27.45,15.34,7.23,4.04,22.52,12.59
(주)더존비즈온,012510,2018/12,4.58,10.25,1471,55.39,23.68,46.14,21.69,14.06,6.61,32.12,15.1
(주)더존비즈온,012510,2019/12,22.2,15.32,1647,101.67,24.9,48.87,23.51,7.6,3.66,39.86,19.17
(주)더존비즈온,012510,2020/12,16.66,8.5,1724,103.03,24.84,79.64,31.33,12.64,4.97,41.33,16.26
(주)더존비즈온,012510,2021/12,-6.93,-3,1651,81.89,22.34,70.94,43.47,8.68,5.32,55.77,34.18
(주)더존비즈온,012510,2022/12,-35.56,-55.48,656,93.49,15.17,101.03,37.5,6.48,2.4,32.58,12.09
(주)덕성,004830,2003/12,-32.29,-70.23,109,33.61,2.23,,,,,,
(주)덕성,004830,2004/12,7.75,-36.5,65,36.59,1.95,,,,,,
(주)덕성,004830,2005/12,0,111.46,135,49.05,-2.9,,,,,,
(주)덕성,004830,2006/12,0,-47.33,75,36.55,1.79,,,,,,
(주)덕성,004830,2007/12,0,-66.03,24,48.38,-1.08,219.27,119.48,1.74,0.95,0,0
(주)덕성,004830,2008/12,0,36.38,35,43.16,1.82,105.13,28.88,1.11,0.3,13.56,3.72
(주)덕성,004830,2009/12,66.62,572.19,241,40.45,3.43,12.26,5.67,0.82,0.38,9.8,4.53
(주)덕성,004830,2010/12,8.49,-32.9,160,45.82,2.72,34.46,16.55,1.49,0.71,0,0
(주)덕성,004830,2011/12,-80.23,-74.84,39,49.31,0.64,117.64,42.03,1.26,0.45,0,0
(주)덕성,004830,2012/12,808.6,433.22,216,56,5.91,19.78,9.57,1.08,0.52,16.47,7.97
(주)덕성,004830,2013/12,42.51,50.52,326,56.68,7.38,19.34,9.26,1.48,0.71,28.5,13.64
(주)덕성,004830,2014/12,-67.88,-84.15,48,50.82,2.77,77.51,52.46,0.96,0.65,12.55,8.49
(주)덕성,004830,2015/12,-59.8,-31.25,29,47.02,1.2,508.15,77.28,4.25,0.65,45.51,6.92
(주)덕성,004830,2016/12,171.16,463.11,188,57.28,2.37,74.28,27.94,3.39,1.28,519.5,195.42
(주)덕성,004830,2017/12,-19.49,-82.22,33,59.1,1.95,217.02,108.18,1.77,0.88,17.49,8.72
(주)덕성,004830,2018/12,0,0,-131,56.47,-2.08,0,0,1.46,0.66,168.3,76.21
(주)덕성,004830,2019/12,0,0,-126,59.69,1.92,0,0,1.34,0.77,20.45,11.75
(주)덕성,004830,2020/12,133.75,0,195,59.11,3.49,64.81,8.91,3.17,0.44,63.1,8.68
(주)덕성,004830,2021/12,20.2,75.43,337,46.33,4.22,104.62,19.11,6.94,1.27,82.69,15.1
(주)덕성,004830,2022/12,8.96,-5.63,316,45.83,4.21,59.9,13.99,3.7,0.86,31.61,7.38
(주)덴티움,145720,2004/12,,,,,,,,,,,
(주)덴티움,145720,2005/12,0,0,679,168.43,10.69,,,,,,
(주)덴티움,145720,2006/12,105.55,-75.98,163,255.41,15.32,,,,,,
(주)덴티움,145720,2007/12,-89.36,0,-2478,455.45,1.39,0,0,0,0,0,0
(주)덴티움,145720,2008/12,987.84,0,939,461.3,14.06,0,0,0,0,0,0
(주)덴티움,145720,2009/12,122.5,171.67,2783,378.78,23.18,0,0,0,0,0,0
(주)덴티움,145720,2010/12,112.82,241.2,9809,149.53,33.55,0,0,0,0,0,0
(주)덴티움,145720,2011/12,25.37,91.81,1709,120.8,32.42,0,0,0,0,0,0
(주)덴티움,145720,2012/12,-10.36,-23.64,1335,166.95,32.07,0,0,0,0,0,0
(주)덴티움,145720,2013/12,-7.34,1.36,1173,103.12,27.38,0,0,0,0,0,0
(주)덴티움,145720,2014/12,-23.42,2.62,1938,204.18,19.19,0,0,0,0,0,0
(주)덴티움,145720,2015/12,81.35,65.12,3575,133.4,28.39,0,0,0,0,0,0
(주)덴티움,145720,2016/12,17.68,3.97,3717,138.02,28.66,0,0,0,0,0,0
(주)덴티움,145720,2017/12,17.73,5.77,2929,85.27,28.91,35.35,15.08,5.06,2.16,41.1,17.53
(주)덴티움,145720,2018/12,23.49,50.67,4174,113.28,30.02,31.21,16.14,5.59,2.89,0,0
(주)덴티움,145720,2019/12,-37.51,-88.51,479,157.7,13.17,212.28,134.92,4.3,2.73,0,0
(주)덴티움,145720,2020/12,5.98,249.4,1675,120.88,16.2,41.83,20.38,2.78,1.35,9.95,4.85
(주)덴티움,145720,2021/12,82.68,225.33,5450,98.78,23.5,21.76,9.48,3.92,1.71,17.11,7.45
(주)덴티움,145720,2022/12,106.64,30.83,7131,86.87,38.33,19.26,9.49,3.71,1.83,18.47,9.1
(주)도화엔지니어링,002150,2003/12,22.02,36.18,4923,79.89,6.31,,,,,,
(주)도화엔지니어링,002150,2004/12,54.41,55.47,7654,55.39,9.01,,,,,,
(주)도화엔지니어링,002150,2005/12,-22.11,-27.01,5587,58.57,7.15,,,,,,
(주)도화엔지니어링,002150,2006/12,115.4,104.1,11403,41.5,11.03,,,,,,
(주)도화엔지니어링,002150,2007/12,1.94,26.51,1443,40.73,11.15,0,0,0,0,0,0
(주)도화엔지니어링,002150,2008/12,17.72,11.61,1610,37.86,10.86,0,0,0,0,0,0
(주)도화엔지니어링,002150,2009/12,15.38,20.29,1937,101.38,10.57,0,0,0,0,0,0
(주)도화엔지니어링,002150,2010/12,26.8,20.81,2223,48.82,12.84,8.92,6.04,1.46,0.99,16.79,11.36
(주)도화엔지니어링,002150,2011/12,-50.05,-49.89,1040,64.7,7.32,20.03,12.73,1.59,1.01,0,0
(주)도화엔지니어링,002150,2012/12,-94.18,0,-523,60.11,0.43,0,0,1.14,0.7,0,0
(주)도화엔지니어링,002150,2013/12,464.46,0,163,54.38,2.51,79.77,24.91,2.1,0.65,22.53,7.04
(주)도화엔지니어링,002150,2014/12,-71.71,-44.45,92,55.98,0.84,69.59,41.75,1.04,0.62,77.65,46.59
(주)도화엔지니어링,002150,2015/12,136.4,482.75,538,36.17,1.65,10.46,7.05,0.85,0.57,13.45,9.07
(주)도화엔지니어링,002150,2016/12,227.64,-92.9,38,36.47,4.58,161.23,104.77,0.94,0.61,20.98,13.63
(주)도화엔지니어링,002150,2017/12,10.81,849.06,361,37.52,4.14,17.16,12.23,0.91,0.65,17.56,12.52
(주)도화엔지니어링,002150,2018/12,6.97,22.55,436,49.08,4.39,25.59,10.63,1.58,0.65,13.23,5.5
(주)도화엔지니어링,002150,2019/12,49.41,16.06,509,60.23,5.12,31.34,14.85,2.22,1.05,13.75,6.51
(주)도화엔지니어링,002150,2020/12,4.15,29.14,660,65.19,4.5,15.24,7.67,1.35,0.68,9.82,4.94
(주)도화엔지니어링,002150,2021/12,-19.13,-15.72,557,72.37,3.79,18.62,13.1,1.33,0.93,12.02,8.45
(주)도화엔지니어링,002150,2022/12,-54.37,-78.92,118,79.39,1.84,109.46,61.19,1.63,0.91,22.99,12.85
(주)동남합성,023450,2003/12,-5.03,-54.66,998,17.02,2.28,,,,,,
(주)동남합성,023450,2004/12,72.96,29.87,1371,21.09,3.21,,,,,,
(주)동남합성,023450,2005/12,76,85.13,3017,13.73,5.65,,,,,,
(주)동남합성,023450,2006/12,-15.81,-9,2752,13.18,5.47,,,,,,
(주)동남합성,023450,2007/12,-44.16,-21.17,2170,18.91,2.78,20.17,8.73,1.12,0.49,25.94,11.23
(주)동남합성,023450,2008/12,52.93,16.8,2534,20.19,3.85,15.94,8.73,0.97,0.53,0,0
(주)동남합성,023450,2009/12,124,90.68,4589,15.95,8.62,6.55,3.84,0.64,0.37,3.56,2.09
(주)동남합성,023450,2010/12,-39.52,-27.67,2763,16.37,4.64,11.41,6.36,0.76,0.42,0,0
(주)동남합성,023450,2011/12,-35.63,-35.55,1781,40.66,2.5,31.95,10.58,1.32,0.44,0,0
(주)동남합성,023450,2012/12,-49.17,110.2,3740,14.38,1.22,29.33,11.01,2.35,0.88,25.58,9.6
(주)동남합성,023450,2013/12,215.65,-47.78,1949,14.77,3.95,27.5,20.63,1.13,0.84,296.75,222.56
(주)동남합성,023450,2014/12,3.23,15.39,2288,34.24,3.25,21.13,16.57,0.98,0.77,11.15,8.74
(주)동남합성,023450,2015/12,55.13,50.71,3462,27.27,5.01,20.98,11.88,1.37,0.78,14.64,8.29
(주)동남합성,023450,2016/12,110.07,104.55,5866,37.98,7.73,14.73,7.51,1.59,0.81,11.23,5.72
(주)동남합성,023450,2017/12,-88.89,-77.11,1124,79.15,0.65,69.92,46.8,2.26,1.51,12.91,8.64
(주)동남합성,023450,2018/12,791.09,261.57,4492,47.32,5.73,14.77,12.66,1.51,1.3,5.29,4.53
(주)동남합성,023450,2019/12,23.26,204.61,4926,27.66,7.8,15.63,4.63,3.76,1.11,100.31,29.7
(주)동남합성,023450,2020/12,37.3,-44.24,2763,65.86,10.8,19.11,8.74,3.9,1.78,0,0
(주)동남합성,023450,2021/12,10.46,17.88,3271,95.85,9.3,22.07,13.25,5.63,3.38,20.63,12.39
(주)동남합성,023450,2022/12,-9.7,-9.42,2983,84.07,6.96,22.06,17.27,4.81,3.76,18.17,14.23
(주)동방,004140,2003/12,21.73,60.32,1592,248.5,4.59,,,,,,
(주)동방,004140,2004/12,35.81,32.11,2009,239.57,5.77,,,,,,
(주)동방,004140,2005/12,6.22,-22.23,1563,256.37,5.7,,,,,,
(주)동방,004140,2006/12,10.08,49.24,1996,215.51,5.6,,,,,,
(주)동방,004140,2007/12,12.05,-42.91,950,202.74,5.59,44.84,15.04,1.92,0.64,20.36,6.83
(주)동방,004140,2008/12,0.65,0,-298,209.36,4.54,0,0,1.35,0.04,5.39,0.17
(주)동방,004140,2009/12,-2.59,0,176,198.08,4.57,20.15,10.38,0.56,0.29,3.83,1.97
(주)동방,004140,2010/12,-55.47,-60.26,72,231.88,2.03,49.95,27.18,0.61,0.33,14.61,7.95
(주)동방,004140,2011/12,98.56,101.68,145,261.16,3.69,36.4,13.22,0.89,0.32,3.31,1.2
(주)동방,004140,2012/12,-6.74,-32.98,97,287.58,3.35,83.66,26.3,1.31,0.41,0,0
(주)동방,004140,2013/12,-75,0,-851,309.64,0.82,0,0,0.9,0.41,4.97,2.25
(주)동방,004140,2014/12,66.06,0,-333,320.44,1.33,0,0,0.58,0.36,2.43,1.5
(주)동방,004140,2015/12,247.98,0,-192,342.08,4.5,0,0,0.98,0.45,1.67,0.77
(주)동방,004140,2016/12,83.94,0,396,218.65,9.22,10.75,5.12,0.73,0.35,7.75,3.69
(주)동방,004140,2017/12,-61.77,0,-541,258.03,2.01,0,0,0.75,0.44,8.32,4.85
(주)동방,004140,2018/12,32.7,0,107,315.16,2.32,29.04,11.69,1,0.4,6.16,2.48
(주)동방,004140,2019/12,64.2,0,-258,469.15,3.14,0,0,0.94,0.51,4.2,2.29
(주)동방,004140,2020/12,30.35,0,8,383.74,4.25,369.38,186.07,1.15,0.58,8.58,4.32
(주)동방,004140,2021/12,-3.35,0,-181,343.69,4,0,0,5.53,0.83,24.78,3.7
(주)동방,004140,2022/12,15.71,0,168,336.31,3.63,24.87,11.65,1.86,0.87,4.63,2.17
(주)동방아그로,007590,2003/12,-42.1,-39.58,452,44.87,11.6,,,,,,
(주)동방아그로,007590,2004/12,-22.68,5.23,476,42.12,8.29,,,,,,
(주)동방아그로,007590,2005/12,74.89,47.82,703,38.79,13.15,,,,,,
(주)동방아그로,007590,2006/12,23.42,11.21,759,36.49,14.64,,,,,,
(주)동방아그로,007590,2007/12,-2.91,-0.71,731,27.45,13.78,10.66,5.75,1.09,0.59,30.43,16.42
(주)동방아그로,007590,2008/12,-18.31,-39.91,439,32.16,10.11,18.24,13.52,1.08,0.8,23.07,17.1
(주)동방아그로,007590,2009/12,10.53,76.61,776,31.32,9.43,11.88,8.63,1.15,0.83,34.86,25.32
(주)동방아그로,007590,2010/12,-21.5,-31.74,530,28.45,8.11,15.94,12.93,1.01,0.82,6.63,5.38
(주)동방아그로,007590,2011/12,-18.16,-5.07,503,32.73,6.5,15.92,13.36,0.92,0.77,6.58,5.52
(주)동방아그로,007590,2012/12,-2.81,-16.61,426,33.86,6.24,19.87,16.05,0.95,0.77,66.75,53.91
(주)동방아그로,007590,2013/12,20.08,18.69,521,33.88,7.23,16.1,13.68,0.91,0.77,5.4,4.58
(주)동방아그로,007590,2014/12,24.72,21.87,649,34.76,8.59,15.47,11.24,1.01,0.74,12.84,9.33
(주)동방아그로,007590,2015/12,-14.73,-24.68,488,38.14,7.25,29.8,14.03,1.43,0.67,59.17,27.87
(주)동방아그로,007590,2016/12,-27.69,3.39,505,34.26,5.24,19.76,13.9,0.95,0.67,51.59,36.3
(주)동방아그로,007590,2017/12,10.24,1.32,512,38.9,5.59,16.93,15.39,0.81,0.73,10.83,9.85
(주)동방아그로,007590,2018/12,1.15,2.67,525,39.84,5.61,24.13,13.43,1.15,0.64,53.02,29.51
(주)동방아그로,007590,2019/12,13.9,4.78,550,41.76,6.22,18.55,13.24,0.9,0.64,31.88,22.76
(주)동방아그로,007590,2020/12,20.39,4.8,567,38.51,7.2,14.96,9.16,0.73,0.45,15.13,9.26
(주)동방아그로,007590,2021/12,-12.07,4.25,569,39.24,6.12,20.3,12.22,1,0.6,9.55,5.75
(주)동방아그로,007590,2022/12,14.01,-3.23,544,43.86,6.36,17.55,12.08,0.82,0.56,18.37,12.65
(주)동서,026960,2003/12,32.16,11.59,1812,32.96,10.82,,,,,,
(주)동서,026960,2004/12,10.83,0.71,1820,17.97,9.67,,,,,,
(주)동서,026960,2005/12,1.78,25.08,2276,19.46,9.77,,,,,,
(주)동서,026960,2006/12,7.01,-4.44,2175,13.97,10.37,,,,,,
(주)동서,026960,2007/12,4.1,19.69,2603,16.56,10.19,0,0,0,0,0,0
(주)동서,026960,2008/12,22.71,17.85,3068,14.74,10.42,0,0,0,0,0,0
(주)동서,026960,2009/12,37.03,19.64,3670,12.38,13.05,0,0,0,0,0,0
(주)동서,026960,2010/12,5.22,8.36,3977,12.45,11.99,0,0,0,0,0,0
(주)동서,026960,2011/12,-7.65,-22.36,3088,12.26,9.62,0,0,0,0,0,0
(주)동서,026960,2012/12,1.47,7.36,1657,10.05,9.43,0,0,0,0,0,0
(주)동서,026960,2013/12,-0.52,-1.42,967,9.49,9.29,0,0,0,0,0,0
(주)동서,026960,2014/12,2.65,3.03,996,7.63,8.95,0,0,0,0,0,0
(주)동서,026960,2015/12,-12.12,-5.67,940,8.27,7.72,0,0,0,0,0,0
(주)동서,026960,2016/12,-7.31,27.57,1199,10.65,7.08,29.06,21.15,3.12,2.27,35.52,25.84
(주)동서,026960,2017/12,1.66,2.7,1232,10.77,6.68,27.44,20.1,2.92,2.14,34.96,25.61
(주)동서,026960,2018/12,-14.42,-4.58,1179,10.32,5.81,25.47,13.89,2.49,1.36,34.2,18.65
(주)동서,026960,2019/12,-10.47,17.39,1388,8.89,5.83,15.94,12.09,1.72,1.31,17.72,13.43
(주)동서,026960,2020/12,31.05,-14.66,1184,8.79,7.65,31.31,12.07,2.79,1.08,48.45,18.68
(주)동서,026960,2021/12,-1.89,-3,1149,8.91,6.67,39.14,24.89,3.26,2.07,54.53,34.68
(주)동서,026960,2022/12,4.8,48.08,1701,4.9,6.71,18.65,11.43,2.15,1.32,37.86,23.21
(주)동성케미컬,102260,2008/12,,,,,,,,,,,
(주)동성케미컬,102260,2009/12,0,0,223,42.78,2.56,60.38,24.38,0.44,0.18,0,0
(주)동성케미컬,102260,2010/12,876.59,107.52,416,37.97,20.3,28.1,17.25,0.43,0.26,0,0
(주)동성케미컬,102260,2011/12,77.71,-81.07,15,41.46,43.38,830.08,116.35,2.3,0.32,264.74,37.11
(주)동성케미컬,102260,2012/12,-49.23,2823.43,387,30.1,23.98,17.92,8.81,1.32,0.65,0,0
(주)동성케미컬,102260,2013/12,22.19,-35.28,243,33.78,22.42,41.32,23.43,1.59,0.9,0,0
(주)동성케미컬,102260,2014/12,16.88,0,-72,40.56,23.18,0,0,1.69,1.07,85.02,53.76
(주)동성케미컬,102260,2015/12,223.04,0,77,42.84,9.52,123.97,71.09,1.68,0.96,66.08,37.89
(주)동성케미컬,102260,2016/12,119.79,442.6,379,49.16,11.25,20.69,16.09,1.48,1.15,11.19,8.7
(주)동성케미컬,102260,2017/12,29.53,70.78,645,51.89,11.39,11.11,8.8,1.25,0.99,15.72,12.45
(주)동성케미컬,102260,2018/12,-74.88,0,-16,49.91,2.7,0,0,1.34,0.9,24.15,16.12
(주)동성케미컬,102260,2019/12,0,0,-65,50.26,-0.27,0,0,1.22,0.97,15.26,12.15
(주)동성케미컬,102260,2020/12,0,0,-11,50.07,2.46,0,0,1.08,0.42,9.58,3.77
(주)동성케미컬,102260,2021/12,30.6,0,304,38.39,1.82,22.34,15.5,1.02,0.71,71.25,49.42
(주)동성케미컬,102260,2022/12,326.3,-7.54,276,41.07,5.49,19.35,13.93,0.81,0.58,5.98,4.3
(주)동아지질,028100,2003/12,-10.68,0.64,2571,154.07,2.51,,,,,,
(주)동아지질,028100,2004/12,5.39,30.9,3365,166.63,2.44,,,,,,
(주)동아지질,028100,2005/12,55.98,41.68,5075,132.87,3.48,,,,,,
(주)동아지질,028100,2006/12,-4.57,-6,6369,162.3,3.37,,,,,,
(주)동아지질,028100,2007/12,80.54,66.25,9053,154.08,3.92,0,0,0,0,0,0
(주)동아지질,028100,2008/12,-12.12,-4.27,867,153.78,3.22,0,0,0,0,0,0
(주)동아지질,028100,2009/12,58.29,65.59,1154,66.19,4.78,18.45,10.24,2.02,1.12,8.99,4.99
(주)동아지질,028100,2010/12,8.87,10.84,1125,57.07,4.68,17.08,11.88,1.95,1.36,10.06,7
(주)동아지질,028100,2011/12,-67.98,-51.89,542,57.63,1.86,31.75,16.91,1.58,0.84,0,0
(주)동아지질,028100,2012/12,94.19,41.15,765,67.34,3.28,17.1,11.31,1.13,0.75,4.22,2.79
(주)동아지질,028100,2013/12,-45.73,-65.45,264,65.07,1.53,48.14,30.08,1.09,0.68,0,0
(주)동아지질,028100,2014/12,-48.36,27.62,337,65.48,0.88,31.39,22.06,0.89,0.63,3.97,2.79
(주)동아지질,028100,2015/12,43.61,19.94,404,85.07,1.25,23.75,17.82,0.79,0.59,6.33,4.75
(주)동아지질,028100,2016/12,277.94,124.66,909,98.8,4.29,13.66,7.91,0.96,0.55,2.76,1.6
(주)동아지질,028100,2017/12,48.65,37.71,1251,65.27,6.05,12.77,7.48,1.2,0.7,4.74,2.78
(주)동아지질,028100,2018/12,39.43,51.48,1895,62.2,7.94,15.17,6.17,1.89,0.77,6.1,2.48
(주)동아지질,028100,2019/12,-19.62,-14.69,1617,66.01,6.05,18.57,9.79,1.78,0.94,20.93,11.03
(주)동아지질,028100,2020/12,-85.6,-87.07,209,74.71,1.05,94.19,48.38,1.17,0.6,9.2,4.73
(주)동아지질,028100,2021/12,23.16,110.12,439,71.21,1.41,55.6,36.14,1.39,0.9,8.79,5.72
(주)동아지질,028100,2022/12,0,0,-1683,67.56,-11.44,0,0,1.4,0.79,9.53,5.38
(주)동양,001520,2003/12,-39.75,0,56,836.87,2.95,,,,,,
(주)동양,001520,2004/12,-94.05,0,-891,1238.48,0.3,,,,,,
(주)동양,001520,2005/12,580.18,0,-2057,654.73,0.94,,,,,,
(주)동양,001520,2006/12,0,0,519,325.26,-4.04,,,,,,
(주)동양,001520,2007/12,0,0,-389,221.33,-3.39,0,0,5.09,2.14,100.09,42.01
(주)동양,001520,2008/12,0,0,-2376,409.07,-2.7,0,0,7.11,1.15,0,0
(주)동양,001520,2009/12,0,0,-1117,501.22,-1.29,0,0,4.57,1.59,0,0
(주)동양,001520,2010/12,0,0,-2029,0,-0.15,0,0,0,0,0,0
(주)동양,001520,2011/12,0,0,-314,633.72,6.09,0,0,21.43,5.51,0,0
(주)동양,001520,2012/12,50.38,0,36,589.31,7.64,42.79,15.68,3,1.1,0,0
(주)동양,001520,2013/12,0,0,-3147,0,-12.58,0,0,0,0,10.32,1.47
(주)동양,001520,2014/12,0,0,3405,104.68,6.07,0.54,0.11,0.92,0.18,6.31,1.25
(주)동양,001520,2015/12,1.39,0.07,2695,16.05,5.42,1.3,0.33,0.88,0.23,24.61,6.31
(주)동양,001520,2016/12,-77.06,-98.11,55,7.93,1.13,73.26,48.41,1.06,0.7,0,0
(주)동양,001520,2017/12,126.6,41.49,82,7.45,2.27,43.28,23.89,0.89,0.49,0,0
(주)동양,001520,2018/12,-27.9,1.73,84,7.06,1.92,32.88,20.58,0.68,0.42,14.9,9.33
(주)동양,001520,2019/12,-58.17,0,-84,13.37,0.75,0,0,0.62,0.34,14.51,7.99
(주)동양,001520,2020/12,-26.15,0,-91,16.84,0.48,0,0,0.58,0.23,26.59,10.41
(주)동양,001520,2021/12,480.76,0,48,22.31,2.35,69.88,29.36,0.85,0.36,26.11,10.97
(주)동양,001520,2022/12,65.23,0,-107,20.84,3.27,0,0,0.55,0.29,0,0
(주)동양고속,084670,2005/12,,,,,,,,,,,
(주)동양고속,084670,2006/12,0,0,1664,32.49,6.02,,,,,,
(주)동양고속,084670,2007/12,116.95,174.29,2980,18.24,10.63,11.41,4.19,1.5,0.55,5.05,1.86
(주)동양고속,084670,2008/12,1.36,19.57,3563,29.18,10.17,9.37,5.94,1.42,0.9,4.14,2.62
(주)동양고속,084670,2009/12,25.79,46.29,5213,17.72,13.1,5.76,3.3,0.99,0.57,3.36,1.93
(주)동양고속,084670,2010/12,-1.93,-7.47,4824,62.94,12.57,6.22,4.13,0.85,0.56,4.08,2.71
(주)동양고속,084670,2011/12,11.43,-58,2026,130.77,13.55,10.49,6.66,0.59,0.38,3.29,2.09
(주)동양고속,084670,2012/12,-14.42,-21.96,1581,87.05,11.36,15.27,10.5,0.66,0.46,4.47,3.07
(주)동양고속,084670,2013/12,5.03,109.15,3307,87.1,10.84,8.41,6.06,0.76,0.54,3.36,2.42
(주)동양고속,084670,2014/12,53.13,32.02,4366,81.24,15.48,8.91,4.58,0.98,0.5,4.74,2.44
(주)동양고속,084670,2015/12,-25.06,-25.42,3256,84.92,11.65,13.61,10.01,1.08,0.79,5.72,4.21
(주)동양고속,084670,2016/12,24.3,52.74,5070,81.75,12.64,8.12,6.1,0.93,0.7,6.13,4.6
(주)동양고속,084670,2017/12,-62.19,-67.53,1693,68.15,5.24,28.73,20.54,1.1,0.79,6.93,4.95
(주)동양고속,084670,2018/12,-35.95,-62.76,537,69.41,3.6,72.03,43.16,1.13,0.67,12.2,7.31
(주)동양고속,084670,2019/12,111.78,1765.51,10992,41.43,7.18,2.89,2.3,0.75,0.6,4.87,3.87
(주)동양고속,084670,2020/12,0,0,-6234,57,-26.19,0,0,1.07,0.68,0,0
(주)동양고속,084670,2021/12,0,0,-9141,100.11,-26.95,0,0,1.1,0.6,0,0
(주)동양고속,084670,2022/12,0,0,-4902,120.47,-10.6,0,0,0.81,0.49,0,0
(주)동원에프앤비,049770,2003/12,-8.44,-2.83,9397,72.81,6.62,,,,,,
(주)동원에프앤비,049770,2004/12,-27.21,-23.14,7223,106.12,4.46,,,,,,
(주)동원에프앤비,049770,2005/12,-27.08,-44.01,4044,88.41,3.21,,,,,,
(주)동원에프앤비,049770,2006/12,-3.84,12.04,4531,94.57,2.88,,,,,,
(주)동원에프앤비,049770,2007/12,-9.83,-39.01,2763,78.01,2.49,30.94,18.82,1.16,0.7,9.39,5.71
(주)동원에프앤비,049770,2008/12,23.65,-26.85,2021,110.41,2.95,28.75,7.08,0.8,0.2,0,0
(주)동원에프앤비,049770,2009/12,68.69,271.47,7508,74.23,4.68,6.65,3.19,0.52,0.25,1.51,0.72
(주)동원에프앤비,049770,2010/12,1.82,17.17,8599,82.56,3.72,7.96,5.82,0.67,0.49,46.02,33.6
(주)동원에프앤비,049770,2011/12,22.79,26.8,9114,83.94,4.24,8.52,4.64,0.83,0.45,0,0
(주)동원에프앤비,049770,2012/12,-45.72,-46.93,4807,97,2.12,16.58,12.11,0.82,0.6,10.53,7.69
(주)동원에프앤비,049770,2013/12,51.28,39.93,6726,76.44,3.07,21.48,10.78,1.43,0.72,7.36,3.69
(주)동원에프앤비,049770,2014/12,59.11,68.72,11349,69.32,4.55,32.91,11.1,3.35,1.13,18.54,6.26
(주)동원에프앤비,049770,2015/12,-13.67,-9.85,10232,67.78,3.82,58.93,25.9,5.05,2.22,43.46,19.1
(주)동원에프앤비,049770,2016/12,-15.31,-15.7,8625,76.96,3.04,47.13,22.26,3.26,1.54,17.81,8.41
(주)동원에프앤비,049770,2017/12,-1.34,-3.7,8306,102.46,2.8,32.99,21.13,2.09,1.34,87.13,55.81
