회사명,거래소코드,회계년도,영업이익증가율,순이익증가율,EPS(Earning Per Share)(원),부채비율,매출액영업이익률,PER(Price earnings ratio)(최고),PER(Price earnings ratio)(최저),PBR(Price book-value ratio)(최고),PBR(Price book-value ratio)(최저),PCR(Price cash-flow ratio)(최고),PCR(Price cash-flow ratio)(최저)
(주)경동나비엔,009450,2022/12,26.92,-29.84,3023,75.88,5.99,21.77,11,2.47,1.25,33.38,16.87
(주)경동도시가스,267290,2017/12,,,,,,,,,,,
(주)경동도시가스,267290,2018/12,0,0,7210,143.41,2.68,7.32,4.46,0.82,0.5,2.07,1.26
(주)경동도시가스,267290,2019/12,-35.66,-28.33,4135,121.34,1.95,7.67,3.93,0.58,0.3,5.56,2.85
(주)경동도시가스,267290,2020/12,-35.5,-22.75,3194,96.46,1.64,7.1,3.78,0.39,0.21,0,0
(주)경동도시가스,267290,2021/12,50.28,17.99,3768,141.35,1.84,7.4,4.7,0.46,0.29,1.19,0.75
(주)경동도시가스,267290,2022/12,-6.62,5.81,3988,171.22,1.09,9.42,4.96,0.58,0.31,4.24,2.23
(주)경동인베스트,012320,2003/12,-9.71,4.83,4924,85.9,5.05,,,,,,
(주)경동인베스트,012320,2004/12,-14.36,-5.02,4677,85.39,4.24,,,,,,
(주)경동인베스트,012320,2005/12,16,11.23,5202,88.1,4.02,,,,,,
(주)경동인베스트,012320,2006/12,14.67,13.12,5885,85.83,3.78,,,,,,
(주)경동인베스트,012320,2007/12,-0.71,14.84,6758,91.69,3.39,12.25,4.9,1.29,0.52,6.96,2.78
(주)경동인베스트,012320,2008/12,64.82,29.95,8782,91.91,3.85,7.17,3.64,0.88,0.45,2.84,1.44
(주)경동인베스트,012320,2009/12,-25.52,-13.13,7629,107.8,2.74,7.26,5.05,0.7,0.48,3.24,2.25
(주)경동인베스트,012320,2010/12,57.89,63.1,11311,114.82,3.14,3.91,3.22,0.53,0.44,1.48,1.22
(주)경동인베스트,012320,2011/12,33.41,26.98,14366,127.94,2.98,4.04,2.93,0.5,0.36,2.24,1.63
(주)경동인베스트,012320,2012/12,-4.32,13.71,16337,149.17,2.14,4.96,3.2,0.62,0.4,1.82,1.18
(주)경동인베스트,012320,2013/12,-9.35,-18.74,13276,124.72,1.75,7.46,5.43,0.68,0.5,6.29,4.58
(주)경동인베스트,012320,2014/12,-18.96,-3.06,12870,96.34,1.58,10.34,7.38,0.85,0.61,28.21,20.13
(주)경동인베스트,012320,2015/12,-51.38,0,-1750,68.89,1.36,0,0,0.85,0.57,0,0
(주)경동인베스트,012320,2016/12,27.97,0,4833,62.48,2.31,19.17,12.59,0.58,0.38,9.63,6.32
(주)경동인베스트,012320,2017/12,0,-55.68,3061,2.66,-368.51,31.06,14.18,0.73,0.34,4.54,2.07
(주)경동인베스트,012320,2018/12,0,-78.27,693,2.69,-2.17,114.12,52.56,0.58,0.27,103.98,47.89
(주)경동인베스트,012320,2019/12,0,0,-404,2.68,-1.11,0,0,0.38,0.24,114.72,71.1
(주)경동인베스트,012320,2020/12,0,0,598,0.47,6.07,71.87,29.97,0.31,0.13,0,0
(주)경동인베스트,012320,2021/12,32.13,-72.72,164,0.39,6.97,336.86,186.3,0.4,0.22,146.17,80.84
(주)경동인베스트,012320,2022/12,248.95,0,-3407,0.47,18.77,0,0,1.13,0.23,153.12,30.79
(주)경방,000050,2003/12,0,-94.69,91,36.41,-0.7,,,,,,
(주)경방,000050,2004/12,0,0,-4578,34.92,-3.99,,,,,,
(주)경방,000050,2005/12,0,0,374,32.38,2.09,,,,,,
(주)경방,000050,2006/12,0,0,-10516,64.44,-1.54,,,,,,
(주)경방,000050,2007/12,0,0,29318,33.34,-8.64,9.73,4.33,1.4,0.62,0,0
(주)경방,000050,2008/12,0,0,-7243,92.27,0.71,0,0,1.02,0.24,0,0
(주)경방,000050,2009/12,0,0,3144,92.15,-5.41,56.16,17.81,0.48,0.15,14.81,4.7
(주)경방,000050,2010/12,0,242.92,10781,81.63,15.32,13.01,9.36,0.37,0.27,13.47,9.69
(주)경방,000050,2011/12,-45.87,0,-884,96.85,8.19,0,0,0.45,0.26,0,0
(주)경방,000050,2012/12,-63.5,0,-3432,94.36,3.1,0,0,0.43,0.26,10.5,6.39
(주)경방,000050,2013/12,335.67,0,6071,83.97,13.56,24.26,13.4,0.54,0.3,7.27,4.02
(주)경방,000050,2014/12,-10.6,-5.75,5193,95.68,12.49,38.52,20.7,0.85,0.45,18.54,9.97
(주)경방,000050,2015/12,20.36,51.76,7881,87.49,12.55,33.63,19.54,1.09,0.63,16.48,9.58
(주)경방,000050,2016/12,10.22,43.38,1130,79.22,13.56,19.47,1.35,0.88,0.06,9.77,0.68
(주)경방,000050,2017/12,-7.44,-17.1,937,68.65,13.68,18.1,13.99,0.66,0.51,9.06,7
(주)경방,000050,2018/12,-1.11,13.7,1070,68.21,13.96,16.01,9.67,0.65,0.39,15.88,9.59
(주)경방,000050,2019/12,-0.01,-23.89,831,75,15.37,15.48,11.29,0.47,0.34,5.27,3.84
(주)경방,000050,2020/12,-34.89,17.04,996,59.64,11.22,16.02,7.11,0.55,0.25,8.95,3.98
(주)경방,000050,2021/12,13.04,-10.4,912,58.36,10.55,18.47,13.53,0.56,0.41,0,0
(주)경방,000050,2022/12,28.66,0,-103,50.19,13.68,0,0,0.64,0.38,8.58,5.02
(주)경보제약,214390,2003/12,53.74,0,96,323.85,16.03,,,,,,
(주)경보제약,214390,2004/12,-28.15,13.48,69,153.97,10.92,,,,,,
(주)경보제약,214390,2005/12,-93.33,0,-3705,369.34,0.73,,,,,,
(주)경보제약,214390,2006/12,1446.45,0,130,421.15,8.7,,,,,,
(주)경보제약,214390,2007/12,-50.1,0,-4031,861.99,4.21,0,0,0,0,0,0
(주)경보제약,214390,2008/12,240.94,0,1827,507.21,10.25,0,0,0,0,0,0
(주)경보제약,214390,2009/12,42.98,100.27,3660,320.98,10.57,0,0,0,0,0,0
(주)경보제약,214390,2010/12,36.52,26.06,4614,230.35,12.53,0,0,0,0,0,0
(주)경보제약,214390,2011/12,-11.93,-20.92,3649,191.26,11.02,0,0,0,0,0,0
(주)경보제약,214390,2012/12,45.78,84.87,6745,123.25,14.75,0,0,0,0,0,0
(주)경보제약,214390,2013/12,9.04,16.85,7882,101,15.16,0,0,0,0,0,0
(주)경보제약,214390,2014/12,12.54,-49.08,4036,145.92,16.3,0,0,0,0,0,0
(주)경보제약,214390,2015/12,-7.36,202.34,1147,59.17,14.4,33.51,11.01,7.64,2.51,206.37,67.81
(주)경보제약,214390,2016/12,-39.16,-51.34,531,57.44,8.35,42.9,21.92,4.49,2.3,21.52,11
(주)경보제약,214390,2017/12,57.67,41.38,751,44.77,12.83,19.7,14.37,2.66,1.94,13.71,10.01
(주)경보제약,214390,2018/12,-29.77,-26.98,549,48.73,8.58,31.44,16.95,2.91,1.57,0,0
(주)경보제약,214390,2019/12,-64.13,-59.7,221,59.43,3.23,52.24,33.2,1.93,1.22,11.67,7.41
(주)경보제약,214390,2020/12,39.83,77.94,393,62.27,4.02,57.45,11.64,3.59,0.73,25.98,5.27
(주)경보제약,214390,2021/12,0,0,-314,62.65,-3.88,0,0,3.17,1.36,24.88,10.67
(주)경보제약,214390,2022/12,0,0,26,67.39,0.71,434.61,190.87,1.91,0.84,26.2,11.51
(주)경인양행,012610,2003/12,-45.89,-34.63,1461,48.26,3.28,,,,,,
(주)경인양행,012610,2004/12,-16.9,42.94,1676,51.34,2.51,,,,,,
(주)경인양행,012610,2005/12,-90.67,-41.1,948,46.56,0.25,,,,,,
(주)경인양행,012610,2006/12,0,-65.13,296,42.13,-0.57,,,,,,
(주)경인양행,012610,2007/12,0,380.66,1443,71.36,2.79,13.59,7.86,0.84,0.48,0,0
(주)경인양행,012610,2008/12,210.36,203.19,3547,62.47,6.41,7.38,3.89,0.96,0.51,0,0
(주)경인양행,012610,2009/12,-38.53,-10.13,312,46.35,3.83,119.95,7.22,9.41,0.57,78.97,4.75
(주)경인양행,012610,2010/12,-89.67,-45.38,170,55.49,0.34,24.39,16.14,1.03,0.68,0,0
(주)경인양행,012610,2011/12,267.41,-55.87,76,54.72,1.46,59.44,25.35,1.06,0.45,16.54,7.05
(주)경인양행,012610,2012/12,60.26,60.49,121,48.69,2.13,37.37,19.02,1.05,0.54,11.21,5.71
(주)경인양행,012610,2013/12,301.69,175.44,318,54.19,6.6,15.99,8.54,1.13,0.61,0,0
(주)경인양행,012610,2014/12,-9.17,-26.26,233,43.39,5.76,36,16.89,1.79,0.84,21.67,10.17
(주)경인양행,012610,2015/12,-99.32,-98.82,3,47.27,0.04,2352.35,1208.16,1.39,0.71,0,0
(주)경인양행,012610,2016/12,2843.15,3370.59,94,51.83,1.23,76.89,34.16,1.53,0.68,34.01,15.11
(주)경인양행,012610,2017/12,-92.76,-85.74,13,55.58,0.08,524.65,279.82,1.49,0.8,427.19,227.83
(주)경인양행,012610,2018/12,7421.82,1296.59,186,73.99,5.38,40.51,25.59,1.57,0.99,329.61,208.22
(주)경인양행,012610,2019/12,18.38,-35.34,118,89.5,5.78,85.88,46.23,2.11,1.14,0,0
(주)경인양행,012610,2020/12,0,0,-250,101.53,-2.54,0,0,2.34,0.8,11.57,3.95
(주)경인양행,012610,2021/12,0,0,435,121.84,5.83,18.09,13.58,1.62,1.22,242.45,181.99
(주)경인양행,012610,2022/12,-32.15,-57.4,185,86.51,4.44,41.9,22.01,1.55,0.81,15.1,7.93
(주)광명전기,017040,2003/11,179.24,108.79,69,22.58,7.9,,,,,,
(주)광명전기,017040,2004/11,-90.1,-0.24,68,40.22,0.84,,,,,,
(주)광명전기,017040,2005/12,0,0,123,54.46,-0.76,,,,,,
(주)광명전기,017040,2006/12,0,12.54,128,33.82,2.17,,,,,,
(주)광명전기,017040,2007/12,-67.94,-82.18,22,46.44,0.89,187.58,33.27,3.09,0.55,23.92,4.24
(주)광명전기,017040,2008/12,58.43,0,-12,67.25,1,0,0,1.53,0.34,0,0
(주)광명전기,017040,2009/12,246.97,0,7,58.52,3.23,323.46,96.1,1.65,0.49,12.88,3.83
(주)광명전기,017040,2010/12,30.08,14.77,8,68.55,3.39,434.93,153.72,2.54,0.9,19.9,7.04
(주)광명전기,017040,2011/12,-35.83,0,-2,75.46,2.56,0,0,3.07,1.14,91.36,33.91
(주)광명전기,017040,2012/12,140.34,0,-36,89.02,4.5,0,0,3.83,1.84,168.03,80.91
(주)광명전기,017040,2013/12,136.76,0,122,73.51,9.35,26.94,15.9,2.47,1.46,231.92,136.9
(주)광명전기,017040,2014/12,21.63,31.64,161,77.36,8.87,16.61,12.54,1.8,1.36,13.8,10.42
(주)광명전기,017040,2015/12,-62.61,-50.67,79,51.13,4.13,34.24,25.18,1.74,1.28,8.59,6.32
(주)광명전기,017040,2016/12,-0.54,353.52,360,45.25,3.94,12.19,4.55,2.29,0.86,67.63,25.26
(주)광명전기,017040,2017/12,-1.68,0,-31,50.86,3.57,0,0,1.86,1.21,29.11,18.91
(주)광명전기,017040,2018/12,-20.88,0,73,41.11,3.06,74.9,29.01,2.81,1.09,0,0
(주)광명전기,017040,2019/12,146.15,103.31,149,49.27,5.85,22.81,11.52,1.64,0.83,6.25,3.16
(주)광명전기,017040,2020/12,-35.32,-24.39,113,51.25,4.2,21.97,9.3,1.13,0.48,15.07,6.38
(주)광명전기,017040,2021/12,-50.86,-6.2,106,46.27,1.89,42.87,18.65,1.95,0.85,0,0
(주)광명전기,017040,2022/12,86.72,-9.49,96,46.33,3.33,45.39,19.62,1.84,0.79,0,0
(주)광주신세계,037710,2003/12,-25.65,-29.32,9354,62.43,19.22,,,,,,
(주)광주신세계,037710,2004/12,-0.89,-18.01,7669,53.37,20.54,,,,,,
(주)광주신세계,037710,2005/12,22.93,54.33,11835,39.03,26.28,,,,,,
(주)광주신세계,037710,2006/12,15.75,12.06,13263,42.28,19.92,,,,,,
(주)광주신세계,037710,2007/12,26.46,29.04,17115,37.61,19.79,11.42,7.86,2.01,1.38,7.85,5.4
(주)광주신세계,037710,2008/12,7.51,13.54,19433,29.15,20.68,7.62,3.52,1.28,0.59,6.71,3.1
(주)광주신세계,037710,2009/12,10.08,17.45,22825,27.12,22.57,5.83,3.97,0.97,0.66,4.28,2.91
(주)광주신세계,037710,2010/12,21.77,20.82,27576,25.58,24.74,7.2,4.48,1.21,0.76,5.42,3.37
(주)광주신세계,037710,2011/12,10.84,18.49,32676,22.74,26.61,6.12,4.59,1.04,0.78,5.52,4.14
(주)광주신세계,037710,2012/12,-0.43,2.85,33606,19.09,27.21,7.29,5,1.09,0.75,6.96,4.77
(주)광주신세계,037710,2013/12,-3.79,-9.67,30356,60.6,27.1,10.01,7.46,1.2,0.89,8.48,6.32
(주)광주신세계,037710,2014/12,-7.41,-13.04,26397,45.5,25.31,12.75,8.75,1.21,0.83,10.72,7.36
(주)광주신세계,037710,2015/12,5.67,8.68,28688,34.21,26.68,13.4,9.08,1.26,0.85,11.8,8
(주)광주신세계,037710,2016/12,2.33,-0.76,28471,22.69,26.64,9.97,8.15,0.86,0.7,9.07,7.41
(주)광주신세계,037710,2017/12,0.43,5.03,29904,13.06,26.85,9,7.36,0.75,0.61,8.39,6.86
(주)광주신세계,037710,2018/12,-11.05,-5.75,28183,12.17,37.03,8.73,5.85,0.64,0.43,7.31,4.9
(주)광주신세계,037710,2019/12,10.05,5.71,29953,13.8,35.58,7,5.22,0.51,0.38,4.49,3.35
(주)광주신세계,037710,2020/12,-12.33,-9.46,27120,12.34,32.75,6.73,4.13,0.42,0.26,5.73,3.52
(주)광주신세계,037710,2021/12,25.43,21.39,32922,14.28,35.65,7.37,4.53,0.53,0.32,4.98,3.06
(주)광주신세계,037710,2022/12,8.24,8.69,7157,15.64,35.48,27.82,4.36,2.05,0.32,23.14,3.63
(주)국동,005320,2003/12,11.26,1149.44,1963,139.54,6.04,,,,,,
(주)국동,005320,2004/12,-53.47,-81.33,388,168.47,2.87,,,,,,
(주)국동,005320,2005/12,-26.55,70.61,675,201.62,2.09,,,,,,
(주)국동,005320,2006/12,-18.7,0,-447,203.29,1.72,,,,,,
(주)국동,005320,2007/12,0,0,-461,141.34,-0.45,0,0,1.76,0.47,0,0
(주)국동,005320,2008/12,0,0,-834,216.06,-1.63,0,0,1.09,0.15,11.16,1.55
(주)국동,005320,2009/12,0,0,-1081,344.77,2.64,0,0,1.86,0.48,5.31,1.38
(주)국동,005320,2010/12,20.43,0,-50,339.21,2.85,0,0,0.91,0.5,20.27,11.05
(주)국동,005320,2011/12,0,0,-3409,1469.67,-0.34,0,0,29.5,2.24,0,0
(주)국동,005320,2012/12,0,0,69,1190.51,1.98,40.01,16.03,3.8,1.52,3.65,1.46
(주)국동,005320,2013/12,88.57,804.19,561,575.8,3.57,5.86,2.47,2.34,0.99,0,0
(주)국동,005320,2014/12,66.84,97.66,1060,272.43,4.84,13.8,1.59,4.52,0.52,0,0
(주)국동,005320,2015/12,20.45,13.41,1187,195.78,6.71,21.53,7.54,5.12,1.79,86.32,30.25
(주)국동,005320,2016/12,14.62,-17.7,816,114.92,6.19,23.56,10.06,2.58,1.1,0,0
(주)국동,005320,2017/12,0,0,-540,94.5,-1.85,0,0,3.78,0.97,0,0
(주)국동,005320,2018/12,0,0,101,93.3,1.23,55.41,20.74,1.79,0.67,0,0
(주)국동,005320,2019/12,0,0,-325,78.21,-8.21,0,0,1.28,0.43,7.26,2.42
(주)국동,005320,2020/12,0,0,-26,103.36,17.91,0,0,3.26,0.61,5.92,1.11
(주)국동,005320,2021/12,0,0,-39,36.63,-2.15,0,0,3.52,1.37,0,0
(주)국동,005320,2022/12,0,0,-24,48.11,4.07,0,0,2.01,0.7,23.76,8.24
(주)국보,001140,2003/12,-12.1,-46.14,294,199.74,2.59,,,,,,
(주)국보,001140,2004/12,7.75,101.39,591,222.61,2.6,,,,,,
(주)국보,001140,2005/12,-20.79,-92.06,47,230.6,2,,,,,,
(주)국보,001140,2006/12,0,0,-581,229.89,-0.62,,,,,,
(주)국보,001140,2007/12,0,0,269,231.61,2.27,54.06,30.42,1.42,0.8,43.77,24.63
(주)국보,001140,2008/12,-13.95,0,-402,244.46,1.7,0,0,1.41,0.35,5.36,1.34
(주)국보,001140,2009/12,51.2,0,490,231.35,2.8,16.22,9.01,0.71,0.39,1.73,0.96
(주)국보,001140,2010/12,-11.39,76.22,863,220.42,2.22,56.43,7.46,3.85,0.51,9.16,1.21
(주)국보,001140,2011/12,-72.32,0,-175,187.58,0.56,0,0,0.68,0.39,5.9,3.37
(주)국보,001140,2012/12,62.1,0,-1902,196.8,0.99,0,0,1.12,0.48,0,0
(주)국보,001140,2013/12,-39.5,0,-3740,242.92,0.6,0,0,0.76,0.5,4.47,2.92
(주)국보,001140,2014/12,0,0,-6585,317.44,-2.22,0,0,1.03,0.72,288.84,202
(주)국보,001140,2015/12,0,0,-3653,368.4,-2.57,0,0,2.18,1.07,0,0
(주)국보,001140,2016/12,0,0,-4996,487,-0.65,0,0,3.77,1.79,184.38,87.8
(주)국보,001140,2017/12,0,0,-2010,335.3,-4.57,0,0,3.6,1.14,0,0
(주)국보,001140,2018/12,0,0,-2400,293.84,-6.93,0,0,11.05,2.79,0,0
(주)국보,001140,2019/12,0,0,-504,368.02,-2.61,0,0,19.54,1.16,0,0
(주)국보,001140,2020/12,0,0,-263,137.72,-14.14,0,0,4.91,1.02,0,0
(주)국보,001140,2021/12,0,0,-267,135.58,-16.33,0,0,5.12,2.12,108.07,44.65
(주)국보,001140,2022/12,0,0,-355,97.75,-15.16,0,0,3.9,1.35,123.33,42.8
(주)금비,008870,2003/09,21.67,8.86,12006,33.79,18.34,,,,,,
(주)금비,008870,2004/09,-18.52,3.11,12799,33.15,15.46,,,,,,
(주)금비,008870,2005/09,9.03,4.82,13478,36.25,16.66,,,,,,
(주)금비,008870,2006/09,-61.45,-44.24,7515,23.86,7.92,,,,,,
(주)금비,008870,2007/09,21.52,-4.08,7208,19.97,9.5,11.08,5.83,0.81,0.43,5.05,2.65
(주)금비,008870,2008/09,-71.19,-85.46,1048,20.52,2.61,68.69,49.96,0.75,0.55,19.39,14.11
(주)금비,008870,2009/09,161.63,187.79,3017,20.16,6.95,18.81,11.87,0.58,0.37,6.22,3.93
(주)금비,008870,2010/09,-79.01,-48.07,1567,20.3,1.56,36.34,22.46,0.58,0.36,9.11,5.63
(주)금비,008870,2011/09,177.68,238.66,5306,69.49,3.47,13.36,6.83,0.69,0.36,10.97,5.61
(주)금비,008870,2012/09,-81.56,-96.84,168,72.32,0.7,372.66,228.81,0.68,0.42,382.81,235.04
(주)금비,008870,2013/09,12.91,125.66,374,73.65,0.8,115.6,86.2,0.48,0.36,8.18,6.1
(주)금비,008870,2014/09,0,0,-1313,86.69,-2,0,0,0.58,0.39,5.84,3.87
(주)금비,008870,2015/09,0,0,3480,88.44,8.38,32.98,11.15,1.28,0.43,11.34,3.83
(주)금비,008870,2016/09,-8.13,114.11,7452,93.49,7.18,31,8.64,2.42,0.67,27.75,7.73
(주)금비,008870,2017/09,-87.45,-75.83,1801,83.1,1.12,98.09,50.9,1.84,0.95,15.93,8.27
(주)금비,008870,2018/09,222.09,185.32,5138,79.4,3.21,21.33,15.39,1.1,0.79,12.22,8.81
(주)금비,008870,2019/09,-51.36,-34.2,3381,78.97,1.55,29.52,21.23,0.99,0.71,9.89,7.11
(주)금비,008870,2020/09,0,0,-2189,89.94,-3.13,0,0,1.08,0.5,11.01,5.13
(주)금비,008870,2021/09,0,0,3943,92.75,1.8,30.86,17.26,1.2,0.67,7.04,3.94
(주)금비,008870,2022/09,0,0,-2872,92.38,-6.55,0,0,1.35,0.71,0,0
(주)금양,001570,2003/12,0,0,-170,315.84,2.1,,,,,,
(주)금양,001570,2004/12,292.66,0,8,344.78,7.42,,,,,,
(주)금양,001570,2005/12,44.92,2586.34,208,175.25,8.95,,,,,,
(주)금양,001570,2006/12,-44.87,-91.47,18,189.47,5.68,,,,,,
(주)금양,001570,2007/12,-59.5,-95.14,1,143.92,2.18,1423.21,617.97,1.76,0.76,0,0
(주)금양,001570,2008/12,274.57,12765.94,85,86.6,6.95,7.63,3.09,0.56,0.23,153.54,62.15
(주)금양,001570,2009/12,-37.15,-54.36,41,125.66,3.59,27.59,9.42,0.98,0.33,0,0
(주)금양,001570,2010/12,84.2,-45.22,23,147.73,4.92,39.95,23,0.8,0.46,7.72,4.44
(주)금양,001570,2011/12,37.31,199.81,72,188.41,6.07,20.83,9.29,1.2,0.54,45.53,20.3
(주)금양,001570,2012/12,4.62,29.68,94,181.03,5.92,21.11,9.84,1.51,0.71,22.08,10.29
(주)금양,001570,2013/12,-19.06,-51.96,45,213.69,3.93,36.55,22.87,1.26,0.79,0,0
(주)금양,001570,2014/12,34.95,88.53,85,212.24,5.08,23.72,14.03,1.53,0.9,3.39,2.01
(주)금양,001570,2015/12,17.19,-18.28,70,237.17,5.38,35.42,20.78,1.85,1.09,15.83,9.29
(주)금양,001570,2016/12,8.15,0,-707,686.69,5.51,0,0,8.81,3.01,100.99,34.47
(주)금양,001570,2017/12,-33.12,0,10,434.75,3.94,355.25,244.6,4.17,2.87,11.33,7.8
(주)금양,001570,2018/12,9.81,4295.03,424,216.15,4.3,8.02,5.56,2.8,1.94,0,0
(주)금양,001570,2019/12,-19.1,0,-327,391.17,3.88,0,0,3.65,2.41,0,0
(주)금양,001570,2020/12,-24.81,0,-98,245.3,3.28,0,0,7.46,1.45,53.92,10.51
(주)금양,001570,2021/12,82.56,0,5,295.42,4.12,1638.71,849.83,5.77,2.99,0,0
(주)금양,001570,2022/12,59.81,0,-69,162.53,6.36,0,0,25.66,2.64,63.89,6.58
(주)금호에이치티,214330,2003/12,29.33,20.84,13237,41.06,17.44,,,,,,
(주)금호에이치티,214330,2004/12,-6.92,-7.84,12199,30.84,13.34,,,,,,
(주)금호에이치티,214330,2005/12,45.04,47.71,18018,35.38,15.29,,,,,,
(주)금호에이치티,214330,2006/12,-11.17,-15.2,15280,29.12,13.99,,,,,,
(주)금호에이치티,214330,2007/12,-2.26,6.8,16319,29.7,13.9,0,0,0,0,0,0
(주)금호에이치티,214330,2008/12,-20.4,-3.53,15743,28.04,10.47,0,0,0,0,0,0
(주)금호에이치티,214330,2009/12,-18.06,-14.79,13414,34.12,6.72,0,0,0,0,0,0
(주)금호에이치티,214330,2010/12,174.53,130.28,30889,39.22,12.04,0,0,0,0,0,0
(주)금호에이치티,214330,2011/12,-13.16,-21.47,24259,59.9,8.48,0,0,0,0,0,0
(주)금호에이치티,214330,2012/12,-10.84,-38.4,14943,78.11,6.06,0,0,0,0,0,0
(주)금호에이치티,214330,2013/12,49.04,95.81,29260,79.07,7.75,0,0,0,0,0,0
(주)금호에이치티,214330,2014/12,69.05,100.9,2939,65.09,9.27,0,0,0,0,0,0
(주)금호에이치티,214330,2015/12,26.23,24.02,1807,33.18,11.29,5.68,4.9,1.18,1.02,9.77,8.44
(주)금호에이치티,214330,2016/12,-19.66,-23.14,1320,63.71,8.69,9.24,4.3,1.3,0.6,6.47,3.01
(주)금호에이치티,214330,2017/12,-33.21,-57.84,556,50.07,6.65,14.75,8.29,0.83,0.47,11.01,6.19
(주)금호에이치티,214330,2018/12,-31.74,30.71,576,75.69,3.97,13.51,6.46,0.73,0.35,5.06,2.42
(주)금호에이치티,214330,2019/12,-39.71,-74.73,81,74.07,2.04,98.53,41.79,0.98,0.41,14.6,6.19
(주)금호에이치티,214330,2020/12,0,0,-117,46.97,-2.47,0,0,0.76,0.2,10.83,2.82
(주)금호에이치티,214330,2021/12,0,0,-215,26.15,-2.94,0,0,2.09,1,0,0
(주)금호에이치티,214330,2022/12,0,0,-119,23.84,3.14,0,0,2.17,0.66,78.57,23.92
(주)까뮤이앤씨,013700,2003/12,-25.49,262.43,414,69.64,5.15,,,,,,
(주)까뮤이앤씨,013700,2004/12,21.63,64.83,682,73.67,5.93,,,,,,
(주)까뮤이앤씨,013700,2005/12,45.93,55.88,1063,57.81,8.45,,,,,,
(주)까뮤이앤씨,013700,2006/12,-61.19,-22.95,807,46.4,3.47,,,,,,
(주)까뮤이앤씨,013700,2007/12,94.49,-36.07,516,48.6,7.49,35.64,13.66,0.68,0.26,0,0
(주)까뮤이앤씨,013700,2008/12,10.43,61.75,827,74.37,4.48,20.27,5.17,0.43,0.11,0,0
(주)까뮤이앤씨,013700,2009/12,3,-25.06,619,127.54,2.5,17.44,7.98,0.27,0.12,0,0
(주)까뮤이앤씨,013700,2010/12,139.22,-45.69,337,114.4,7.94,23.15,16.82,0.19,0.14,0,0
(주)까뮤이앤씨,013700,2011/12,0,0,-25651,440.08,-142.11,0,0,0.63,0.19,0,0
(주)까뮤이앤씨,013700,2012/12,0,0,-1028,399.18,4.26,0,0,0.4,0.19,5.18,2.52
(주)까뮤이앤씨,013700,2013/12,0,0,-2668,397.2,-1.3,0,0,0.6,0.25,0,0
(주)까뮤이앤씨,013700,2014/12,0,0,506,263.19,2.31,15.15,6.46,0.98,0.42,2.67,1.14
(주)까뮤이앤씨,013700,2015/12,41.39,126.18,1145,182.76,3.04,16.51,5.24,1.91,0.61,10.84,3.44
(주)까뮤이앤씨,013700,2016/12,10.27,-37,729,179.73,3.18,18.58,13.87,1.21,0.9,0,0
(주)까뮤이앤씨,013700,2017/12,127.11,159.1,1904,136.76,5.86,8.96,5.19,1.32,0.76,9.28,5.37
(주)까뮤이앤씨,013700,2018/12,-59.86,-79.39,39,138.81,3.48,42.07,2.52,1.27,0.08,0,0
(주)까뮤이앤씨,013700,2019/12,266.52,676.1,305,138.08,5.24,5.82,3.76,1.14,0.74,10.3,6.66
(주)까뮤이앤씨,013700,2020/12,-81.02,-31.81,208,100.83,1.74,17.93,3.43,2.03,0.39,0,0
(주)까뮤이앤씨,013700,2021/12,0,0,-68,97.4,-1.84,0,0,1.78,0.88,0,0
(주)까뮤이앤씨,013700,2022/12,0,0,-358,146.99,-8.15,0,0,2.89,0.94,0,0
(주)나이스홀딩스,034310,2003/12,-16.41,-78.41,265,49.6,7.25,,,,,,
(주)나이스홀딩스,034310,2004/12,38.98,486.96,1137,15.37,7.76,,,,,,
(주)나이스홀딩스,034310,2005/12,0.1,20.67,1394,22.64,7.38,,,,,,
(주)나이스홀딩스,034310,2006/12,56.35,46.53,2052,27.72,9.74,,,,,,
(주)나이스홀딩스,034310,2007/12,7.16,18.68,2436,23.01,10.23,12.67,7.37,1.9,1.11,55.48,32.3
(주)나이스홀딩스,034310,2008/12,-37.57,-7.28,2258,57.09,7.98,12.3,6.83,1.56,0.86,34.34,19.06
(주)나이스홀딩스,034310,2009/12,177.09,-7.74,2084,49.93,17.38,13.23,8.82,1.15,0.77,13.54,9.02
(주)나이스홀딩스,034310,2010/12,0,23.34,0,35.56,-36.95,31.78,7.38,2.05,0.48,0,0
(주)나이스홀딩스,034310,2011/12,0,-60.09,0,27.9,31.2,37.17,25.04,0.96,0.64,55.39,37.33
(주)나이스홀딩스,034310,2012/12,52.1,169.3,0,3.25,40.77,13.44,9.29,0.76,0.53,14.63,10.11
(주)나이스홀딩스,034310,2013/12,-49.35,-51.2,0,6.35,27.28,385.54,37.93,10.48,1.03,517.36,50.9
(주)나이스홀딩스,034310,2014/12,-18.27,2.19,241,15.32,22.06,81.53,49.22,2.23,1.35,74.55,45.01
(주)나이스홀딩스,034310,2015/12,48.67,-21.9,192,22.17,26.85,170.75,80.24,3.81,1.79,148.2,69.64
(주)나이스홀딩스,034310,2016/12,87.84,169.12,518,19.53,45.44,50.76,31.78,2.91,1.82,55.05,34.46
(주)나이스홀딩스,034310,2017/12,19.36,-72.12,144,18.19,48.78,145.05,102.13,2.32,1.63,46.74,32.91
