회사명,거래소코드,회계년도,당기순이익(순손실)(천원),영업이익(손실)(천원),매출액(영업수익)(*)(천원)
(주)엘지화학,051910,2010/06,1091237000,1347624000,8270608000
(주)엘지화학,051910,2011/06,1205479000,1386818000,9661419000
(주)엘지화학,051910,2012/06,751330000,857724000,10315367000
(주)엘지화학,051910,2013/06,726975000,843257000,10212327000
(주)엘지화학,051910,2014/06,473248000,618211000,10121288000
(주)엘지화학,051910,2015/06,580779000,795895000,8539998000
(주)엘지화학,051910,2016/06,810185000,993611000,8513185000
(주)엘지화학,051910,2017/06,956209000,1190948000,10342107000
(주)엘지화학,051910,2018/06,922134000,1085102000,11139751000
(주)엘지화학,051910,2019/06,418426000,486169000,10745722000
(주)엘지화학,051910,2020/06,514700000,470048000,10679583000
(주)엘지화학,051910,2021/06,1753413000,1800188000,9648839000
(주)엘지화학,051910,2022/06,3033282000,1193210000,12724382000
(주)영원무역,111770,2010/06,28455967,23432906,293748330
(주)영원무역,111770,2011/06,18267021,27731582,440328604
(주)영원무역,111770,2012/06,29992837,37371325,481918315
(주)영원무역,111770,2013/06,27629289,33908789,468431415
(주)영원무역,111770,2014/06,23079227,36702033,553082476
(주)영원무역,111770,2015/06,24958719,36646986,516881061
(주)영원무역,111770,2016/06,34264966,47298839,589297904
(주)영원무역,111770,2017/06,43147359,50582759,592873785
(주)영원무역,111770,2018/06,30004928,46128967,576692139
(주)영원무역,111770,2019/06,47246825,57962536,640852269
(주)영원무역,111770,2020/06,49048246,48884573,490663117
(주)영원무역,111770,2021/06,57186647,56695355,536605359
(주)영원무역,111770,2022/06,98575448,108904752,933672975
(주)영풍,000670,2006/06,65774067,36250590,329257126
(주)영풍,000670,2007/06,104227604,64471779,478837859
(주)영풍,000670,2008/06,50349886,24304298,410688428
(주)영풍,000670,2009/06,64552990,13413448,307784203
(주)영풍,000670,2010/06,88647147,24177011,422909317
(주)영풍,000670,2011/06,66019077,53728361,512136557
(주)영풍,000670,2012/06,73133439,58427896,566833782
(주)영풍,000670,2013/06,43420958,35764213,548164847
(주)영풍,000670,2014/06,31642020,4797519,479689907
(주)영풍,000670,2015/06,54677519,35528410,510487735
(주)영풍,000670,2016/06,66517181,35569314,523942352
(주)영풍,000670,2017/06,51511787,18981482,714327070
(주)영풍,000670,2018/06,53184107,-3742820,740841673
(주)영풍,000670,2019/06,68182752,25444401,672623433
(주)영풍,000670,2020/06,58771002,4120916,568557233
(주)영풍,000670,2021/06,81689158,19506381,702757560
(주)영풍,000670,2022/06,100304592,36847628,872165939
(주)오뚜기,007310,2006/06,13042100,13660047,466154903
(주)오뚜기,007310,2007/06,23109812,29587900,516286525
(주)오뚜기,007310,2008/06,34422762,45287943,629892950
(주)오뚜기,007310,2009/06,35129998,39091569,680387265
(주)오뚜기,007310,2010/06,31021127,31627801,686926322
(주)오뚜기,007310,2011/06,35185668,42503893,753321178
(주)오뚜기,007310,2012/06,39148757,48145636,820126254
(주)오뚜기,007310,2013/06,39809041,48664379,836064078
(주)오뚜기,007310,2014/06,48490065,58345011,866517786
(주)오뚜기,007310,2015/06,55843434,69309310,892717777
(주)오뚜기,007310,2016/06,66855758,68290152,972177119
(주)오뚜기,007310,2017/06,52718906,63050785,1007114311
(주)오뚜기,007310,2018/06,58198877,70205092,1050036417
(주)오뚜기,007310,2019/06,59939819,73531103,1054228566
(주)오뚜기,007310,2020/06,77565160,91409245,1143065343
(주)오뚜기,007310,2021/06,51572809,61809101,1186820233
(주)오뚜기,007310,2022/06,83271470,95838026,1352186439
(주)오리온,271560,2017/06,3193009,4986291,54725983
(주)오리온,271560,2018/06,32667429,47182856,353082361
(주)오리온,271560,2019/06,36773506,49403313,355820597
(주)오리온,271560,2020/06,43221600,59098736,374924475
(주)오리온,271560,2021/06,48309357,66102681,393763237
(주)오리온,271560,2022/06,54344299,69633312,447900087
(주)오리온홀딩스,001800,2006/06,33466090,24505323,277367733
(주)오리온홀딩스,001800,2007/06,32061409,20888807,263920609
(주)오리온홀딩스,001800,2008/06,33871290,24132432,283101782
(주)오리온홀딩스,001800,2009/06,40327807,29306413,302904864
(주)오리온홀딩스,001800,2010/06,170812862,37090207,333454201
(주)오리온홀딩스,001800,2011/06,24777372,36381102,378698235
(주)오리온홀딩스,001800,2012/06,18872787,27136128,405201027
(주)오리온홀딩스,001800,2013/06,12822769,26602633,405498245
(주)오리온홀딩스,001800,2014/06,11139998,22700633,384265676
(주)오리온홀딩스,001800,2015/06,26392100,57485706,366834712
(주)오리온홀딩스,001800,2016/06,4846549,40445982,340444856
(주)오리온홀딩스,001800,2017/06,2224432079,-1724093,5775883
(주)오리온홀딩스,001800,2018/06,16433791,12483808,18604594
(주)오리온홀딩스,001800,2019/06,12709166,15391380,20764644
(주)오리온홀딩스,001800,2020/06,11960927,11960046,18089612
(주)오리온홀딩스,001800,2021/06,11646197,12137478,18752997
(주)오리온홀딩스,001800,2022/06,15866899,13253843,20026375
(주)우리금융지주,316140,2019/06,,,
(주)우리금융지주,316140,2020/06,,,
(주)우리금융지주,316140,2021/06,,,
(주)우리금융지주,316140,2022/06,,,
(주)유한양행,000100,2006/06,33749976,37044697,207903657
(주)유한양행,000100,2007/06,53784226,34655672,233650236
(주)유한양행,000100,2008/06,64439623,40023160,288289804
(주)유한양행,000100,2009/06,66931562,40128107,319305241
(주)유한양행,000100,2010/06,74008694,49009698,331516356
(주)유한양행,000100,2011/06,49462634,32764889,335087415
(주)유한양행,000100,2012/06,29565226,19417362,367897644
(주)유한양행,000100,2013/06,41899123,24535532,451708247
(주)유한양행,000100,2014/06,43699049,30148340,480334226
(주)유한양행,000100,2015/06,50842846,37894246,510445660
(주)유한양행,000100,2016/06,65141387,36020514,604721697
(주)유한양행,000100,2017/06,63071959,47149179,701971845
(주)유한양행,000100,2018/06,63273872,49586771,719526372
(주)유한양행,000100,2019/06,41906264,13260617,697555770
(주)유한양행,000100,2020/06,149369392,48451806,711906762
(주)유한양행,000100,2021/06,53577743,40800067,778060040
(주)유한양행,000100,2022/06,107942098,15824280,865723521
(주)이마트,139480,2011/06,125807302,151921834,1725285395
(주)이마트,139480,2012/06,292141973,386143861,5383994233
(주)이마트,139480,2013/06,269994540,373728723,5243681944
(주)이마트,139480,2014/06,210969835,302806154,5243017728
(주)이마트,139480,2015/06,459934758,289712032,5451201538
(주)이마트,139480,2016/06,183568813,254689569,5580508836
(주)이마트,139480,2017/06,217891649,266990431,5970013916
(주)이마트,139480,2018/06,239056057,216185096,6395660880
(주)이마트,139480,2019/06,97092205,99669755,6409709668
(주)이마트,139480,2020/06,449206824,70469284,6703231448
(주)이마트,139480,2021/06,652876287,118806502,7399951963
(주)이마트,139480,2022/06,842194048,72539462,7494131116
(주)제일기획,030000,2006/06,29594960,26506995,253800079
(주)제일기획,030000,2007/06,22030437,11940804,217994356
(주)제일기획,030000,2008/06,28507260,12208693,239801870
(주)제일기획,030000,2009/06,31036851,17657842,216450773
(주)제일기획,030000,2010/06,39793879,23991895,291826668
(주)제일기획,030000,2011/06,41586557,29161261,311997418
(주)제일기획,030000,2012/06,21350575,22455303,415152957
(주)제일기획,030000,2013/06,24106253,22666830,440114266
(주)제일기획,030000,2014/06,26971938,11920662,449159621
(주)제일기획,030000,2015/06,17958964,13079376,392763748
(주)제일기획,030000,2016/06,27571650,27642866,485734065
(주)제일기획,030000,2017/06,39575116,30643928,481826342
(주)제일기획,030000,2018/06,37145491,31274008,607259698
(주)제일기획,030000,2019/06,48529003,29443629,563193930
(주)제일기획,030000,2020/06,44649618,33059100,431373807
(주)제일기획,030000,2021/06,69467689,36366957,452803676
(주)제일기획,030000,2022/06,44804634,45262894,611353407
(주)종근당,185750,2014/06,22277147,32644703,275632298
(주)종근당,185750,2015/06,-20306047,20366069,287315164
(주)종근당,185750,2016/06,12865775,18830521,407634599
(주)종근당,185750,2017/06,22656736,33094685,420707255
(주)종근당,185750,2018/06,15724729,37812543,455604021
(주)종근당,185750,2019/06,23315675,35713168,500290237
(주)종근당,185750,2020/06,43220583,62374902,605966691
(주)종근당,185750,2021/06,39054791,56072777,637531563
(주)종근당,185750,2022/06,41671818,52433168,702794902
(주)지누스,013890,2014/06,5800109,3343256,49753038
(주)지누스,013890,2015/06,7270643,4162285,59960670
(주)지누스,013890,2016/06,23540307,22911941,112843767
(주)지누스,013890,2017/06,31323446,31418719,235859283
(주)지누스,013890,2018/06,8166099,9583979,154409702
(주)지누스,013890,2019/06,28830321,36802527,111236029
(주)지누스,013890,2020/06,97037218,69713747,150362110
(주)지누스,013890,2021/06,23391255,25323341,155895180
(주)지누스,013890,2022/06,-3573724,3784103,143805844
(주)지에스,078930,2006/06,194393220,205625980,225429000
(주)지에스,078930,2007/06,181466018,177915053,205888142
(주)지에스,078930,2008/06,198154652,200750990,222691464
(주)지에스,078930,2009/06,290845057,297254695,313037792
(주)지에스,078930,2010/06,479310906,528481555,546985837
(주)지에스,078930,2011/06,235446000,268169000,286216000
(주)지에스,078930,2012/06,71936000,86748000,103323000
(주)지에스,078930,2013/06,228189000,250877000,265349000
(주)지에스,078930,2014/06,150818000,175753000,195097000
(주)지에스,078930,2015/06,76383000,100404000,119099000
(주)지에스,078930,2016/06,268990000,289153000,310836000
(주)지에스,078930,2017/06,356295000,407938000,430405000
(주)지에스,078930,2018/06,390818000,415395000,435635000
(주)지에스,078930,2019/06,246299000,261220000,283640000
(주)지에스,078930,2020/06,187902000,204258000,240130000
(주)지에스,078930,2021/06,103660000,118511000,153306000
(주)지에스,078930,2022/06,412737000,428993000,471802000
(주)지에스리테일,007070,2006/06,14353556,30948909,1210756451
(주)지에스리테일,007070,2007/06,11102615,24253748,1318582293
(주)지에스리테일,007070,2008/06,22131050,38988870,1521910435
(주)지에스리테일,007070,2009/06,69430485,65290436,1754083506
(주)지에스리테일,007070,2010/06,481593097,40440302,1628372340
(주)지에스리테일,007070,2011/06,30849791,31219058,1856810470
(주)지에스리테일,007070,2012/06,49334705,54449665,2175399724
(주)지에스리테일,007070,2013/06,46251789,60940140,2262917003
(주)지에스리테일,007070,2014/06,47300786,54339580,2379719422
(주)지에스리테일,007070,2015/06,84907657,108313356,2889806020
(주)지에스리테일,007070,2016/06,69954692,90068742,3392152800
(주)지에스리테일,007070,2017/06,69404632,78577255,3767000577
(주)지에스리테일,007070,2018/06,55396425,53334428,4032975638
(주)지에스리테일,007070,2019/06,66793112,72171713,4215301825
(주)지에스리테일,007070,2020/06,129910188,160134015,4212675956
(주)지에스리테일,007070,2021/06,77212385,85737530,4202189974
(주)지에스리테일,007070,2022/06,115872201,96499602,5115923748
(주)카카오,035720,2006/06,4070976,17625172,109641353
(주)카카오,035720,2007/06,6075107,21537025,99530560
(주)카카오,035720,2008/06,43826320,23143074,115848550
(주)카카오,035720,2009/06,8165350,15075446,109056824
(주)카카오,035720,2010/06,35550706,44116584,158317175
(주)카카오,035720,2011/06,61150090,60019638,200311883
(주)카카오,035720,2012/06,46044446,59273915,213341107
(주)카카오,035720,2013/06,37792307,47859962,246053864
(주)카카오,035720,2014/06,28839033,34346951,250615227
(주)카카오,035720,2015/06,50499647,60241480,430950387
(주)카카오,035720,2016/06,26510101,45062485,409801315
(주)카카오,035720,2017/06,83996138,44084726,470433646
(주)카카오,035720,2018/06,97697472,45903606,497100515
(주)카카오,035720,2019/06,47341580,80002026,693482894
(주)카카오,035720,2020/06,89844272,121166213,821703646
(주)카카오,035720,2021/06,176773472,174045116,1012243849
(주)카카오,035720,2022/06,1250652928,260125496,1192618444
(주)카카오뱅크,323410,2021/06,,,
(주)카카오뱅크,323410,2022/06,,,
(주)카카오페이,377300,2021/06,13217953,12997962,188021926
(주)카카오페이,377300,2022/06,37568441,22991689,238958535
(주)케이씨씨,002380,2006/06,129704696,93612482,937221772
(주)케이씨씨,002380,2007/06,142400835,130394504,968380587
(주)케이씨씨,002380,2008/06,142482658,99902080,1181193300
(주)케이씨씨,002380,2009/06,141557627,137591783,1240097658
(주)케이씨씨,002380,2010/06,97191693,138426735,1322214125
(주)케이씨씨,002380,2011/06,197565935,47925917,1468535607
(주)케이씨씨,002380,2012/06,581930568,98883761,1446619020
(주)케이씨씨,002380,2013/06,161064297,97294405,1391955831
(주)케이씨씨,002380,2014/06,103382975,132606316,1497917377
(주)케이씨씨,002380,2015/06,105434103,122533778,1457968298
(주)케이씨씨,002380,2016/06,94678251,157386450,1525045600
(주)케이씨씨,002380,2017/06,103144689,144908265,1652977054
(주)케이씨씨,002380,2018/06,25708529,123289920,1691417573
(주)케이씨씨,002380,2019/06,-73727777,79437432,1481194852
(주)케이씨씨,002380,2020/06,89355865,58164556,1125094572
(주)케이씨씨,002380,2021/06,337692153,33421307,1084898154
(주)케이씨씨,002380,2022/06,88330516,86400738,1282742678
(주)케이티,030200,2006/06,751834000,1234894000,5853281000
(주)케이티,030200,2007/06,600070000,901016000,5970488000
(주)케이티,030200,2008/06,314605000,700663000,5996054000
(주)케이티,030200,2009/06,595650000,747949000,6337376000
(주)케이티,030200,2010/06,716204000,1154086000,9808693000
(주)케이티,030200,2011/06,782082000,1186417000,10196214000
(주)케이티,030200,2012/06,552563000,828242000,9279260000
(주)케이티,030200,2013/06,174287000,429260000,9149666000
(주)케이티,030200,2014/06,-874180000,-934137000,8903292000
(주)케이티,030200,2015/06,695150000,498415000,8330516000
(주)케이티,030200,2016/06,479943000,609171000,8404394000
(주)케이티,030200,2017/06,445308000,620350000,8454000000
(주)케이티,030200,2018/06,526688000,612614000,8580189000
(주)케이티,030200,2019/06,432352000,487582000,8892813000
(주)케이티,030200,2020/06,485793000,552307000,8768742000
(주)케이티,030200,2021/06,631208000,717164000,9053254000
(주)케이티,030200,2022/06,415405000,733374000,9126241000
(주)케이티앤지,033780,2006/06,252587960,315903353,1042621678
(주)케이티앤지,033780,2007/06,327730135,395560493,1161071044
(주)케이티앤지,033780,2008/06,420122213,470354405,1261677489
(주)케이티앤지,033780,2009/06,439632493,533612256,1360780126
(주)케이티앤지,033780,2010/06,589062712,405157867,1153555368
(주)케이티앤지,033780,2011/06,378187505,434650990,1160663489
(주)케이티앤지,033780,2012/06,391880413,483848987,1253179745
(주)케이티앤지,033780,2013/06,391034090,452621963,1181952421
(주)케이티앤지,033780,2014/06,362945155,485990040,1302475222
(주)케이티앤지,033780,2015/06,524383471,650653525,1446062409
(주)케이티앤지,033780,2016/06,530016090,650097365,1446734537
(주)케이티앤지,033780,2017/06,516600721,662980777,1527247280
(주)케이티앤지,033780,2018/06,509549079,489023521,1277831947
(주)케이티앤지,033780,2019/06,500253357,592585237,1471286357
(주)케이티앤지,033780,2020/06,535608633,619756169,1569387407
(주)케이티앤지,033780,2021/06,480258147,574329544,1708693655
(주)케이티앤지,033780,2022/06,608342477,585211547,1811196144
(주)크래프톤,259960,2017/06,42730602,-5951817,6671600
(주)크래프톤,259960,2018/06,124924978,-21087611,12916350
(주)크래프톤,259960,2019/06,195710860,-36565108,5382440
(주)크래프톤,259960,2020/06,73344993,-51375682,10325896
(주)크래프톤,259960,2021/06,338904591,411180738,897415142
(주)크래프톤,259960,2022/06,422968601,445485253,902261200
(주)포스코인터내셔널,047050,2006/06,75050492,52198776,3077067406
(주)포스코인터내셔널,047050,2007/06,60196203,61515473,3886861207
(주)포스코인터내셔널,047050,2008/06,52656416,84305062,4994379065
(주)포스코인터내셔널,047050,2009/06,65721925,96407484,4798008874
(주)포스코인터내셔널,047050,2010/06,106239229,104065503,7772003181
(주)포스코인터내셔널,047050,2011/06,59643727,106427777,9091769518
(주)포스코인터내셔널,047050,2012/06,99242940,99224907,8824666347
(주)포스코인터내셔널,047050,2013/06,42772919,85336179,7805821599
(주)포스코인터내셔널,047050,2014/06,109817253,144742536,9939284969
(주)포스코인터내셔널,047050,2015/06,132538133,183018004,8844937219
(주)포스코인터내셔널,047050,2016/06,142409062,185651431,7355277132
(주)포스코인터내셔널,047050,2017/06,91123754,181236235,10518750057
(주)포스코인터내셔널,047050,2018/06,128216465,249550240,11501683345
(주)포스코인터내셔널,047050,2019/06,182461795,336919998,11810386787
(주)포스코인터내셔널,047050,2020/06,200278603,258000799,9772900495
(주)포스코인터내셔널,047050,2021/06,153458968,191787749,14049894511
(주)포스코인터내셔널,047050,2022/06,208091828,288778071,18494442906
(주)포스코퓨처엠,003670,2006/06,6449001,8092584,134224584
(주)포스코퓨처엠,003670,2007/06,7674425,8707247,136249101
(주)포스코퓨처엠,003670,2008/06,9904865,12339467,186322223
(주)포스코퓨처엠,003670,2009/06,12002248,15259208,263574609
(주)포스코퓨처엠,003670,2010/06,25100619,30767092,327065041
(주)포스코퓨처엠,003670,2011/06,43912537,57439376,574232092
(주)포스코퓨처엠,003670,2012/06,40586919,46540834,651870536
(주)포스코퓨처엠,003670,2013/06,27396114,33131834,614612774
(주)포스코퓨처엠,003670,2014/06,37190843,46605826,668880581
(주)포스코퓨처엠,003670,2015/06,10136332,11040476,605819691
(주)포스코퓨처엠,003670,2016/06,19360587,26249296,523266620
(주)포스코퓨처엠,003670,2017/06,43158655,56002808,566229293
(주)포스코퓨처엠,003670,2018/06,33759312,42175344,652652227
(주)포스코퓨처엠,003670,2019/06,46868569,37575414,700990481
(주)포스코퓨처엠,003670,2020/06,33958805,18626374,705260581
(주)포스코퓨처엠,003670,2021/06,66259656,69126310,921700728
(주)포스코퓨처엠,003670,2022/06,78493797,67263734,1370368171
(주)풍산,103140,2009/06,41564160,31984996,740074622
(주)풍산,103140,2010/06,78628900,99850079,1071179253
(주)풍산,103140,2011/06,55116511,68771318,1156787529
(주)풍산,103140,2012/06,46448630,75963147,1132655798
(주)풍산,103140,2013/06,44741784,59112538,1140274466
(주)풍산,103140,2014/06,39399585,48717930,1043433211
(주)풍산,103140,2015/06,32572882,50562791,1009921911
(주)풍산,103140,2016/06,56094923,81121916,942094267
(주)풍산,103140,2017/06,106918683,114242573,1065154731
(주)풍산,103140,2018/06,57724683,61530793,1073262634
(주)풍산,103140,2019/06,12753245,29600760,889591869
(주)풍산,103140,2020/06,7033836,30095237,862964601
(주)풍산,103140,2021/06,126176872,114439404,1143542168
(주)풍산,103140,2022/06,111082389,125660309,1641393926
(주)하나금융지주,086790,2006/06,,,
(주)하나금융지주,086790,2007/06,,,
(주)하나금융지주,086790,2008/06,,,
(주)하나금융지주,086790,2009/06,,,
(주)하나금융지주,086790,2010/06,,,
(주)하나금융지주,086790,2011/06,,,
(주)하나금융지주,086790,2012/06,,,
(주)하나금융지주,086790,2013/06,,,
(주)하나금융지주,086790,2014/06,,,
(주)하나금융지주,086790,2015/06,,,
(주)하나금융지주,086790,2016/06,,,
(주)하나금융지주,086790,2017/06,,,
(주)하나금융지주,086790,2018/06,,,
(주)하나금융지주,086790,2019/06,,,
(주)하나금융지주,086790,2020/06,,,
(주)하나금융지주,086790,2021/06,,,
(주)하나금융지주,086790,2022/06,,,
(주)하나투어,039130,2006/06,10281101,14272876,71659523
(주)하나투어,039130,2007/06,13979431,16593744,92244842
(주)하나투어,039130,2008/06,9428100,12561701,101532674
(주)하나투어,039130,2009/06,-2255266,30283,60261546
(주)하나투어,039130,2010/06,11022382,13518242,96931790
(주)하나투어,039130,2011/06,9474669,11079099,111064455
(주)하나투어,039130,2012/06,13147527,14100577,120452955
(주)하나투어,039130,2013/06,16158365,17121033,141172576
(주)하나투어,039130,2014/06,14467030,14674423,153370084
(주)하나투어,039130,2015/06,19137981,21589172,183365758
(주)하나투어,039130,2016/06,9628385,11687645,190187169
(주)하나투어,039130,2017/06,1511341,24533345,217689397
(주)하나투어,039130,2018/06,14334111,17707850,284509907
(주)하나투어,039130,2019/06,14366748,11998536,264233130
(주)하나투어,039130,2020/06,-40694307,-35769038,68849827
(주)하나투어,039130,2021/06,-52027330,-48852169,4819871
(주)하나투어,039130,2022/06,-54946376,-54767033,12644840
(주)하이브,352820,2020/06,27132687,36505018,184804212
(주)하이브,352820,2021/06,22198733,28895920,218755585
(주)하이브,352820,2022/06,111029230,6121911,276721784
(주)한샘,009240,2006/06,5624956,5682231,202482258
(주)한샘,009240,2007/06,6617411,3990695,202954347
(주)한샘,009240,2008/06,13167917,14642747,209882067
(주)한샘,009240,2009/06,10517269,11123817,236330254
(주)한샘,009240,2010/06,13668337,14986834,288000764
(주)한샘,009240,2011/06,17858980,22031222,330524458
(주)한샘,009240,2012/06,17120618,19171072,359324283
(주)한샘,009240,2013/06,27982181,35642444,424497181
(주)한샘,009240,2014/06,36672045,46689834,591291751
(주)한샘,009240,2015/06,49742689,66376102,770295933
(주)한샘,009240,2016/06,47419918,59989228,851961851
(주)한샘,009240,2017/06,59656367,73665393,976418210
(주)한샘,009240,2018/06,36922302,44453337,947974858
(주)한샘,009240,2019/06,26343022,34834991,819998440
(주)한샘,009240,2020/06,39228489,45828831,846439303
(주)한샘,009240,2021/06,42341768,50211590,915362043
(주)한샘,009240,2022/06,19675377,12497184,798196306
(주)한섬,020000,2006/06,24647876,26964073,143863290
(주)한섬,020000,2007/06,21084989,23868548,142092186
(주)한섬,020000,2008/06,70510375,24245406,150476718
(주)한섬,020000,2009/06,20227532,25393133,172314401
(주)한섬,020000,2010/06,33165549,32330246,201231747
(주)한섬,020000,2011/06,32549646,43067630,227156103
(주)한섬,020000,2012/06,31204444,38099626,239854688
(주)한섬,020000,2013/06,24508562,25520584,211298455
(주)한섬,020000,2014/06,20841661,20080182,230336284
(주)한섬,020000,2015/06,43950946,23936465,268533110
(주)한섬,020000,2016/06,26273688,32941587,318041660
(주)한섬,020000,2017/06,25856581,35904488,355799952
(주)한섬,020000,2018/06,30717216,31246839,358875605
(주)한섬,020000,2019/06,25740289,36632566,414051182
(주)한섬,020000,2020/06,34829780,44654716,547338859
(주)한섬,020000,2021/06,52387436,69946717,644738858
(주)한섬,020000,2022/06,61689873,88837032,746630219
(주)한솔케미칼,014680,2006/06,5572311,3102972,75293690
(주)한솔케미칼,014680,2007/06,3229571,4106991,76512711
(주)한솔케미칼,014680,2008/06,2740913,5174119,91896863
(주)한솔케미칼,014680,2009/06,8924751,10707175,91288765
(주)한솔케미칼,014680,2010/06,9455108,11324041,109431391
(주)한솔케미칼,014680,2011/06,11080138,12883623,133391168
(주)한솔케미칼,014680,2012/06,25683575,14411468,146216075
(주)한솔케미칼,014680,2013/06,12242000,13031737,136575130
(주)한솔케미칼,014680,2014/06,10561720,12644034,136391220
(주)한솔케미칼,014680,2015/06,18560924,21656939,142791755
(주)한솔케미칼,014680,2016/06,28278645,32492620,157099014
(주)한솔케미칼,014680,2017/06,24658545,30975378,165402182
(주)한솔케미칼,014680,2018/06,34802594,43016062,195060268
(주)한솔케미칼,014680,2019/06,40769698,50118709,197389989
(주)한솔케미칼,014680,2020/06,57077509,60433818,218504107
(주)한솔케미칼,014680,2021/06,74681396,90520396,272558854
(주)한솔케미칼,014680,2022/06,76624532,90122420,326521891
(주)한진칼,180640,2014/06,15955492,21051597,24579740
(주)한진칼,180640,2015/06,6740280,17167754,24799047
(주)한진칼,180640,2016/06,25306450,33359281,40973923
(주)한진칼,180640,2017/06,24806265,33565091,40865828
(주)한진칼,180640,2018/06,26707365,34080656,41795780
(주)한진칼,180640,2019/06,29105683,37154023,46291109
(주)한진칼,180640,2020/06,14659034,19561935,29979701
(주)한진칼,180640,2021/06,-83597367,9027804,17703079
(주)한진칼,180640,2022/06,403567356,14773602,23873451
(주)한화,000880,2006/06,60119879,35815245,1012260977
(주)한화,000880,2007/06,122038587,48300347,1532289674
(주)한화,000880,2008/06,165181462,110991340,2526531125
(주)한화,000880,2009/06,343256644,132314224,2149989679
(주)한화,000880,2010/06,209483402,131763741,2462786928
(주)한화,000880,2011/06,71529000,58969000,2589896000
(주)한화,000880,2012/06,70173000,59840000,2717971000
(주)한화,000880,2013/06,52016000,55779000,2413167000
(주)한화,000880,2014/06,58574014,41309217,2418386226
(주)한화,000880,2015/06,58041000,64829000,2437637000
(주)한화,000880,2016/06,130443795,127483542,2484808197
(주)한화,000880,2017/06,158570581,135859839,2252220870
(주)한화,000880,2018/06,133892872,166785504,2284539212
(주)한화,000880,2019/06,26686729,60212231,1910008192
(주)한화,000880,2020/06,63597573,64963835,1924595115
(주)한화,000880,2021/06,61768600,92667777,1896906489
(주)한화,000880,2022/06,66023676,46349838,1558216783
(주)현대미포조선,010620,2006/06,108882084,78728218,1103674535
(주)현대미포조선,010620,2007/06,378963638,173828517,1365742548
(주)현대미포조선,010620,2008/06,279089021,277715846,1727541047
(주)현대미포조선,010620,2009/06,203344467,176232819,2030729769
(주)현대미포조선,010620,2010/06,271358592,290824007,1724851589
(주)현대미포조선,010620,2011/06,219790299,224691802,2179990305
(주)현대미포조선,010620,2012/06,76320030,70545046,1974398549
(주)현대미포조선,010620,2013/06,-74837717,-33631815,1608110276
(주)현대미포조선,010620,2014/06,-224411386,-319765527,1605296901
(주)현대미포조선,010620,2015/06,16620974,11500019,1841972084
(주)현대미포조선,010620,2016/06,150133657,100573113,1795428750
(주)현대미포조선,010620,2017/06,167159621,76195509,1437209482
(주)현대미포조선,010620,2018/06,50469612,31828535,1094658484
(주)현대미포조선,010620,2019/06,29778501,40770660,1540789503
(주)현대미포조선,010620,2020/06,41417400,38436332,1500557636
(주)현대미포조선,010620,2021/06,-124795779,-187153816,1392099198
(주)현대미포조선,010620,2022/06,12495231,-62835191,1801876267
(주)현대백화점,069960,2006/06,93974849,92416012,376284530
(주)현대백화점,069960,2007/06,104804667,89456600,385080267
(주)현대백화점,069960,2008/06,126121092,103525379,397396484
(주)현대백화점,069960,2009/06,133310356,107935506,408236121
(주)현대백화점,069960,2010/06,146654445,120697792,418320200
(주)현대백화점,069960,2011/06,121111848,140111498,435243531
(주)현대백화점,069960,2012/06,124256285,151395132,513789627
(주)현대백화점,069960,2013/06,133805752,158828199,561824435
(주)현대백화점,069960,2014/06,113666603,132364309,554038343
(주)현대백화점,069960,2015/06,100737841,118620949,560853511
(주)현대백화점,069960,2016/06,108011081,126270144,684240192
(주)현대백화점,069960,2017/06,119353475,142247815,692094412
(주)현대백화점,069960,2018/06,109628638,127021519,672527916
(주)현대백화점,069960,2019/06,97147841,113555596,682205727
(주)현대백화점,069960,2020/06,34970465,27586804,579876256
(주)현대백화점,069960,2021/06,79217395,86775169,746831515
(주)현대백화점,069960,2022/06,109034641,129039009,819767778
(주)현대지에프홀딩스,005440,2006/06,12115052,6412217,181467568
(주)현대지에프홀딩스,005440,2007/06,15242108,9383037,221586656
(주)현대지에프홀딩스,005440,2008/06,40599603,11515067,228133284
(주)현대지에프홀딩스,005440,2009/06,24063644,8495830,169338823
(주)현대지에프홀딩스,005440,2010/06,38380816,10278116,138962513
(주)현대지에프홀딩스,005440,2011/06,25229475,24348722,268086628
(주)현대지에프홀딩스,005440,2012/06,31473905,31632294,557576623
(주)현대지에프홀딩스,005440,2013/06,30172543,29172394,610922941
(주)현대지에프홀딩스,005440,2014/06,31782874,31057234,653197603
(주)현대지에프홀딩스,005440,2015/06,34848484,34668099,711512939
(주)현대지에프홀딩스,005440,2016/06,35181368,35338317,772661051
(주)현대지에프홀딩스,005440,2017/06,35332004,35744896,743084851
(주)현대지에프홀딩스,005440,2018/06,38215395,38028430,753563155
(주)현대지에프홀딩스,005440,2019/06,42403494,33056288,753650255
(주)현대지에프홀딩스,005440,2020/06,32637197,24582414,732027738
(주)현대지에프홀딩스,005440,2021/06,76361207,26866153,800408851
(주)현대지에프홀딩스,005440,2022/06,41479606,37010322,888829200
(주)현대홈쇼핑,057050,2010/06,62617984,67597852,279264190
(주)현대홈쇼핑,057050,2011/06,76996227,82735510,357678135
(주)현대홈쇼핑,057050,2012/06,86482822,82996176,386996154
(주)현대홈쇼핑,057050,2013/06,122281942,70157375,390471199
(주)현대홈쇼핑,057050,2014/06,77869278,76330115,414588464
